General/update_step,_step,_runtime,global_step,_timestamp,General/shaped_reward_agent0,Evaluation/1__cramped_room,Evaluation/2__asymm_advantages,Losses/entropy,Losses/total_loss,Evaluation/4__no_cooperation,Scaled_returns/evaluation_0__smallest_kitchen_scaled,Scaled_returns/evaluation_4__no_cooperation_scaled,returned_episode_lengths,Evaluation/0__smallest_kitchen,General/learning_rate,Scaled_returns/evaluation_1__cramped_room_scaled,Scaled_returns/evaluation_2__asymm_advantages_scaled,Losses/actor_loss,Scaled_returns/evaluation_3__square_arena_scaled,General/steps_for_env,General/env_index,Advantage_Targets/targets,Scaled_returns/evaluation_5__easy_layout_scaled,returned_episode,General/shaped_reward_annealed_agent0,Losses/reg_loss,Evaluation/5__easy_layout,returned_episode_returns,General/explore,Scaled_returns/returned_episode_returns_scaled,General/shaped_reward_agent1,Evaluation/3__square_arena,Losses/value_loss,General/env_step,reward,explore,General/shaped_reward_annealed_agent1,Advantage_Targets/advantages
,4492,961.020451662,9687,1746881216.0074682,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
1950.0,4534,961.020924135,9762,1746881220.6374428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4542,961.021015066,9762,1746881220.6381986,,,,,,,,,,,,,0.061674006,,,,,,,,,,,,,,,,,,,,,
,4550,961.021103471,9762,1746881220.638549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
,4562,961.021238383,9837,1746881225.2630417,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
,4574,961.021378774,9837,1746881225.2643914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.476838,,,,,
,4586,961.021522404,9837,1746881225.2655048,,,,,,,,,,,,,,,,,,,,,,,,,,0.06336901,,,,,,,,
,4620,961.021902416,9912,1746881229.8948944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16601562,,,
,4622,961.021924962,9987,1746881234.5200284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7633296
,4649,961.022231849,9987,1746881234.5225654,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,4669,961.022756603,10062,1746881239.1495278,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4695,961.023296241,10137,1746881243.7772794,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4721,961.024060782,10137,1746881243.7795417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,4771,961.024666476,10287,1746881253.035307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068800.0,,,,
,4772,961.024678829,10287,1746881253.0353441,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
,4786,961.024843109,10287,1746881253.0369885,,,,,,,,,,,,0.07017544,,,,,,,,,,,,,,,,,,,,,,
,4796,961.02495689,10287,1746881253.037764,,,,,,,,,,,,,,,,,,,,,,,,,,0.22030734,,,,,,,,
,4809,961.025104949,10362,1746881257.665046,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4825,961.025287418,10362,1746881257.6666987,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,4865,961.025754328,10437,1746881262.295442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29296875,,,
,4920,961.026391278,10587,1746881271.551737,,,,,,,,,,,,,,-0.0029242802,,,,,,,,,,,,,,,,,,,,
,4926,961.026461272,10587,1746881271.5523264,,,,,,,,,,,,0.22807018,,,,,,,,,,,,,,,,,,,,,,
,4946,961.026687011,10662,1746881276.1798804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5836800.0,,,,
2850.0,4954,961.027040422,10662,1746881276.180522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4958,961.027124728,10662,1746881276.1806571,,,,,19.105103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4988,961.028039187,10737,1746881280.8102508,,,,,,,,,,,,,,,,5990400.0,,,,,,,,,,,,,,,,,,
,4994,961.028113177,10737,1746881280.8110063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7239,,,,,
,5001,961.028196706,10737,1746881280.811899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,5004,961.028231759,10737,1746881280.811991,,,,,,,,,,,,,,,,,,,,,,,,120.0293,,,,,,,,,,
,5013,1081.044343967,10812,1746881285.4384718,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,5018,1081.04447168,10812,1746881285.4386258,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
,5037,1081.044926361,10812,1746881285.440729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,5058,1081.045555668,10887,1746881290.0685768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033290006,
3075.0,5060,1081.045581355,10887,1746881290.0686362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5068,1081.045678657,10887,1746881290.0692744,,,,,,,,,,,,,0.29955947,,,,,,,,,,,,,,,,,,,,,
,5085,1081.045893491,10962,1746881294.6961064,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
,5099,1081.046061362,10962,1746881294.6973414,,,,,22.016415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5104,1081.046118952,10962,1746881294.698046,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
,5132,1081.046447543,11037,1746881299.3260665,,,,0.61049366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5145,1081.046598918,11037,1746881299.3275466,,,,,,,,,,,,,,,,,,,,,,,,121.38672,,,,,,,,,,
,5154,1081.046701704,11112,1746881303.9542787,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300.0,5165,1081.046825914,11112,1746881303.955231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5213,1081.047374116,11187,1746881308.587103,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,
,5216,1081.04741164,11187,1746881308.5879529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32226562,,,
,5238,1081.047856581,11262,1746881313.2146487,,,,,,,,,,,,,,,,,,,,,,0.91706777,,,,,,,,,,,,
,5249,1081.048081367,11262,1746881313.215596,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
,5265,1081.048408329,11337,1746881317.8424592,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5289,1081.049154658,11412,1746881322.4700103,,,,,,,,,,,,,,,,,,21.17731,,,,,,,,,,,,,,,,
,5296,1081.049234274,11412,1746881322.4702346,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
,5297,1081.049247741,11412,1746881322.4702623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7372800.0,,,,
,5301,1081.04929481,11412,1746881322.471019,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19238281,,,,,,,
,5321,1081.049534329,11412,1746881322.472872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,,,
,5335,1081.049694725,11487,1746881327.0988038,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5391,1081.050333555,11562,1746881331.7295046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37109375,,,
,5430,1081.050782287,11712,1746881340.9847312,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,
,5491,1201.074600302,11793,1746881466.3782623,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,5493,1201.074626494,11793,1746881466.3783154,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,
,5495,1201.07465642,11793,1746881466.3783677,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
,5500,1201.074724718,11868,1746881470.7341495,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,
,5503,1201.074765214,11868,1746881470.7342427,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,5538,1201.076180689,11943,1746881475.0964034,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,5545,1201.076280697,11943,1746881475.09742,0.0029296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5563,1201.076503461,11943,1746881475.0988135,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,
,5573,1201.076618788,12018,1746881479.45462,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,5604,1201.076988568,12093,1746881483.810922,,,,,,,,,,,,,,,,,,0.029491115,,,,,,,,,,,,,,,,
,5605,1201.07699984,12093,1746881483.8109548,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,,,,,
,5610,1201.077054538,12093,1746881483.8110988,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
,5644,1201.077461716,12168,1746881488.1677423,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5666,1201.07772638,12168,1746881488.1700418,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,5674,1201.077831568,12243,1746881492.5249896,,,,,,,,,,,,,,,,,,-0.0047459262,,,,,,,,,,,,,,,,
,5694,1201.078083571,12243,1746881492.5265982,,,,,2.608686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5704,1201.078198974,12243,1746881492.5273724,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
,5710,1201.078268014,12318,1746881496.8840475,,,,,,,,,,232.0,,,,,,,,,,,,,,,,,,,,,,,,
,5719,1201.078369749,12318,1746881496.8844318,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,
,5745,1201.079004133,12393,1746881501.24458,,,,,,,,,,216.0,,,,,,,,,,,,,,,,,,,,,,,,
,5803,1201.08036116,12468,1746881505.6072946,,,,,,,,,,,,,0.27312773,,,,,,,,,,,,,,,,,,,,,
,5812,1201.080470748,12468,1746881505.6080256,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
,5847,1201.080869312,12543,1746881509.9688487,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
,5852,1201.080924709,12618,1746881514.3275142,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5878,1201.081216798,12618,1746881514.330095,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,
,5926,1201.081756363,12768,1746881523.0489779,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
,5933,1201.081834853,12768,1746881523.0499365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032144063,
,5934,1201.081846105,12768,1746881523.0499666,,,,,,,,,,,,,,,,2150400.0,,,,,,,,,,,,,,,,,,
,5951,1201.08204146,12768,1746881523.0518029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
,5967,1321.097888938,12843,1746881527.411219,,,,,,,,,,,,,,,,,,,,,0.00834675,,,,,,,,,,,,,
,5977,1321.098023882,12843,1746881527.4121096,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
,5991,1321.098576587,12918,1746881531.8792288,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275.0,6040,1321.099917539,12993,1746881536.2422435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6065,1321.100216419,13068,1746881540.6035793,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
,6067,1321.100237693,13068,1746881540.6036422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2764800.0,,,,
,6153,1321.101237785,13218,1746881549.3321822,,,,,,,,,,,,,0.32599118,,,,,,,,,,,,,,,,,,,,,
,6277,1321.103212663,13518,1746881566.7845113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3686400.0,,,,
,6300,1321.103810653,13518,1746881566.7867029,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
,6306,1321.103879339,13593,1746881571.1480432,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6315,1321.10398169,13593,1746881571.1489334,0.049316406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6328,1321.104137025,13593,1746881571.1501627,,,,,,,,,,,,,0.33480173,,,,,,,,,,,,,,,,,,,,,
,6363,1321.104583903,13668,1746881575.5138304,,,,,,,,,,,,,0.3524229,,,,,,,,,,,,,,,,,,,,,
,6365,1321.104606411,13668,1746881575.5142913,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,6375,1321.104724355,13743,1746881579.87706,,,,,,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,
,6423,1321.105308266,13818,1746881584.2426906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007003094,
,6426,1321.105346227,13818,1746881584.2427816,,,,,,,,,,,,,,-0.0011512581,,,,,,,,,,,,,,,,,,,,
,6429,1321.105382635,13818,1746881584.24287,,,,,4.270747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6449,1321.105644292,13893,1746881588.6052833,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6522,1321.106922757,14043,1746881597.3331518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4761600.0,,,,
,6528,1321.107125443,14043,1746881597.3339376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021755937,
,6553,1321.107727687,14118,1746881601.6973233,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,6557,1321.10777378,14118,1746881601.6974733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4915200.0,,,,
,6564,1321.107856167,14118,1746881601.6984115,,,,,,,,,,,,,,,,4915200.0,,,,,,,,,,,,,,,,,,
,6595,1321.1082049,14193,1746881606.061989,0.0107421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6638,1321.108692828,14268,1746881610.426605,,,,,,,,,,,,,,,,,,,,,,3.7351644,,,,,,,,,,,,
,6648,1321.10880326,14268,1746881610.427594,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,
,6667,1321.109015828,14343,1746881614.7900367,,,,,,,,,,,,,,,,,,,,,0.0030453438,,,,,,,,,,,,,
,6692,1321.109293967,14418,1746881619.1523137,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6697,1321.109346834,14418,1746881619.152476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5529600.0,,,,
,6719,1321.109629432,14418,1746881619.1550617,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
,6751,1321.110447681,14493,1746881623.517694,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,6805,1321.111570706,14643,1746881632.2445087,0.015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6808,1321.111606038,14643,1746881632.2445998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031923128,
,6815,1321.111689839,14643,1746881632.2455335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002407185,,,,,
,6839,1321.111964036,14718,1746881636.609685,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,
,6853,1321.112123038,14718,1746881636.610918,,,,,,,,,,,,,0.29955947,,,,,,,,,,,,,,,,,,,,,
,6910,1321.11277467,14868,1746881645.3382726,0.0043945312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6928,1321.112977233,14868,1746881645.339518,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,
,6936,1441.131700244,14943,1746881649.7008789,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,
,6938,1441.131728953,14943,1746881649.7009373,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6943,1441.13179129,14943,1746881649.7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6604800.0,,,,
,6992,1441.132402819,15018,1746881654.0664127,,,,,,,0.4566929,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7050,1441.133051403,15168,1746881662.7924135,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,
,7062,1441.133191686,15168,1746881662.7933874,,,,,,,0.37795275,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7076,1441.133349186,15243,1746881667.154569,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,
,7087,1441.133480401,15243,1746881667.1552992,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0043945312,,,,,,,
,7153,1441.135226473,15393,1746881675.8813007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7526400.0,,,,
,7159,1441.13529524,15393,1746881675.882224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,7194,1441.135714631,15468,1746881680.2459202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00017690635,
,7243,1441.136271097,15543,1746881684.6101294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,7246,1441.136305092,15543,1746881684.6102161,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
,7262,1441.136490887,15618,1746881688.9710004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0087890625,,,,,,,
,7281,1441.136715137,15618,1746881688.9729984,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
,7296,1561.163294832,15699,1746881812.7433205,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7376,1561.16525855,15849,1746881821.4430025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.037612e-05,,,,,
,7383,1561.165340892,15849,1746881821.444057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,7400,1561.165546101,15924,1746881825.7899234,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,
,7418,1561.165749721,15924,1746881825.7917693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,7422,1561.165795977,15924,1746881825.7921214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
,7433,1561.165917088,15999,1746881830.1375928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768000.0,,,,
,7450,1561.166109666,15999,1746881830.1393871,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
,7464,1561.16627008,16074,1746881834.483989,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,7469,1561.166327112,16074,1746881834.4841583,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
,7478,1561.166434059,16074,1746881834.4851427,,,,0.64297307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7482,1561.166481518,16074,1746881834.485519,,,,,,,0.53543305,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7522,1561.166936497,16149,1746881838.933345,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,7532,1561.167049378,16224,1746881843.279825,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7540,1561.16713546,16224,1746881843.2800796,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,
,7549,1561.167237274,16224,1746881843.2810571,,,,,,,,,,,,,,,,,,,,,,0.8441213,,,,,,,,,,,,
,7575,1561.167888649,16299,1746881847.627978,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,
,7603,1561.168721771,16374,1746881851.9744344,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7615,1561.168863809,16374,1746881851.975502,,,,,,,,,,,,,,,,1536000.0,,,,,,,,,,,,,,,,,,
,7629,1561.169028201,16374,1746881851.9768744,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,
,7638,1561.169130557,16449,1746881856.3216002,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7642,1561.169174162,16449,1746881856.321721,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
,7646,1561.169218739,16449,1746881856.3224585,0.0043945312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7660,1561.169376727,16449,1746881856.323449,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
,7666,1561.16945215,16449,1746881856.3239412,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
,7718,1561.170047166,16599,1746881865.0213096,,,,,,,,,,,,,,,,,,,,,0.008430219,,,,,,,,,,,,,
,7722,1561.170091811,16599,1746881865.0214264,,,,,,,,,,,,,,-0.0006310464,,,,,,,,,,,,,,,,,,,,
,7737,1561.17026413,16599,1746881865.0228744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009765625,,,
,7744,1561.170343551,16674,1746881869.3714535,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,7769,1561.170634486,16674,1746881869.373577,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,
,7803,1561.171022367,16749,1746881873.727311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,7823,1561.171617405,16824,1746881878.0801456,,,,,,,,,,,,,,,,,,,,,0.007106531,,,,,,,,,,,,,
,7834,1561.17185204,16824,1746881878.0810795,,,,,,,,,,,,,0.14096916,,,,,,,,,,,,,,,,,,,,,
,7845,1561.172211452,16899,1746881882.432934,,,,,,,,,,,,,,,,,,1.4421957,,,,,,,,,,,,,,,,
,7848,1561.172288163,16899,1746881882.4330394,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7859,1561.172657738,16899,1746881882.4341602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,7873,1561.172819796,16899,1746881882.4355738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,7875,1561.172842907,16899,1746881882.4356337,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
,7888,1681.1939843,16974,1746881886.789189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2764800.0,,,,
,7980,1681.195086326,17124,1746881895.5025086,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
,8005,1681.195375255,17199,1746881899.858308,,,,,5.0797205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8007,1681.195402362,17199,1746881899.8583846,,,,,,,0.96062994,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8049,1681.195920402,17274,1746881904.215482,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,
,8086,1681.196872792,17349,1746881908.5729756,,,,,,,,,,,,,,,,,,,,,,,,51.33789,,,,,,,,,,
,8099,1681.197168532,17424,1746881912.9275296,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
,8143,1681.198018897,17499,1746881917.2859082,,,,0.8989295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8169,1681.198337211,17574,1746881921.6425319,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
,8181,1681.19849183,17574,1746881921.6438415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.872467,,,,,
,8228,1681.19906515,17649,1746881926.0020616,,,,,,,,,,,,,,,,,,,,,,,,,,0.43285704,,,,,,,,
,8239,1681.199209445,17724,1746881930.3569007,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
,8288,1681.199775782,17799,1746881934.7154884,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
,8309,1681.200008238,17874,1746881939.070698,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
,8321,1681.200143315,17874,1746881939.0722876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.47143,,,,,
,8340,1681.200581661,17949,1746881943.427486,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8349,1681.200753104,17949,1746881943.428636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,8377,1681.20143369,18024,1746881947.7847857,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
2400.0,8386,1681.20178371,18024,1746881947.7857182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8406,1681.202020127,18099,1746881952.1413732,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,
2475.0,8421,1681.202197531,18099,1746881952.1424549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8440,1681.202421966,18174,1746881956.4981666,,,,,,,,,,,,,,,,,,20.414806,,,,,,,,,,,,,,,,
,8441,1681.202433486,18174,1746881956.498206,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,,,,,,,,
,8442,1681.202444869,18174,1746881956.498235,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550.0,8456,1681.202601736,18174,1746881956.4992342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8481,1681.202881705,18249,1746881960.856596,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
,8537,1681.203511959,18324,1746881965.2165082,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,8549,1681.20364761,18399,1746881969.5721374,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,8571,1681.203890452,18399,1746881969.5743027,,,,,,,,0.49122807,,,,,,,,,,,,,,,,,,,,,,,,,,
,8582,1681.204021492,18474,1746881973.9303122,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8584,1681.204042466,18474,1746881973.9303675,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,8586,1681.204064134,18474,1746881973.930431,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
,8642,1681.205253823,18549,1746881978.2891548,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,8653,1681.205712293,18624,1746881982.6437995,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8661,1681.205805548,18624,1746881982.6445203,0.19726562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8699,1681.206251078,18699,1746881987.0012393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,8706,1681.206328138,18699,1746881987.0020375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.704414,,,,,
,8722,1681.206515718,18774,1746881991.3577547,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8764,1681.206999203,18849,1746881995.7154834,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
,8785,1681.207241839,18849,1746881995.7175655,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
,8810,1681.207526307,18924,1746882000.0740323,,,,,19.86113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8813,1681.207563561,18924,1746882000.0744965,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
,8832,1681.20778241,18999,1746882004.430881,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
,8848,1681.207965962,18999,1746882004.432423,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
,8885,1801.231859739,19074,1746882008.7910879,,,,,,,,,,,,,0.13215858,,,,,,,,,,,,,,,,,,,,,
,8889,1801.231911218,19074,1746882008.7913942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,8905,1801.232360829,19149,1746882013.1470962,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
