_step,_runtime,Losses/reg_loss,global_step,_timestamp,returned_episode_lengths,General/explore,General/shaped_reward_agent1,Scaled_returns/evaluation_0__smallest_kitchen_scaled,General/env_index,Advantage_Targets/advantages,Evaluation/0__smallest_kitchen,Scaled_returns/evaluation_1__square_arena_scaled,returned_episode_returns,reward,General/env_step,Scaled_returns/evaluation_4__cramped_room_scaled,General/shaped_reward_agent0,Evaluation/3__easy_layout,Evaluation/5__asymm_advantages,Scaled_returns/returned_episode_returns_scaled,Evaluation/1__square_arena,Scaled_returns/evaluation_2__no_cooperation_scaled,returned_episode,Losses/total_loss,General/update_step,Advantage_Targets/targets,General/steps_for_env,Losses/entropy,explore,General/learning_rate,Scaled_returns/evaluation_3__easy_layout_scaled,Losses/value_loss,General/shaped_reward_annealed_agent0,General/shaped_reward_annealed_agent1,Scaled_returns/evaluation_5__asymm_advantages_scaled,Losses/actor_loss,Evaluation/4__cramped_room,Evaluation/2__no_cooperation,task_2_2__no_cooperation
4032,840.929618741,,8712.0,1746881171.79918,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
4041,840.929719504,,8712.0,1746881171.8002234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
4061,840.929948391,,8712.0,1746881171.8022504,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
4079,960.949123041,,8787.0,1746881176.203545,,,,,,,,,,,,,,,,,,,,,975.0,,,,,,,,,,,,,,
4092,960.94928425,,8787.0,1746881176.2045445,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,
4144,960.949896096,,8937.0,1746881185.007671,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
4166,960.950150029,,8937.0,1746881185.0095882,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
4223,960.95080137,,9087.0,1746881193.8153613,,,,,,,,,,,,,,,,,,,,2.4393303,,,,,,,,,,,,,,,
4242,960.951021702,,9162.0,1746881198.2145655,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
4256,960.951175545,,9162.0,1746881198.2161286,,,,,,,,,,,,,,,,,,,,,,,,0.57491076,,,,,,,,,,,
4259,960.951638758,,9162.0,1746881198.2162142,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5652454e-05,,,,,,,
4260,960.951656971,,9162.0,1746881198.216259,,,,0.8976378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,960.952679845,,9237.0,1746881202.6160502,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.534981e-05,,,,,,,
4309,960.952861006,,9312.0,1746881207.0146005,,,,,,,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,960.952872461,,9312.0,1746881207.0146365,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
4329,960.953103435,,9312.0,1746881207.0167372,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.165479e-05,,,,,,,
4360,960.953449992,,9387.0,1746881211.4135745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001079723,,,
4363,960.953485266,,9387.0,1746881211.4142497,,,,,,,,,,,,,,,,,,,,3.3676608,,,,,,,,,,,,,,,
4374,960.953609036,,9387.0,1746881211.4152045,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,960.95379361,,9462.0,1746881215.8104153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
4501,960.955483147,,9687.0,1746881229.1049938,,,,,,,,,,,,,,,,,,,,,,,,0.38016766,,,,,,,,,,,
4507,960.955787865,,9687.0,1746881229.1051805,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
4538,960.956380436,,9762.0,1746881233.5035005,,,,,,,,,,,,,,,,,,,,2.247248,,,,,,,,,,,,,,,
4547,960.956485801,,9762.0,1746881233.504592,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,
4593,960.957036565,,9912.0,1746881242.2978609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
4613,960.957272102,,9912.0,1746881242.2998672,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
4667,960.957959536,,10062.0,1746881251.0932581,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,960.958350697,,10137.0,1746881255.4900608,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
4739,960.959150326,,10212.0,1746881259.8870642,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
4753,960.959479299,,10212.0,1746881259.8886557,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
4805,960.96042004,,10362.0,1746881268.6810586,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,960.960488549,,10362.0,1746881268.6818159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
4815,960.960533239,,10362.0,1746881268.681929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002531301,,,
4885,960.961317383,,10512.0,1746881277.4774373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00021476354,,,
4887,960.96134022,2.0390744,10512.0,1746881277.4774988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,960.962157139,,10662.0,1746881286.273587,,,,0.9133858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,960.962838441,2.262977,10737.0,1746881290.6694806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5007,1077.310706384,,,1746881409.39827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/videos/task_2_2__no_cooperation_2_26a47d5cc2594173b32c.gif', 'sha256': '26a47d5cc2594173b32cd1ae419708330a5dee7a31c08b9da73a7a30d8c188c8', 'size': 3160, '_type': 'video-file'}"
5021,1080.980779721,,10812.0,1746881295.065564,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,1080.983025279,,11037.0,1746881308.254801,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,1080.983064304,,11037.0,1746881308.2553473,,,,,,,,,,,,,,,,,,,,,,,6604800.0,,,,,,,,,,,,
5144,1080.983254862,,11037.0,1746881308.2567654,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,1080.983379234,,11112.0,1746881312.6514978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
5160,1080.983447824,,11112.0,1746881312.6523092,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
5167,1080.983530421,,11112.0,1746881312.652511,,,,,,,,,,,,,,,,,,,,,,,,0.45686466,,,,,,,,,,,
5194,1080.983838505,,11187.0,1746881317.0492735,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,
5279,1080.98481447,,11337.0,1746881325.8442876,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
5285,1080.984882462,,11337.0,1746881325.8450942,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5295,1080.985004417,,11412.0,1746881330.2390802,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
5303,1080.985097705,,11412.0,1746881330.2400477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
5310,1080.985177218,,11412.0,1746881330.2405732,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6866829e-06,,,,,,,
5392,1080.987095646,,11562.0,1746881339.0348442,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
5411,1080.987318902,,11637.0,1746881343.429842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00019609115,,,
5505,1201.00722743,,11868.0,1746881474.0463219,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
5556,1201.0078211,,11943.0,1746881478.5602398,,,,0.92913383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,1201.008588047,,12018.0,1746881483.0741994,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
5614,1201.008964391,,12093.0,1746881487.5890667,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,
5616,1201.009059795,,12093.0,1746881487.5891275,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5649,1201.009904084,,12168.0,1746881492.1046982,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,
5679,1201.010256423,,12243.0,1746881496.6196082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
5684,1201.010313876,,12243.0,1746881496.6202872,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,
5694,1201.010433221,,12243.0,1746881496.6211278,,,,,,,,,,,,,,,,,,,,3.8267555,,,,,,,,,,,,,,,
5705,1201.010565574,,12243.0,1746881496.6220784,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,1201.010727048,,12318.0,1746881501.1346211,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,
5727,1201.010820519,,12318.0,1746881501.1356165,,,,,,,,,,,,,,,,,,,,,,,,0.38921037,,,,,,,,,,,
5728,1201.010832414,1.6217011,12318.0,1746881501.1356497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5737,1201.01093805,,12318.0,1746881501.1365008,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
5742,1201.010994926,,12318.0,1746881501.1366522,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
5744,1201.011018907,,12393.0,1746881505.648871,,,,,,,,,,,,,,,,,,,,,,0.26766557,,,,,,,,,,,,,
5753,1201.011120438,,12393.0,1746881505.6491594,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5757,1201.011166652,,12393.0,1746881505.6498506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004444344,,,,,,
5779,1201.011434099,,12468.0,1746881510.1653192,,,,,,,,,,,,,,,,,,,,,,0.3786359,,,,,,,,,,,,,
5788,1201.01153512,,12468.0,1746881510.1656103,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,1201.011747333,,12468.0,1746881510.167476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
5874,1201.012884304,,12618.0,1746881519.1968534,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
5909,1201.0138262,,12693.0,1746881523.71122,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
5925,1201.014021114,,12768.0,1746881528.2235577,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
5929,1201.014067228,,12768.0,1746881528.2244377,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,
5955,1201.014368649,,12843.0,1746881532.7375917,,,,,,,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5966,1201.014499208,,12843.0,1746881532.7386186,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5990,1321.031092431,,12918.0,1746881537.251966,,,,,,,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,1321.031419591,,12918.0,1746881537.353379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
6028,1321.031563653,,12993.0,1746881541.8666852,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
6029,1321.031574628,,12993.0,1746881541.8667161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
6033,1321.031620066,,12993.0,1746881541.8668382,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6059,1321.031941495,,13068.0,1746881546.3845003,,,,,,,,,,,,,,,,,,,,,,2.2199621,,,,,,,,,,,,,
6063,1321.031988813,,13068.0,1746881546.3846266,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
6068,1321.03204686,,13068.0,1746881546.3847892,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6177,1321.034211269,,13293.0,1746881559.9478192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013993501,,,,,,
6178,1321.034224947,,13293.0,1746881559.9478498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0093290005,,,,,
6198,1321.034456027,,13368.0,1746881564.4661179,,,,,,0.17436355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6209,1321.034580308,,13368.0,1746881564.4671857,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,
6214,1321.034640572,,13368.0,1746881564.4673474,,,,,,,,,,,,,,,,,,,,,,,3379200.0,,,,,,,,,,,,
6222,1321.034732081,,13368.0,1746881564.4682293,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289,1321.035511353,,13518.0,1746881573.5071192,,,,,,,,,,,,,,,,,,,,5.0913925,,,,,,,,,,,,,,,
6304,1321.035685519,,13593.0,1746881578.0248945,,,,,,,,,,,,,,,,,,,,,,5.6629105,,,,,,,,,,,,,
6362,1321.036342194,,13668.0,1746881582.5468209,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,1321.036777152,,13743.0,1746881587.0646627,,,,,,,,,,,4147200.0,,,,,,,,,,,,,,,,,,,,,,,,
6398,1321.037091746,,13743.0,1746881587.0664277,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
6411,1321.037385082,,13818.0,1746881591.5833561,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
6462,1321.038290522,,13893.0,1746881596.1042712,,,,,,,,,,,,,,,,,,,,,,,,0.2922464,,,,,,,,,,,
6507,1321.038883634,,13968.0,1746881600.6241217,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
6514,1321.038974031,,14043.0,1746881605.1430628,,,,,,,,,,,,,,,,,,,,,,6.4343176,,,,,,,,,,,,,
6522,1321.03907122,,14043.0,1746881605.1433334,,,,,,,,,,,4761600.0,,,,,,,,,,,,,,,,,,,,,,,,
6564,1321.039549552,,14118.0,1746881609.6648896,,,,,,,,,,,,,,,,,,,,,,,4915200.0,,,,,,,,,,,,
6577,1321.039695788,,14118.0,1746881609.6659062,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
6584,1321.039775076,,14193.0,1746881614.1840727,,,,,,,,,,,,,,,,,,,,,,20.323893,,,,,,,,,,,,,
6613,1321.040108221,,14193.0,1746881614.1862154,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,
6620,1321.040186689,,14268.0,1746881618.7040877,,,,,,,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,1321.040372395,,14268.0,1746881618.705356,,,,,,,,,,,,,,,,,,,,,,,,0.7044364,,,,,,,,,,,
6662,1321.040651582,,14343.0,1746881623.22516,,,,,,,,,,,5376000.0,,,,,,,,,,,,,,,,,,,,,,,,
6665,1321.040685177,,14343.0,1746881623.2257607,,,,,,,,,,,,,0.11230469,,,,,,,,,,,,,,,,,,,,,,
6673,1321.040777437,3.6658545,14343.0,1746881623.2266004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684,1321.041172219,,14343.0,1746881623.22746,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6691,1321.041326914,,14418.0,1746881627.7456555,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
6767,1321.042749715,,14568.0,1746881636.7877378,,,,,,,,,,,5836800.0,,,,,,,,,,,,,,,,,,,,,,,,
6773,1321.042818567,,14568.0,1746881636.7885826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027620655,,,,,
6777,1321.042863154,,14568.0,1746881636.7891493,,,,,,,,,,,,,,,,,,,,,,,,0.7285109,,,,,,,,,,,
6815,1321.043305504,,14643.0,1746881641.310828,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.93339,,,,,,,
6819,1321.043349654,,14643.0,1746881641.3109744,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7557604,,,,,,,,
6878,1321.044029156,,14793.0,1746881650.352655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023407035,,,,,
6910,1441.065362403,,14868.0,1746881654.8728533,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,
6926,1441.065570053,,14868.0,1746881654.8739574,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
6958,1441.065961947,,14943.0,1746881659.3942604,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6986,1441.066292281,,15018.0,1746881663.913519,,,,,,,,,,,,,,,,,,,,,3300.0,,,,,,,,,,,,,,
7010,1441.066565888,,15093.0,1746881668.4327376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
7100,1441.068051917,,15243.0,1746881677.476158,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79262674,,,,,,,,
7140,1441.069108829,,15318.0,1746881681.9980738,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7174,1441.069509108,,15393.0,1746881686.51961,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,
7184,1441.06962477,,15468.0,1746881691.0375056,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,
7185,1441.069636646,,15468.0,1746881691.0375385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
7280,1441.070724303,,15618.0,1746881700.0811586,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7293,1561.091607986,,15699.0,1746881829.0079606,,,,,,,,,,,153600.0,,,,,,,,,,,,,,,,,,,,,,,,
7309,1561.091807764,,15699.0,1746881829.0096953,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
7320,1561.091945656,,15774.0,1746881833.4536004,,,,,,,,,,,,,,,,,,,,,,0.053506725,,,,,,,,,,,,,
7322,1561.091969786,,15774.0,1746881833.453676,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
7349,1561.092284695,,15774.0,1746881833.4561615,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,
7405,1561.092922657,,15924.0,1746881842.3492074,,,,,,,,,,,,,,,,,,,,,,,614400.0,,,,,,,,,,,,
7424,1561.093137037,,15999.0,1746881846.7965634,,,,,,-0.0041556633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7494,1561.094631414,,16149.0,1746881855.6968005,,,,,,0.0012091335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7506,1561.0951948,,16149.0,1746881855.6976562,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
7514,1561.095295892,3.60045,16149.0,1746881855.7893162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7546,1561.095688929,,16224.0,1746881860.237331,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,
7563,1561.095883574,,16224.0,1746881860.2388709,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
7566,1561.095923571,,16299.0,1746881864.6840744,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7598,1561.096301755,,16299.0,1746881864.6868896,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
7605,1561.096381389,,16374.0,1746881869.1332252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
7614,1561.096482809,,16374.0,1746881869.134297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
7646,1561.096851809,,16449.0,1746881873.5831895,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
7690,1561.097355479,,16524.0,1746881878.0325384,,,,,,,,,,,,,,,,,,,,1.4665248,,,,,,,,,,,,,,,
7691,1561.097366929,,16524.0,1746881878.0325665,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012832771,,,,,,,
7787,1561.099376567,,16749.0,1746881891.3771267,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792,1561.099435073,,16749.0,1746881891.3772774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006347682,,,
7809,1681.117676711,,16824.0,1746881895.8208938,,,,,,-0.0025503286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7827,1681.117933351,,16824.0,1746881895.8221972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014373473,,,
7830,1681.117970731,,16824.0,1746881895.822527,,,,,,,,,,,,,,,,,,,,1.5961316,,,,,,,,,,,,,,,
7841,1681.118101942,,16824.0,1746881895.8237097,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7867,1681.118393,,16899.0,1746881900.2697582,,,,0.62992126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7884,1681.118588189,,16974.0,1746881904.7148752,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,
7904,1681.11881675,,16974.0,1746881904.7167172,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
7929,1681.119105322,,17049.0,1746881909.1628654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
7944,1681.119276929,,17049.0,1746881909.1644638,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,
7973,1681.119599866,,17124.0,1746881913.6133194,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7974,1681.119610568,,17124.0,1746881913.6133502,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
7975,1681.119621145,,17124.0,1746881913.613381,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8110599,,,,,,,,
7991,1681.119798157,,17199.0,1746881918.0588284,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
8017,1681.120313146,,17199.0,1746881918.061081,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8033,1681.120771923,,17274.0,1746881922.5065298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
8045,1681.121136992,,17274.0,1746881922.5073519,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84792626,,,,,,,,
8055,1681.121622445,,17349.0,1746881926.952283,,,,,,,,,,,,,,,,,,,,,,-0.00090115203,,,,,,,,,,,,,
8057,1681.121647152,,17349.0,1746881926.9523518,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
8079,1681.121921007,,17349.0,1746881926.9544291,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
8094,1681.122096798,,17424.0,1746881931.4004016,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,
8111,1681.122298233,,17424.0,1746881931.4020736,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003353721,,,,,,,
8120,1681.122402836,,17424.0,1746881931.4031737,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136,1681.122587233,,17499.0,1746881935.8480895,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
8160,1681.122855331,,17574.0,1746881940.2939854,,,,,,,,,,,,,,,,,,,,,,-0.00803661,,,,,,,,,,,,,
8165,1681.122915917,,17574.0,1746881940.2941418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
8167,1681.12293846,,17574.0,1746881940.2942004,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8171,1681.122983848,,17574.0,1746881940.2950253,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
8185,1681.123144925,,17574.0,1746881940.2961748,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6635945,,,,,,,,
8189,1681.123187067,,17574.0,1746881940.296909,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,
8229,1681.123632661,,17724.0,1746881949.188096,,,,,,0.0010184629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8254,1681.12391603,,17724.0,1746881949.1904213,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
8263,1681.124019564,,17724.0,1746881949.191058,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8283,1681.124499834,,17799.0,1746881953.6362247,,,,,,,,,,,,,,,,,,,,,,,,0.62091553,,,,,,,,,,,
8293,1681.124683669,,17799.0,1746881953.6372259,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
8294,1681.124701662,,17799.0,1746881953.6372545,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,
8301,1681.1249522,,17874.0,1746881958.0827599,,,,,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8357,1681.126041575,,17949.0,1746881962.530872,,,,0.6929134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8368,1681.126166973,,17949.0,1746881962.531814,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8387,1681.126381291,,18024.0,1746881966.9767518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014072252,,,
8400,1681.12652977,,18024.0,1746881966.9777222,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8410,1681.126643252,,18099.0,1746881971.4217668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
8448,1681.127075379,,18174.0,1746881975.869148,,,,,,,,,,,5222400.0,,,,,,,,,,,,,,,,,,,,,,,,
8457,1681.127177082,,18174.0,1746881975.870228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0007497843,,,
8466,1681.127279623,,18174.0,1746881975.8709848,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
8480,1681.127438096,,18249.0,1746881980.3157942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
8516,1681.127844095,,18324.0,1746881984.7628162,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
8550,1681.128619087,,18399.0,1746881989.2089355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
8573,1681.129469056,,18399.0,1746881989.2110622,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
8579,1681.129547541,,18474.0,1746881993.6551511,,,,,,-0.00030529674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8604,1681.129843814,,18474.0,1746881993.657291,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
8629,1681.130129557,,18549.0,1746881998.1032758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
8649,1681.130362685,,18624.0,1746882002.5501404,,,,,,0.03351295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8662,1681.130507363,,18624.0,1746882002.5512867,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,1681.130729824,,18624.0,1746882002.5527499,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8690,1681.130817568,,18699.0,1746882006.999845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
8705,1681.13099276,,18699.0,1746882007.0013125,,,,,,,,,,,,,,,,,,,,1.7164242,,,,,,,,,,,,,,,
8733,1681.131320116,,18774.0,1746882011.449795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
