returned_episode_lengths,_step,_runtime,global_step,_timestamp,General/learning_rate,reward,Scaled_returns/evaluation_2__square_arena_scaled,General/explore,General/shaped_reward_agent0,General/shaped_reward_annealed_agent1,Losses/reg_loss,Losses/total_loss,Scaled_returns/evaluation_1__no_cooperation_scaled,Scaled_returns/evaluation_0__asymm_advantages_scaled,General/env_index,General/steps_for_env,Evaluation/0__asymm_advantages,Scaled_returns/evaluation_3__smallest_kitchen_scaled,Losses/actor_loss,Losses/entropy,Evaluation/2__square_arena,Evaluation/1__no_cooperation,Scaled_returns/evaluation_4__easy_layout_scaled,Scaled_returns/returned_episode_returns_scaled,explore,Losses/value_loss,returned_episode_returns,Advantage_Targets/advantages,returned_episode,General/shaped_reward_annealed_agent0,General/env_step,Scaled_returns/evaluation_5__cramped_room_scaled,General/update_step,Evaluation/3__smallest_kitchen,General/shaped_reward_agent1,Evaluation/5__cramped_room,Advantage_Targets/targets,Evaluation/4__easy_layout
,4273,961.031115415,9237,1746881233.5104787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011724531,
,4274,961.031128613,9237,1746881233.5105228,,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,,,,,,,
,4282,961.031228013,9237,1746881233.5109944,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4290,961.031320843,9237,1746881233.5118935,,,,,,,,,,,,,,,-0.0037114788,,,,,,,,,,,,,,,,,,,
400.0,4303,961.03146943,9237,1746881233.5131161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4310,961.031547749,9312,1746881238.1525967,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
,4319,961.031644302,9312,1746881238.153541,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4320,961.031668571,9312,1746881238.1535676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
,4356,961.032102476,9387,1746881242.7949715,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
,4399,961.032595934,9462,1746881247.438047,,,,,,,,,,,,,,,,,,,,,,6.433567e-05,,,,,,,,,,,,
,4404,961.032653141,9462,1746881247.4382226,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,4439,961.033059474,9537,1746881252.085254,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,4470,961.033420275,9612,1746881256.7327552,,,,,,,,,,1.0132158,,,,,,,,,,,,,,,,,,,,,,,,
,4477,961.033496915,9612,1746881256.7335925,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,
,4502,961.034042929,9687,1746881261.4863567,,,,,,,0.3341,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4528,961.034625514,9762,1746881266.1329463,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4533,961.034795814,9762,1746881266.1331117,,,,,,,,,,,,3993600.0,,,,,,,,,,,,,,,,,,,,,,
,4536,961.035077422,9762,1746881266.1332068,,,,,,,,,,,,,,,,1.2053553,,,,,,,,,,,,,,,,,,
,4620,961.036064698,9912,1746881275.4301732,,0.107421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4635,961.036237674,9987,1746881280.0760446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041992188,,,
,4677,961.036712593,10062,1746881284.7235968,,,,,,,0.28828087,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4682,961.036771061,10062,1746881284.7240875,,,0.38610038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4707,961.037049931,10137,1746881289.3694751,,,,,,0.041336283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4711,961.037094606,10137,1746881289.3695996,,,,,,,,,,,,,,,,0.8961107,,,,,,,,,,,,,,,,,,
,4712,961.037105702,10137,1746881289.3696334,,,,,,,0.31137878,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4713,961.037117402,10137,1746881289.3701227,,,,,,,,13.291188,,,,,,,,,,,,,,,,,,,,,,,,,,
,4736,1081.054313204,10212,1746881294.0144007,,,,,,,,,,,,,,,,,,,,,,,,,,,4915200.0,,,,,,,
,4737,1081.054324512,10212,1746881294.0144272,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4762,1081.054633796,10287,1746881298.660201,,,,,,,,,,,,,,,,,,,,,,,,-4.261986,,,,,,,,,,
,4794,1081.054999491,10287,1746881298.6629198,,,,,,,,,,,,,,,,,,,,,,,159.9414,,,,,,,,,,,
,4802,1081.05509037,10362,1746881303.3053353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
,4869,1081.05613504,10512,1746881312.5947013,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,,,,,,,
,4874,1081.05627592,10512,1746881312.5948637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,4890,1081.056764823,10512,1746881312.5966039,,,,,,,,,,1.0220264,,,,,,,,,,,,,,,,,,,,,,,,
,4893,1081.056862574,10512,1746881312.5967054,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
,4906,1081.057307302,10587,1746881317.239626,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,
,4909,1081.057344909,10587,1746881317.2397263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,4910,1081.05735689,10587,1746881317.2397704,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,4916,1081.057433488,10587,1746881317.2407885,,,,,,,,,,,,,,,,,,,,,,,,,,0.037364252,,,,,,,,
,4928,1081.057584609,10587,1746881317.2418137,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
,4948,1081.05781603,10662,1746881321.8855119,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4966,1081.058033898,10662,1746881321.8871152,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,4999,1081.058424687,10737,1746881326.5310245,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,5012,1081.058573138,10812,1746881331.1733406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
,5022,1081.058686662,10812,1746881331.174334,,,,,,0.036176592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5025,1081.05872068,10812,1746881331.1744294,,,,,,,,,,,,,,,-0.0035689983,,,,,,,,,,,,,,,,,,,
,5072,1081.059258976,10887,1746881335.8194187,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,
400.0,5108,1081.059672665,10962,1746881340.4634368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5130,1081.060286608,11037,1746881345.1054707,,,,,,,,,,,,,,,-0.003281218,,,,,,,,,,,,,,,,,,,
,5165,1081.061215272,11112,1746881349.7482722,,,,,,,,,,,,,,,-0.0039307154,,,,,,,,,,,,,,,,,,,
400.0,5178,1081.061372947,11112,1746881349.7499082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5207,1081.061711124,11187,1746881354.3915668,,,0.8030888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5211,1081.061758058,11187,1746881354.3916981,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,5223,1081.061897286,11262,1746881359.0337946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,5270,1081.062443397,11337,1746881363.6782277,,,,,,,,,,,,,,,-0.0048812022,,,,,,,,,,,,,,,,,,,
400.0,5283,1081.062592873,11337,1746881363.6796205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5316,1081.062970236,11412,1746881368.321847,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,5341,1081.063259901,11487,1746881372.9635947,,,,,,,,,,,,,,,,0.7276523,,,,,,,,,,,,,,,,,,
,5343,1081.063282268,11487,1746881372.963904,,,,,,,,44.690132,,,,,,,,,,,,,,,,,,,,,,,,,,
,5368,1081.063855029,11562,1746881377.60575,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5429,1081.06527992,11712,1746881386.8922975,,,,,,,,,,,,,432.0,,,,,,,,,,,,,,,,,,,,,
,5443,1081.065441144,11712,1746881386.8933423,,,,,,,,,,,,7987200.0,,,,,,,,,,,,,,,,,,,,,,
,5445,1081.065464118,11712,1746881386.8934052,,,,,,,,,,,,,,,-0.0033547247,,,,,,,,,,,,,,,,,,,
,5455,1081.065580042,11712,1746881386.8943384,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,5469,1201.083120672,11793,1746881514.02988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,5478,1201.083249842,11793,1746881514.0314534,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5528,1201.08386003,11868,1746881518.6825209,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,
,5571,1201.084418641,12018,1746881527.98277,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
,5580,1201.084884976,12018,1746881527.9833379,,,,,0.0043945312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.0,5599,1201.085547255,12018,1746881527.9852653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5603,1201.085869996,12093,1746881532.6361208,,,,,,,,,,,,,,,,,,,,,,,,0.13380292,,,,,,,,,,
,5651,1321.104164647,12168,1746881537.2870946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0073242188,,,
,5680,1321.105069214,12243,1746881541.9373481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,5682,1321.105140395,12243,1746881541.9374154,,,,,,,,,,,,,,,,,,,,,,,,,,,1075200.0,,,,,,,
,5694,1321.105710473,12243,1746881541.938929,,,,,,,,3.857207,,,,,,,,,,,,,,,,,,,,,,,,,,
,5707,1321.10587702,12243,1746881541.939953,,,,,,,,,,,,,,,,,,,,0.03933163,,,,,,,,,,,,,,
,5713,1321.105949744,12318,1746881546.5880702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,
,5727,1321.106122221,12318,1746881546.5896938,,,,,,,,,,,,,,,,0.98744214,,,,,,,,,,,,,,,,,,
,5735,1321.106221789,12318,1746881546.5902052,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,5755,1321.106457568,12393,1746881551.2393892,,,,,0.016601562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5758,1321.106493041,12393,1746881551.2394798,,,,,,0.010100781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5765,1321.106577267,12393,1746881551.2406278,,,,,,,,,,,,,,,,,,,,,,4.38004,,,,,,,,,,,,
400.0,5774,1321.106683324,12393,1746881551.2413495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5787,1321.106831744,12468,1746881555.8885753,,,,,,,,,,,,,,,,,,,,,,,,,,,1536000.0,,,,,,,
,5869,1321.107789634,12618,1746881565.1874235,,,,,,,,6.3664575,,,,,,,,,,,,,,,,,,,,,,,,,,
,5888,1321.108004764,12693,1746881569.833004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,
,5905,1321.108513689,12693,1746881569.8347702,,,,,,,,,,,,,,,,,,,,,,10.861192,,,,,,,,,,,,
,5920,1321.10886671,12768,1746881574.48047,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,,,,,,,
,5925,1321.108999274,12768,1746881574.4806323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,5967,1321.109755135,12843,1746881579.1297846,,,,,,,,,,,,,,,,,,,,,,,,,,0.0500805,,,,,,,,
,5978,1321.109881933,12843,1746881579.1307464,,,0.8339768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6003,1321.110167754,12918,1746881583.8842738,,,,,,0.049068905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6017,1321.110347451,12918,1746881583.885522,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,6051,1321.110739268,12993,1746881588.5313377,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,6065,1321.110895727,13068,1746881593.1764836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,6091,1321.111197038,13068,1746881593.1791115,,0.22460938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6112,1321.111433448,13143,1746881597.8251684,,,,,,,,,,,,,,,,0.8789091,,,,,,,,,,,,,,,,,,
,6128,1321.111617445,13218,1746881602.4709444,,,,,,,,,,,,,,,,,,,,,,,,-4.0098863,,,,,,,,,,
,6130,1321.111639424,13218,1746881602.4710774,,,,,,,,,,,,,424.0,,,,,,,,,,,,,,,,,,,,,
,6136,1321.111907192,13218,1746881602.4712765,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,6209,1321.113403688,13368,1746881611.7652798,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6257,1321.113957222,13443,1746881616.4118016,,,,,,,,,0.01754386,,,,,,,,,,,,,,,,,,,,,,,,,
,6258,1321.113968853,13443,1746881616.4121163,,,0.8185328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6262,1321.114014635,13443,1746881616.4122453,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,6288,1321.114315726,13518,1746881621.0572307,,,,,,,0.9576702,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6291,1321.114350763,13518,1746881621.057334,,,,,,,,,,0.94273126,,,,,,,,,,,,,,,,,,,,,,,,
400.0,6299,1321.114439099,13518,1746881621.058407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6321,1321.114691215,13593,1746881625.7023277,,,,,,,,,,,,,,,-0.00178584,,,,,,,,,,,,,,,,,,,
,6335,1321.114851438,13593,1746881625.7036953,,,,,,,,,,,,,,,,,,,,,,,141.28906,,,,,,,,,,,
,6348,1321.115001758,13668,1746881630.3475633,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6398,1321.116216458,13743,1746881634.9949255,,,0.8339768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6403,1321.116346171,13743,1746881634.99562,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,
,6464,1321.117380846,13893,1746881644.2862203,,,,,,,,35.083168,,,,,,,,,,,,,,,,,,,,,,,,,,
,6519,1441.137503792,14043,1746881653.5752397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,6524,1441.137569503,14043,1746881653.57573,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6532,1441.137677554,14043,1746881653.5767057,,,,,,,,,,,,,,,,0.78220314,,,,,,,,,,,,,,,,,,
,6585,1441.13832411,14193,1746881662.864319,,,,,,,,,,,,,408.0,,,,,,,,,,,,,,,,,,,,,
,6665,1441.139262401,14343,1746881672.1554718,,,,,0.09863281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6678,1441.13942776,14343,1746881672.1563876,,,0.84942085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6729,1441.140993434,14493,1746881681.4434614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,6738,1441.141098597,14493,1746881681.4441912,,,,,,0.03382597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6778,1441.141562565,14568,1746881686.0887263,,,,,,,1.099551,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6780,1441.141585289,14568,1746881686.088789,,,,,,,,,,,,,,,,,,,,,,81.73659,,,,,,,,,,,,
,6811,1441.141930383,14643,1746881690.7335796,,,,,,,,,,,,,,,-0.0022155922,,,,,,,,,,,,,,,,,,,
,6813,1441.141954996,14643,1746881690.7336373,,,,,,,0.66374385,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6864,1441.142535526,14793,1746881700.0211995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.094967,
,6871,1441.142612789,14793,1746881700.021427,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,6872,1441.14262369,14793,1746881700.0214648,,,,,,,,,,,,,,,,,,,,,,,,,,,6297600.0,,,,,,,
,6873,1441.142634139,14793,1746881700.021492,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6890,1441.142827165,14793,1746881700.023587,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,6938,1441.143393384,14943,1746881709.3103943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,
,6971,1441.144261099,15018,1746881713.9546323,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
,6972,1441.144276874,15018,1746881713.9546683,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,
,7039,1441.145467885,15168,1746881723.2456412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.915874,
,7040,1441.145479675,15168,1746881723.2456923,,,,,,,,,,,,,412.0,,,,,,,,,,,,,,,,,,,,,
,7041,1441.145491705,15168,1746881723.2457232,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
,7045,1441.145534914,15168,1746881723.2458448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,7059,1441.145692984,15168,1746881723.247221,,,,,,,,34.76133,,,,,,,,,,,,,,,,,,,,,,,,,,
,7062,1441.145726762,15168,1746881723.2475052,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,7063,1441.145737943,15168,1746881723.2480433,,,0.8030888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7111,1441.146294018,15318,1746881732.537189,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
,7131,1441.146519349,15318,1746881732.539196,,,,,,,,,,0.7929515,,,,,,,,,,,,,,,,,,,,,,,,
,7151,1441.146751177,15393,1746881737.1813788,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,7162,1441.146876332,15393,1746881737.1824322,,,,,,,,,,,,,,,,0.8033824,,,,,,,,,,,,,,,,,,
,7197,1441.147273643,15468,1746881741.8262959,,,,,,,,,,,,,,,,0.8224057,,,,,,,,,,,,,,,,,,
,7243,1441.148296545,15543,1746881746.4718869,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,
,7246,1441.148443035,15543,1746881746.471976,,0.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7253,1441.148617873,15618,1746881751.1135814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,,,,
,7257,1441.148919584,15618,1746881751.1137173,,,,,,,,,,,,,,,,,,,,,,,,,,,7987200.0,,,,,,,
,7272,1441.149111782,15618,1746881751.1154203,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,7284,1561.1721972,15699,1746881878.635378,,,,,,,,,,,,,,,,,,,,,,,,-0.0079835495,,,,,,,,,,
,7290,1561.172312169,15699,1746881878.6356084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,7305,1561.17250369,15699,1746881878.63758,,,,,,,,1.0030968,,,,,,,,,,,,,,,,,,,,,,,,,,
,7311,1561.1725745,15699,1746881878.6377878,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
,7332,1561.173084568,15774,1746881883.375866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014648438,,,
,7352,1561.173482752,15774,1746881883.3778331,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7363,1561.173843385,15849,1746881888.1149135,,,,,,,,,,,,,,,,,,,,,,,,,,,460800.0,,,,,,,
,7366,1561.173929879,15849,1746881888.1157286,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7410,1561.1747273,15924,1746881892.8565972,,,,,,,,0.9323188,,,,,,,,,,,,,,,,,,,,,,,,,,
,7467,1681.198714453,16074,1746881902.3358893,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,7476,1681.198818225,16074,1746881902.4168909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,,,,,
,7480,1681.198864956,16074,1746881902.416999,,,,,,,,0.65546286,,,,,,,,,,,,,,,,,,,,,,,,,,
,7487,1681.198949406,16074,1746881902.4178662,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,7495,1681.199040471,16149,1746881907.156966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3227592,
,7517,1681.199309782,16149,1746881907.1586592,,,,,,,,,,0.8722467,,,,,,,,,,,,,,,,,,,,,,,,
,7539,1681.1995574,16224,1746881911.901394,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7565,1681.200454803,16299,1746881916.6451974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6604581,
,7572,1681.200896881,16299,1746881916.6454153,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,7607,1681.201330736,16374,1746881921.3925414,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,7623,1681.20152414,16374,1746881921.3944497,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,7628,1681.201580926,16374,1746881921.3946161,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,7643,1681.201751651,16449,1746881926.1389751,,,,,,,,,,,,,,,,,,,,,,,,,,,1689600.0,,,,,,,
,7681,1681.202191722,16524,1746881930.8876865,,,,,0.025878906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7717,1681.202605396,16599,1746881935.6355188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044921875,,,
,7718,1681.202617192,16599,1746881935.6356258,,,,,,,,,,,,,,,,,,,,,,,,,,0.03225475,,,,,,,,
,7759,1681.203081623,16674,1746881940.3850908,,,,,,,1.2112889,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7807,1681.204109581,16749,1746881945.1342976,,0.25390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7811,1681.204216303,16824,1746881949.8790574,,,,,,,,,,,,,376.0,,,,,,,,,,,,,,,,,,,,,
,7817,1681.204561079,16824,1746881949.8792489,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,7829,1681.204721241,16824,1746881949.8803265,,,,,,,0.74726504,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7838,1681.20482807,16824,1746881949.8812284,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,7884,1681.205362108,16974,1746881959.3730636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,,,,
,7963,1681.206274966,17124,1746881968.8695567,,,,,,,,,,,,,,,,,,,,,,,,,,0.06319031,,,,,,,,
,7987,1681.206544667,17199,1746881973.6155245,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
,8028,1681.207284529,17274,1746881978.364065,,,,,,,,,,,,,,,,,,,,,,,,,,,3379200.0,,,,,,,
,8046,1681.207633955,17274,1746881978.365804,,,,,,,,,,,,,,,,,,,0.68202764,,,,,,,,,,,,,,,
,8060,1681.20826156,17349,1746881983.1113398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
,8065,1681.208324158,17349,1746881983.112046,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8101,1681.208749118,17424,1746881987.8600202,,,,,0.12890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8151,1681.209320165,17499,1746881992.6093302,,,,,,,,,,,,,,,,,,,0.7557604,,,,,,,,,,,,,,,
,8175,1681.209591389,17574,1746881997.357326,,,,,,,,,,,,3993600.0,,,,,,,,,,,,,,,,,,,,,,
,8199,1681.209864876,17649,1746882002.1042547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,,,,
,8215,1681.210040611,17649,1746882002.1057749,,,,,,,,36.997845,,,,,,,,,,,,,,,,,,,,,,,,,,
,8231,1681.210226883,17724,1746882006.8517578,,,,,,,,,,,,,364.0,,,,,,,,,,,,,,,,,,,,,
,8258,1681.210528629,17724,1746882006.8540409,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,8268,1681.210907509,17799,1746882011.6001961,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,
,8271,1681.210961928,17799,1746882011.6002882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,8279,1681.211112554,17799,1746882011.6009514,,,,,,0.05369975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8284,1681.211224724,17799,1746882011.601607,,,,,,,0.92250836,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8321,1801.235449087,17874,1746882016.3497367,,,,,,,,,,,,,,,,,,,,,,67.784805,,,,,,,,,,,,
,8359,1801.236651511,17949,1746882021.0988357,,,0.2934363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8411,1801.237686534,18099,1746882030.5943842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,8492,1801.23871892,18249,1746882040.0917792,,,,,,,,,,,,,,,-0.0017865328,,,,,,,,,,,,,,,,,,,
,8510,1801.238931608,18324,1746882044.8380551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.504591,
,8514,1801.23897806,18324,1746882044.8384886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,,,,
,8565,1801.23956979,18399,1746882049.5885494,,,,,,,,31.94638,,,,,,,,,,,,,,,,,,,,,,,,,,
,8571,1801.239640116,18399,1746882049.5887647,,,,,,,,,,,,,,,,,,,0.718894,,,,,,,,,,,,,,,
,8583,1801.239980513,18474,1746882054.3355074,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,
,8587,1801.24005186,18474,1746882054.335638,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,8593,1801.24016247,18474,1746882054.3364003,,,,,,,,,,,,,,,,,,,,,,,,,,0.033832,,,,,,,,
,8605,1801.240517797,18474,1746882054.3380659,,,,,,,,,,,,,,0.5984252,,,,,,,,,,,,,,,,,,,,
,8694,1801.242134838,18699,1746882068.5812848,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8696,1801.242160997,18699,1746882068.58243,,,,,0.12695312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.0,8715,1801.242396803,18699,1746882068.5840232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8735,1801.242642606,18774,1746882073.330184,,,,,,,,,,,,6451200.0,,,,,,,,,,,,,,,,,,,,,,
,8758,1801.242932375,18849,1746882078.0762906,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,
,8784,1801.24326398,18849,1746882078.0787573,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,
,8837,1801.244318686,18999,1746882087.5720956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12890625,,,
,8840,1801.244386267,18999,1746882087.572709,,,,,,,,,,,,6912000.0,,,,,,,,,,,,,,,,,,,,,,
,8924,1801.245916888,19149,1746882097.0681713,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,
,8967,1801.246402962,19299,1746882106.5604088,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
,8968,1801.24641394,19299,1746882106.56044,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,
