_step,_runtime,General/env_index,global_step,_timestamp,Losses/actor_loss,Scaled_returns/evaluation_4__easy_layout_scaled,reward,General/shaped_reward_agent1,Scaled_returns/evaluation_0__smallest_kitchen_scaled,Evaluation/4__easy_layout,Evaluation/5__cramped_room,Advantage_Targets/advantages,General/env_step,General/update_step,Losses/total_loss,explore,General/explore,General/shaped_reward_annealed_agent0,Scaled_returns/evaluation_2__asymm_advantages_scaled,Evaluation/1__square_arena,returned_episode,General/learning_rate,Evaluation/2__asymm_advantages,returned_episode_returns,General/shaped_reward_annealed_agent1,Losses/reg_loss,General/steps_for_env,Scaled_returns/evaluation_5__cramped_room_scaled,returned_episode_lengths,Evaluation/3__no_cooperation,Scaled_returns/evaluation_3__no_cooperation_scaled,Losses/value_loss,Scaled_returns/evaluation_1__square_arena_scaled,Evaluation/0__smallest_kitchen,General/shaped_reward_agent0,Advantage_Targets/targets,Scaled_returns/returned_episode_returns_scaled,Losses/entropy,task_2_2__asymm_advantages
2979,600.912818744,,6456.0,1746880914.4147,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
3053,600.913900606,,6606.0,1746880923.364352,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,600.91447624,,6606.0,1746880923.3669548,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,
3094,600.914933242,,6681.0,1746880927.7925353,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,720.935719841,,6756.0,1746880932.2190282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
3170,720.936066948,,6831.0,1746880936.6449742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03866,
3190,720.936301854,,6906.0,1746880941.0697818,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
3223,720.936687101,,6981.0,1746880945.4960291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,,,,,
3242,720.936912746,,6981.0,1746880945.4979897,,,,,,,,,,,2.300047,,,,,,,,,,,,,,,,,,,,,,,,
3250,720.937299391,,6981.0,1746880945.4988651,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
3258,720.937462416,,7056.0,1746880949.9222953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,,
3279,720.93837723,,7056.0,1746880949.9240603,,,,,0.9448819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301,720.93863605,,7131.0,1746880954.3500192,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
3307,720.938705948,,7131.0,1746880954.3512099,,,,,,,,,,,,,,,,,,,,,,,6604800.0,,,,,,,,,,,,
3332,720.938988846,,7206.0,1746880958.7775033,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,720.939032231,,7206.0,1746880958.7779398,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
3349,720.939179951,,7206.0,1746880958.7795823,,,,,0.92913383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,720.93922051,,7206.0,1746880958.78009,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
3374,720.93946604,,7281.0,1746880963.2056944,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,720.939715428,,7356.0,1746880967.6307988,,,,,,,,0.0018054104,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,720.94008571,,7356.0,1746880967.6338744,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,720.940239327,,7431.0,1746880972.0572357,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,
3443,720.940251786,,7431.0,1746880972.0573752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
3518,720.941504758,,7581.0,1746880980.9113166,,,,,,,,,,3675.0,,,,,,,,,,,,,,,,,,,,,,,,,
3534,720.942159136,,7581.0,1746880980.9125414,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,720.94217051,,7581.0,1746880980.9125721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
3553,720.94238932,,7656.0,1746880985.338342,,,,,,,,,,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,
3558,720.942447168,,7656.0,1746880985.3384957,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.430806e-05,,,,,,,
3567,720.942551258,,7656.0,1746880985.3395503,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,
3612,720.943050195,,7806.0,1746880994.1903417,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,720.943207489,,7806.0,1746880994.1918714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96011436,
3631,720.943276704,,7806.0,1746880994.1926444,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
3660,840.967360098,,7887.0,1746881121.153176,-0.0015681919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,840.968228105,,8037.0,1746881130.5065718,,,,,,,,,,,,,,,,,,,,,,2.8693905,,,,,,,,,,,,,
3759,840.968546134,,8112.0,1746881135.1835494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
3790,840.968894806,2.0,8187.0,1746881139.8611128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,840.968951135,,8187.0,1746881139.8622591,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,840.970746137,,8337.0,1746881149.2163877,,,,,,,,,,,,,,,,,,,,,0.0012683438,,,,,,,,,,,,,,
3871,840.970796033,,8337.0,1746881149.216907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6079041,
3907,840.971219946,,8412.0,1746881153.8955297,,,,,,,,,,,,,,,,,,,,,,0.9675367,,,,,,,,,,,,,
3911,840.971268046,,8412.0,1746881153.896272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
3914,840.971300629,,8412.0,1746881153.8963697,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,840.971509963,,8487.0,1746881158.5758743,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
3997,840.972251893,,8637.0,1746881167.9331038,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
4014,840.972447227,,8637.0,1746881167.9352727,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9557933e-06,,,,,,,
4062,960.993388799,,8787.0,1746881177.2914617,,,,,,,,-1.6700396e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,960.993519674,,8787.0,1746881177.2928257,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,
4078,960.993577578,,8787.0,1746881177.292976,,,,,,,,,,,,,,,,,,,,,,,1996800.0,,,,,,,,,,,,
4079,960.99358816,,8787.0,1746881177.2930079,,,,,,,,,,975.0,,,,,,,,,,,,,,,,,,,,,,,,,
4145,960.994346947,,8937.0,1746881186.6514487,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4159,960.994506954,,8937.0,1746881186.6528087,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4163,960.994551999,,8937.0,1746881186.6532738,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,
4181,960.994755247,,9012.0,1746881191.3303173,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
4208,960.995515916,,9087.0,1746881196.0104492,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,960.996129187,,9087.0,1746881196.011896,,,,,,,,,,,,,,,,,,,,,,1.0339439,,,,,,,,,,,,,
4233,960.996278054,,9087.0,1746881196.0130522,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,
4243,960.996398157,,9162.0,1746881200.690494,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,960.996581047,,9162.0,1746881200.6923292,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.917453e-07,,,,,,,
4314,960.997217858,,9312.0,1746881210.050486,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,960.997331935,,9312.0,1746881210.052075,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,
4373,960.99790509,,9387.0,1746881214.7355947,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,
4378,960.997961786,,9462.0,1746881219.4142623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012924882,,,
4385,960.998037584,2.0,9462.0,1746881219.414727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,960.998862974,,9612.0,1746881228.7833714,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,
4489,960.999674398,,9687.0,1746881233.5692236,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4508,961.000334472,,9687.0,1746881233.5714574,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
4510,961.000358336,,9687.0,1746881233.5715158,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4551,961.000849365,,9762.0,1746881238.2579193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20372298,,
4590,961.001297906,,9912.0,1746881247.6244414,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
4611,961.001528067,,9912.0,1746881247.626528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
4639,961.001896031,,9987.0,1746881252.3103468,,,,,,,,,,2175.0,,,,,,,,,,,,,,,,,,,,,,,,,
4652,961.00204544,,9987.0,1746881252.3118215,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,
4663,961.002173599,,10062.0,1746881256.995425,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,961.003422005,,10212.0,1746881266.3691669,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
4760,961.003557587,,10212.0,1746881266.3696818,,,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,961.003726222,,10287.0,1746881271.051457,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,961.003879783,,10287.0,1746881271.0524175,,,,0.16845703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,961.004093899,,10287.0,1746881271.0529168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58777773,
4828,961.004923424,,10362.0,1746881275.739521,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,
4860,961.005294132,,10437.0,1746881280.4244196,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4862,961.005315391,,10437.0,1746881280.4245434,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,
4908,961.005832634,,10587.0,1746881289.7929833,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,1081.029423873,,10662.0,1746881294.4804487,,,,,0.96062994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,1081.029916743,,10737.0,1746881299.1643834,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,1081.030684589,,10887.0,1746881308.5325472,,,,,,,,,,3075.0,,,,,,,,,,,,,,,,,,,,,,,,,
5109,1081.031264021,,10962.0,1746881313.218775,,,,,,,,,,,,,,,,,,,,183.73047,,,,,,,,,,,,,,,
5112,1081.031298643,,11037.0,1746881317.9003901,,,,,,,,-7.616755,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,1081.031400377,,11037.0,1746881317.9009728,,,,,,,,,6604800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,1081.031434253,,11037.0,1746881317.901376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08300781,,,,
5148,1081.032503924,,11112.0,1746881322.5856407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.476124,,,
5164,1081.032693086,,11112.0,1746881322.587232,,,,,,,,,,3300.0,,,,,,,,,,,,,,,,,,,,,,,,,
5177,1081.032839504,,11112.0,1746881322.5883622,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,
5196,1081.033054927,,11187.0,1746881327.2722566,,,,,,,,,,,,,,0.010644998,,,,,,,,,,,,,,,,,,,,,
5208,1081.033209486,,11187.0,1746881327.2732341,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
5220,1081.033355543,,11262.0,1746881331.9562526,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
5234,1081.033525959,,11262.0,1746881331.9576163,,,,,,,,,,3450.0,,,,,,,,,,,,,,,,,,,,,,,,,
5241,1081.033615206,,11262.0,1746881331.958496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
5258,1081.033827317,,11337.0,1746881336.6415658,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5286,1081.034184002,,11337.0,1746881336.6445289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39623916,,
5299,1081.034365023,,11412.0,1746881341.3259048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080566406,,,,
5324,1081.034649695,,11487.0,1746881346.0099728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,,
5326,1081.034673132,,11487.0,1746881346.010456,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,
5336,1081.034790175,,11487.0,1746881346.0114074,,,,,,,,,,,,,,0.0046449993,,,,,,,,,,,,,,,,,,,,,
5349,1081.034936715,,11487.0,1746881346.0122776,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,1081.035671335,,11562.0,1746881350.697986,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,
5395,1081.035830834,,11637.0,1746881355.379101,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
5426,1081.036759795,,11637.0,1746881355.3820112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40746748,,
5427,1081.036772111,,11712.0,1746881360.0630865,,,,,,,,-6.8057904,,,,,,,,,,,,,,,,,,,,,,,,,,,
5449,1081.037035409,,11712.0,1746881360.0653894,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.04887,,,,,,,
5462,1094.377353367,,,1746881425.4346745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/videos/task_2_2__asymm_advantages_2_c995b243d2f75a40c10e.gif', 'sha256': 'c995b243d2f75a40c10e0f99aaee6cadf56810f3270497f9a21328c20e3a371e', 'size': 183748, '_type': 'video-file'}"
5564,1201.065579633,,11943.0,1746881495.2634282,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,
5576,1201.065712079,3.0,12018.0,1746881499.6841552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,1201.066174708,,12093.0,1746881504.1089487,,,,0.020019531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5664,1201.066722252,,12168.0,1746881508.5345926,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
5666,1201.066743613,,12168.0,1746881508.5346613,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
5675,1201.066844009,,12243.0,1746881512.9574413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,
5676,1201.066854678,,12243.0,1746881512.9574754,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
5713,1201.067291162,,12318.0,1746881517.3859103,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
5716,1201.067335572,3.0,12318.0,1746881517.3860102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5718,1201.067366257,,12318.0,1746881517.3860765,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
5736,1201.067810631,,12318.0,1746881517.3882349,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
5771,1201.068898593,,12393.0,1746881521.8135061,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
5839,1201.069722227,,12543.0,1746881530.6635854,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3157895,,,,,,,,
5848,1321.090857882,,12618.0,1746881535.0879488,,,,,,,,-2.625535,,,,,,,,,,,,,,,,,,,,,,,,,,,
5872,1321.091211833,,12618.0,1746881535.0906587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
5896,1321.091497119,,12693.0,1746881539.5142295,,,,0.10986328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5920,1321.092131124,,12768.0,1746881543.9390314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,,,,
5926,1321.092259944,3.0,12768.0,1746881543.9392264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5927,1321.092280381,,12768.0,1746881543.939261,,,,,,,,,2150400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5952,1321.093172035,,12768.0,1746881543.9420953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41126987,,
5958,1321.093249961,,12843.0,1746881548.365324,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,
5971,1321.093406854,,12843.0,1746881548.3670063,-0.0027767904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5995,1321.093691617,,12918.0,1746881552.8984191,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,1321.093759873,,12918.0,1746881552.8994217,,,,0.1274414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020,1321.093979401,,12918.0,1746881552.9013193,,,,,,,,,,,,,,,,,,,,91.19141,,,,,,,,,,,,,,,
6033,1321.094130894,,12993.0,1746881557.3234572,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
6077,1321.094637097,,13068.0,1746881561.7509828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98161983,
6085,1321.094729185,,13068.0,1746881561.7518265,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6088,1321.094763649,,13068.0,1746881561.7519965,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,
6136,1321.095319236,3.0,13218.0,1746881570.601678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6158,1321.095569023,,13218.0,1746881570.6042123,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,
6180,1321.096125765,,13293.0,1746881575.0282948,,,,,,,,,,1575.0,,,,,,,,,,,,,,,,,,,,,,,,,
6201,1321.096625388,,13368.0,1746881579.4516916,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
6207,1321.096793384,,13368.0,1746881579.4521735,,,,,,,,,3379200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,1321.097153542,,13368.0,1746881579.4532897,,,,,,,,,,,,,,,,,,,,,,0.8848322,,,,,,,,,,,,,
6253,1321.097568806,,13443.0,1746881583.8784647,,,,,,,,,,,,,,,,,,,,,,1.1294963,,,,,,,,,,,,,
6281,1321.097929068,,13518.0,1746881588.3026772,,,,0.16064453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6290,1321.098049902,,13518.0,1746881588.3035018,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.84286,,,,,,,
6310,1321.098302872,,13593.0,1746881592.727042,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6316,1321.098375842,,13593.0,1746881592.7277024,,,,0.17871094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6346,1321.098734693,3.0,13668.0,1746881597.152165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6348,1321.098757774,,13668.0,1746881597.152232,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
6369,1321.098999516,,13668.0,1746881597.154671,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,
6408,1321.099447774,,13818.0,1746881606.0023909,,,,,,,,-5.083404,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417,1321.099549775,,13818.0,1746881606.0028508,,,,,,,,,4300800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6467,1321.101007037,,13893.0,1746881610.4298651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
6477,1321.101131277,,13893.0,1746881610.430998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60332716,,
6485,1321.101226856,,13968.0,1746881614.8539639,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6507,1321.10147856,,13968.0,1746881614.856731,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
6510,1321.101512487,,13968.0,1746881614.856827,,,,,,,,,,,,,,,,,,,,144.99023,,,,,,,,,,,,,,,
6552,1321.102019183,,14118.0,1746881623.708774,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,
6570,1321.102240954,,14118.0,1746881623.710831,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.950703,,,,,,,
6577,1321.102324289,,14118.0,1746881623.711622,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
6591,1321.10248735,3.0,14193.0,1746881628.1348224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6633,1321.102956768,,14268.0,1746881632.5616684,,,,,,,,,,,,,,,,,,,,,0.05378103,,,,,,,,,,,,,,
6699,1321.103967754,,14418.0,1746881641.4140851,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,
6709,1321.104150891,,14418.0,1746881641.415049,,,,,,,,,,,31.595499,,,,,,,,,,,,,,,,,,,,,,,,
6728,1321.104703168,,14493.0,1746881645.8404248,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,,,,,,,,,
6757,1321.105378354,,14493.0,1746881645.8436375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67991024,,
6832,1441.131137742,,14718.0,1746881659.1201859,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,
6853,1441.131409145,,14718.0,1746881659.1228309,,,,,,,,,,,,,,,0.39647576,,,,,,,,,,,,,,,,,,,,
6868,1441.131590868,,14793.0,1746881663.5472612,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,
6885,1441.131793013,,14793.0,1746881663.5491571,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1175,,,,,,,
6901,1441.131976361,,14868.0,1746881667.97374,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
6912,1441.132098945,,14868.0,1746881667.975029,,,,,,,,,,,,,,0.02044575,,,,,,,,,,,,,,,,,,,,,
6921,1441.132213187,,14868.0,1746881667.9755116,,,,,0.51968503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6930,1441.132316662,,14868.0,1746881667.97653,,,,,,,,,,,,,,,,,,,,168.75,,,,,,,,,,,,,,,
6932,1441.132340164,,14868.0,1746881667.9766014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74013156,,
6966,1441.132726469,,14943.0,1746881672.4032223,,,0.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6976,1441.132838643,3.0,15018.0,1746881676.8271198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6984,1441.132928642,,15018.0,1746881676.8283436,,,,,,,,,,,,,,,,,,,,,,,6758400.0,,,,,,,,,,,,
6986,1441.132949877,,15018.0,1746881676.8284113,-0.0047562704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7068,1441.134245332,,15168.0,1746881685.6831625,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,
7097,1441.135208493,,15243.0,1746881690.1091518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
7100,1441.13524748,,15243.0,1746881690.1098146,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7124,1441.135537313,,15318.0,1746881694.5366547,,,,,,,,,,,,,,,,,,,,,,,7372800.0,,,,,,,,,,,,
7150,1441.135838421,,15393.0,1746881698.9632988,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7152,1441.135862323,,15393.0,1746881698.9635792,,,,,,,,,7526400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7227,1441.1367108,,15543.0,1746881707.8197172,,,,,,,,,,,,,,0.002066531,,,,,,,,,,,,,,,,,,,,,
7354,1561.161356834,,15849.0,1746881848.0709314,,,,,,,,-0.08884773,,,,,,,,,,,,,,,,,,,,,,,,,,,
7365,1561.161680495,,15849.0,1746881848.0717084,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,
7386,1561.162251155,,15849.0,1746881848.0739717,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
7393,1561.162593287,,15924.0,1746881852.6371822,,,,,,,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,
7394,1561.162606295,,15924.0,1746881852.6372187,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,
7395,1561.162618556,,15924.0,1746881852.637409,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7422,1561.162948084,,15924.0,1746881852.6400363,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7440,1561.163161791,,15999.0,1746881857.2067554,,,,,,,,,,,,,,,,,,,,,,,768000.0,,,,,,,,,,,,
7449,1561.163280309,,15999.0,1746881857.2071633,,,,,,,,,,,,,,,0.39647576,,,,,,,,,,,,,,,,,,,,
7453,1561.163328408,,15999.0,1746881857.2080326,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
7462,1561.163435667,,16074.0,1746881861.7733552,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
7464,1561.163458724,,16074.0,1746881861.7734237,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,
7467,1561.163496208,4.0,16074.0,1746881861.7737968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7514,1561.164103195,,16149.0,1746881866.4412358,,,,,,,,,,,,,,,,,,,,,,0.7825102,,,,,,,,,,,,,
7562,1561.164693249,,16224.0,1746881871.0114496,,,0.05859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7593,1561.165049375,,16299.0,1746881875.5795035,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
7648,1561.16613811,,16449.0,1746881884.714978,,,,,,,,,,,,,,0.051242407,,,,,,,,,,,,,,,,,,,,,
7675,1561.166859117,,16524.0,1746881889.282632,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7678,1561.166894329,,16524.0,1746881889.2829719,,,,,,,,,1843200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7741,1681.18835348,,16674.0,1746881898.4195485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,
7759,1681.188876159,,16674.0,1746881898.4214587,,,,,,,,,,,,,,,,,,,,,,0.8872493,,,,,,,,,,,,,
7842,1681.190668415,,16824.0,1746881907.5597782,,,0.24414062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
