_step,_runtime,General/env_index,global_step,_timestamp,Scaled_returns/evaluation_4__asymm_advantages_scaled,reward,Scaled_returns/evaluation_1__cramped_room_scaled,General/explore,General/learning_rate,Losses/entropy,Losses/actor_loss,returned_episode_returns,General/env_step,Scaled_returns/evaluation_5__smallest_kitchen_scaled,returned_episode,General/shaped_reward_annealed_agent0,Losses/value_loss,General/shaped_reward_agent1,Evaluation/0__square_arena,Evaluation/5__smallest_kitchen,Advantage_Targets/targets,General/shaped_reward_agent0,Scaled_returns/returned_episode_returns_scaled,Losses/total_loss,Scaled_returns/evaluation_2__no_cooperation_scaled,Evaluation/1__cramped_room,Evaluation/3__easy_layout,Losses/reg_loss,Evaluation/2__no_cooperation,Scaled_returns/evaluation_0__square_arena_scaled,General/steps_for_env,Evaluation/4__asymm_advantages,General/update_step,explore,Scaled_returns/evaluation_3__easy_layout_scaled,General/shaped_reward_annealed_agent1,returned_episode_lengths,Advantage_Targets/advantages,task_5_5__smallest_kitchen
3826,840.922358494,,8262.0,1746881151.1966348,,,,,,,,,921600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,840.922486991,,8262.0,1746881151.1977835,,,,,,,,,,,,,,,,,,,,,,,,0.8553953,,,,,,,,,,,
3842,840.922558061,,8262.0,1746881151.1983478,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
3852,840.922688617,,8337.0,1746881155.540889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034926016,
3872,840.92293528,,8337.0,1746881155.5421798,,,,,,,,,,,,,,,,,,,,,,,,0.98891264,,,,,,,,,,,
3877,840.922994432,,8337.0,1746881155.5429792,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
3884,840.923074321,,8337.0,1746881155.5434275,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,840.923271226,,8412.0,1746881159.890235,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
3946,840.923789169,,8487.0,1746881164.236468,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,960.939682059,,8637.0,1746881172.9282181,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,960.939757844,,8637.0,1746881172.9284086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.0,,,,,,
4027,960.939976407,,8712.0,1746881177.2730596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07900043,
4031,960.940024159,,8712.0,1746881177.2732694,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
4049,960.94024033,,8712.0,1746881177.2748995,,,,,,,,,,,,,0.0682946,,,,,,,,,,,,,,,,,,,,,,
4051,960.940266344,,8712.0,1746881177.2751274,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4075,960.940536037,,8787.0,1746881181.621221,,,,,,,,,,,,,,0.0234375,,,,,,,,,,,,,,,,,,,,,
4085,960.940656015,,8787.0,1746881181.6222136,,,,,,,,,,,,,,,,,,,,,,,,,,0.9729729,,,,,,,,,
4119,960.941774874,,8862.0,1746881185.9677215,,,,,,,,,,,,,0.08803308,,,,,,,,,,,,,,,,,,,,,,
4141,960.942377448,,8937.0,1746881190.3125174,,,,,,,,,2304000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,960.942454134,,8937.0,1746881190.3133714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017736845,,,
4150,960.942490634,,8937.0,1746881190.3134646,,,,,,,-0.0028461283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,960.942685276,,8937.0,1746881190.314894,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
4169,960.942720334,,9012.0,1746881194.658671,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,
4187,960.942931326,,9012.0,1746881194.6600325,,,,,,,,,,,,,,,,,,,,,,,,1.0562224,,,,,,,,,,,
4200,960.943077341,,9012.0,1746881194.6613085,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,960.943243362,,9087.0,1746881199.0053046,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
4233,960.943444498,,9087.0,1746881199.0067937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,
4240,960.943524343,,9162.0,1746881203.3516264,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
4294,960.944145345,,9237.0,1746881207.7000306,,,,,,,,,,,,,0.027351774,,,,,,,,,,,,,,,,,,,,,,
4306,960.944289478,,9237.0,1746881207.7014236,,,,,,,,,,,,,,,,,,,0.076754384,,,,,,,,,,,,,,,,
4324,960.944495466,,9312.0,1746881212.0458722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,
4326,960.944518538,,9312.0,1746881212.046344,,,,,,0.67612076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,960.944551623,,9312.0,1746881212.0464327,,,,,,,,,,,,,0.34690532,,,,,,,,,,,,,,,,,,,,,,
4333,960.944600114,,9312.0,1746881212.0465639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
4356,960.945334238,,9387.0,1746881216.3937068,,,,,,,,,,,,0.0034983752,,,,,,,,,,,,,,,,,,,,,,,
4372,960.945898319,,9387.0,1746881216.3956807,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
4382,960.94602731,,9462.0,1746881220.7391055,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
4401,960.946245939,,9462.0,1746881220.7408915,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,960.947186615,,9612.0,1746881229.4331157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,
4479,960.947196901,,9612.0,1746881229.4331412,,,,,,,,23.779297,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,960.947316161,,9687.0,1746881233.7767231,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
4494,960.947377019,,9687.0,1746881233.8814352,,,,,,,,,,,,,,,,,,0.034179688,,,,,,,,,,,,,,,,,
4508,960.947545707,,9687.0,1746881233.8828685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
4539,960.94789808,,9762.0,1746881238.2291179,,,,,,,,,,,,,3.7000403,,,,,,,,,,,,,,,,,,,,,,
4592,960.948490808,,9912.0,1746881246.921886,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
4662,960.950048791,,10062.0,1746881255.6152086,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
4722,960.950786613,,10137.0,1746881259.9646776,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
4739,960.950992387,,10212.0,1746881264.3091996,,,,,,,,,,,,,,,,,,0.07714844,,,,,,,,,,,,,,,,,
4741,960.951015894,,10212.0,1746881264.30926,,,,,,,,,,,,0.029768186,,,,,,,,,,,,,,,,,,,,,,,
4758,960.951215707,,10212.0,1746881264.3108423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,
4772,960.951371335,,10287.0,1746881268.654885,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,960.951405486,,10287.0,1746881268.655461,,,,,,,,,,,,,,0.07861328,,,,,,,,,,,,,,,,,,,,,
4823,960.95196527,,10362.0,1746881273.0030994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
4830,960.952043234,,10362.0,1746881273.0037894,,0.234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,960.952548134,,10437.0,1746881277.348,,,,,,,,,,,,,,,,,,,,,,,,,,,5376000.0,,,,,,,,
4857,960.952729622,,10437.0,1746881277.348874,,,,,,,,,,,,,,,,,,,,,0.40350878,,,,,,,,,,,,,,
4860,960.952869191,,10437.0,1746881277.3489668,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4893,960.953609442,,10512.0,1746881281.695447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
4910,960.953999157,2.0,10587.0,1746881286.040902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,960.954048333,,10587.0,1746881286.041555,,,,,,,,,,,,,,,,,,0.09326172,,,,,,,,,,,,,,,,,
4923,960.954155949,,10587.0,1746881286.0423222,,,,,,,,,,,,,,,,,,,,15.706827,,,,,,,,,,,,,,,
4947,960.95444899,,10662.0,1746881290.388001,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,960.954493722,,10662.0,1746881290.3885355,,,,,,,,,,,,0.026299093,,,,,,,,,,,,,,,,,,,,,,,
4970,960.954729415,,10662.0,1746881290.3903499,,0.2734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,1080.974654918,,10737.0,1746881294.7352753,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
4994,1080.974929649,,10737.0,1746881294.7370076,,,,,,,,,,,,,29.88562,,,,,,,,,,,,,,,,,,,,,,
5024,1080.97528286,,10812.0,1746881299.0837848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,
5046,1080.975544938,,10887.0,1746881303.4287567,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,
5073,1080.97590409,,10887.0,1746881303.4313948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,
5077,1080.975953724,,10962.0,1746881307.7754817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9953306,
5149,1080.977124754,,11112.0,1746881316.468593,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,
5156,1080.977272205,,11112.0,1746881316.468936,,,,,,,,,6758400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,1080.97821548,,11112.0,1746881316.4713674,,,,,,,,,,,,,,,,,,,0.49380654,,,,,,,,,,,,,,,,
5195,1080.978388954,,11187.0,1746881320.8161309,,,,,,,,,,,,,,0.12011719,,,,,,,,,,,,,,,,,,,,,
5205,1080.978512434,,11187.0,1746881320.8171139,,,,,,,,,,,,,,,,,,,,,,,,,,0.9729729,,,,,,,,,
5208,1080.97855324,,11187.0,1746881320.8172085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
5217,1080.978663087,,11262.0,1746881325.161788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9694738,
5218,1080.978675022,,11262.0,1746881325.1618416,,,,,,,,,,,,,,,,,23.605438,,,,,,,,,,,,,,,,,,
5231,1080.978831629,,11262.0,1746881325.1629386,,,,,,,,,,,,0.00931647,,,,,,,,,,,,,,,,,,,,,,,
5258,1080.979140238,,11337.0,1746881329.5084505,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
5264,1080.979206866,,11337.0,1746881329.5090473,,,,,,,,,,,,,,,,,,0.078125,,,,,,,,,,,,,,,,,
5289,1080.979492346,,11412.0,1746881333.8569014,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,,,
5317,1080.979817587,,11412.0,1746881333.8593452,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
5324,1080.979897072,,11487.0,1746881338.204836,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,,,
5373,1080.980454596,,11562.0,1746881342.5531366,,,,,,,,,,,,,,,,,,,,,,,,,,,7680000.0,,,,,,,,
5397,1080.980727205,,11637.0,1746881346.8990953,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
5405,1080.981085257,,11637.0,1746881346.899665,,,,,,,,,,,,,,0.12011719,,,,,,,,,,,,,,,,,,,,,
5421,1080.98140786,,11637.0,1746881346.901353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
5448,1080.982157594,,11712.0,1746881351.2477934,,,,,,,,,,,,,,,,,,,,22.874166,,,,,,,,,,,,,,,
5487,1201.002226668,,11793.0,1746881476.1392877,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,1201.002295814,,11793.0,1746881476.139466,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
5502,1201.00240114,,11868.0,1746881480.6024773,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,
5520,1201.002613732,,11868.0,1746881480.6041193,,,,,,,,,,,,,0.004676845,,,,,,,,,,,,,,,,,,,,,,
5564,1201.003120263,,11943.0,1746881485.069637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,
5565,1201.003131075,,11943.0,1746881485.069858,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,1201.003342493,,12018.0,1746881489.5330665,,,,,,,,,,,,,,,,,,,,,,,,,,,614400.0,,,,,,,,
5590,1201.00341506,,12018.0,1746881489.5334845,,,,,,,,,,,,,0.0002160689,,,,,,,,,,,,,,,,,,,,,,
5684,1201.004679124,,12243.0,1746881502.9218194,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5697,1201.004934718,,12243.0,1746881502.9228055,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5748,1201.006105173,,12393.0,1746881511.8461246,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
5788,1201.006584758,,12468.0,1746881516.3110633,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,1201.006815647,,12468.0,1746881516.3130515,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5826,1201.007057202,,12543.0,1746881520.7766933,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
5838,1201.007208143,,12543.0,1746881520.777795,,,,,,,,,,,,,,,,,,,,,0.7894737,,,,,,,,,,,,,,
5845,1201.007292347,,12543.0,1746881520.7783191,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,1201.007318242,,12543.0,1746881520.7783837,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5884,1201.007780504,,12693.0,1746881529.7004125,,,,,,,,,,,,,,,,,-0.0009990626,,,,,,,,,,,,,,,,,,
5886,1201.007804003,,12693.0,1746881529.7004857,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
5951,1321.028829832,,12768.0,1746881534.167199,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5953,1321.028852426,,12843.0,1746881538.630934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005028573,
5960,1321.028933464,,12843.0,1746881538.631245,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
5990,1321.02928081,,12918.0,1746881543.0965772,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,,,
6048,1321.030614321,,12993.0,1746881547.6700137,,,,,,,,,,,,,,,,,,,,,0.7894737,,,,,,,,,,,,,,
6077,1321.031363683,,13068.0,1746881552.13697,,,,,,0.37507492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6092,1321.031548511,,13068.0,1746881552.1384428,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6094,1321.031575887,,13143.0,1746881556.6029232,,,,,,,,,,,,,,,,,-0.001122208,,,,,,,,,,,,,,,,,,
6170,1321.032512244,,13293.0,1746881565.5408618,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
6185,1321.032690795,,13293.0,1746881565.5426338,,,,,,,,,,,,,1.4836453e-05,,,,,,,,,,,,,,,,,,,,,,
6190,1321.032746995,,13293.0,1746881565.542804,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220,1321.03309556,,13368.0,1746881570.0102851,,,,,,,,,,,,,2.4778867e-05,,,,,,,,,,,,,,,,,,,,,,
6231,1321.033225651,,13368.0,1746881570.0112803,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,1321.033315711,,13443.0,1746881574.4764655,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
6271,1321.033688363,,13518.0,1746881578.9448102,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
6328,1321.035226709,,13593.0,1746881583.4151123,,,,,,,,,,,,,,,,,,,,,0.7894737,,,,,,,,,,,,,,
6329,1321.035238514,,13593.0,1746881583.415148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
6336,1321.035324588,,13593.0,1746881583.415752,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360,1321.035621755,,13668.0,1746881587.882885,,,,,,,,,,,,,5.619073e-06,,,,,,,,,,,,,,,,,,,,,,
6372,1321.03576587,,13668.0,1746881587.8838024,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6383,1321.035891036,,13743.0,1746881592.3493264,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386,1321.035925085,,13743.0,1746881592.3500822,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
6418,1321.036295772,,13818.0,1746881596.8168356,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6422,1321.036338127,,13818.0,1746881596.81763,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
6432,1321.036450362,,13818.0,1746881596.8185503,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,1321.036506596,,13818.0,1746881596.8190968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
6441,1321.036551842,,13818.0,1746881596.8192167,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6520,1321.037440814,,14043.0,1746881610.2221494,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
6524,1321.037483918,,14043.0,1746881610.2228484,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6525,1321.037496169,,14043.0,1746881610.2228777,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
6529,1321.037540989,,14043.0,1746881610.222997,,,,,,,,,,,,,,,,,,,,,,,,,,,4761600.0,,,,,,,,
6541,1321.03768155,,14043.0,1746881610.224183,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6562,1321.038096509,,14118.0,1746881614.6909955,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
6617,1321.03957025,,14193.0,1746881619.1605034,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6633,1321.039763148,,14268.0,1746881623.6271493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
6635,1321.039785988,,14268.0,1746881623.6272156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550.0,,,,,,
6665,1321.040147771,,14343.0,1746881628.0944564,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
6671,1321.04021669,,14343.0,1746881628.0946362,,,,,,,-0.00036753836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672,1321.040229009,,14343.0,1746881628.0946639,,,,,,0.20475557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684,1321.040386,,14343.0,1746881628.0957286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,
6760,1321.041315803,,14568.0,1746881641.4964604,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,,,
6761,1321.041326532,,14568.0,1746881641.4964979,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
6779,1321.041552906,,14568.0,1746881641.4983056,,,,,,,,,,,,,,,,,,,,0.7737862,,,,,,,,,,,,,,,
6786,1321.041646445,,14568.0,1746881641.4985366,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6814,1321.041998898,,14643.0,1746881645.964989,,,,,,,,,,,,,,,,,,,,0.8917206,,,,,,,,,,,,,,,
6838,1321.04226844,,14718.0,1746881650.4322424,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6860,1321.042860171,,14718.0,1746881650.4345086,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6868,1441.066723175,,14793.0,1746881654.9001806,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
6884,1441.067081055,,14793.0,1746881654.9020178,,,,,,,,,,,,,,,,,,,,1.5090549,,,,,,,,,,,,,,,
6944,1441.06841243,,14943.0,1746881663.8378756,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6949,1441.068474264,,14943.0,1746881663.8383055,,,,,,,,,,,,,,,,,,,,,,,,,,,6604800.0,,,,,,,,
6959,1441.068600458,,14943.0,1746881663.8393128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
6963,1441.06864297,,14943.0,1746881663.8398745,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
6966,1441.068677885,,14943.0,1746881663.8399675,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6975,1441.068781554,,15018.0,1746881668.3045897,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
6978,1441.068816523,,15018.0,1746881668.3046906,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6995,1441.069013468,,15018.0,1746881668.306685,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6996,1441.069025604,,15018.0,1746881668.3067162,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7002,1441.06909299,,15018.0,1746881668.3075018,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
7074,1441.069921956,,15243.0,1746881681.6990254,,,,,,,,,,,,,,,,,-0.00046585535,,,,,,,,,,,,,,,,,,
7096,1441.070172772,,15243.0,1746881681.7008076,,,,,,,,,,,,,,,,,,,,,,,,,,1.003861,,,,,,,,,
7167,1441.07137842,,15393.0,1746881690.6279285,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7238,1441.072770045,,15543.0,1746881699.5597594,,,,,,,,,,,,,,,,,,,,,0.7894737,,,,,,,,,,,,,,
7246,1441.072860235,,15543.0,1746881699.5603068,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7324,1561.097632063,,15774.0,1746881843.1713102,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
7325,1561.097642852,,15774.0,1746881843.171341,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
7333,1561.09773452,,15774.0,1746881843.1723175,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
7344,1561.097866084,,15774.0,1746881843.1730366,,,,,,,,,,,,,,,,,,,,,0.7894737,,,,,,,,,,,,,,
7355,1561.097991835,,15849.0,1746881847.7521026,,,,,,,,,,,,,,,,,0.31551427,,,,,,,,,,,,,,,,,,
7402,1561.098523273,,15924.0,1746881852.33658,,,,,,,,,,,,,,0.0107421875,,,,,,,,,,,,,,,,,,,,,
7430,1561.099399136,,15999.0,1746881856.9172704,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
7466,1561.100278819,,16074.0,1746881861.5029259,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
7540,1561.101139789,,16224.0,1746881870.77178,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7549,1561.101249191,,16224.0,1746881870.7728946,,,,,,,,,,,,,,,,,,,,,,,,1.0929902,,,,,,,,,,,
7579,1561.101588163,,16299.0,1746881875.355319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056160342,,,
7619,1561.102048029,,16374.0,1746881879.9393485,,,,,,,,,,,,,,,,,,,,,,,,1.8963035,,,,,,,,,,,
7623,1561.102094012,,16374.0,1746881879.9398139,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7625,1561.102117791,,16374.0,1746881879.9398816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
7635,1561.102231705,,16449.0,1746881884.519995,,,,,,,,,,,,,,,,,11.847604,,,,,,,,,,,,,,,,,,
7688,1561.103759342,,16524.0,1746881889.104545,,,,,,0.52130723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703,1561.103948762,,16524.0,1746881889.1063366,,,,,,,,,,,,,,,,,,,0.20916507,,,,,,,,,,,,,,,,
7716,1681.122014391,,16599.0,1746881893.6863215,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
7783,1681.123414603,,16749.0,1746881902.8492193,,,,,,,,,2304000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7796,1681.123999467,,16749.0,1746881902.8509479,,,,,,,,,,,,,41.03247,,,,,,,,,,,,,,,,,,,,,,
7808,1681.124153223,,16749.0,1746881902.851814,,,,,,,,,,,,,,,,,,,0.2508518,,,,,,,,,,,,,,,,
7843,1681.124568164,,16824.0,1746881907.435791,,,,,,,,,,,,,,,,,,,0.25896114,,,,,,,,,,,,,,,,
7852,1681.124678157,4.0,16899.0,1746881912.0156322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7874,1681.12492581,,16899.0,1746881912.0176814,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
7886,1681.125064316,,16974.0,1746881916.598233,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
7890,1681.125108115,,16974.0,1746881916.598367,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7916,1681.125400356,,17049.0,1746881921.181321,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,
7918,1681.12542186,,17049.0,1746881921.181384,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,
7965,1681.125962821,,17124.0,1746881925.765501,,,,,,,,,,,,,,,,,,,,,,,,,,,3072000.0,,,,,,,,
7967,1681.125984645,,17124.0,1746881925.765639,,,,,,,-0.0022116518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7989,1681.126229789,,17199.0,1746881930.3461795,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
8052,1681.127434695,,17274.0,1746881934.9307225,,0.234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8081,1681.12815257,,17349.0,1746881939.5124106,0.26431715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8132,1681.128756714,4.0,17499.0,1746881948.674488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8166,1681.129138348,,17574.0,1746881953.2577655,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8177,1681.129258569,,17574.0,1746881953.2588305,,,,,,,-0.0047176043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180,1681.129291038,,17574.0,1746881953.2589257,,,,,,,,,,,,,,,,,,,,40.122444,,,,,,,,,,,,,,,
8205,1681.129577294,,17649.0,1746881957.8411741,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8230,1681.129858462,,17724.0,1746881962.4223084,,,,,,,,,,,,,,,,,24.400215,,,,,,,,,,,,,,,,,,
8249,1681.130070089,,17724.0,1746881962.4240887,,,,,,,,,,,,,,,,,,,,,,,,4.2529655,,,,,,,,,,,
