General/shaped_reward_annealed_agent0,General/shaped_reward_annealed_agent1,Scaled_returns/returned_episode_returns_scaled,Evaluation/0__smallest_kitchen,Losses/value_loss,_timestamp,task_1_1__cramped_room,Advantage_Targets/advantages,task_4_4__no_cooperation,General/env_index,General/steps_for_env,Evaluation/4__no_cooperation,global_step,Scaled_returns/evaluation_3__square_arena_scaled,returned_episode,Losses/actor_loss,General/learning_rate,Evaluation/1__cramped_room,task_5_5__easy_layout,reward,General/explore,Scaled_returns/evaluation_1__cramped_room_scaled,Scaled_returns/evaluation_0__smallest_kitchen_scaled,Losses/reg_loss,returned_episode_lengths,Losses/total_loss,General/shaped_reward_agent1,explore,Advantage_Targets/targets,Losses/entropy,_runtime,General/update_step,returned_episode_returns,Scaled_returns/evaluation_2__asymm_advantages_scaled,General/env_step,task_0_0__smallest_kitchen,task_2_2__asymm_advantages,task_3_3__square_arena,Scaled_returns/evaluation_5__easy_layout_scaled,Evaluation/5__easy_layout,Scaled_returns/evaluation_4__no_cooperation_scaled,Evaluation/2__asymm_advantages,_step,Evaluation/3__square_arena,General/shaped_reward_agent0
,,,,59.608116,1746881208.7382772,,,,,,,8937,,,,,,,,,,,,,,,,,,961.110213346,,,,,,,,,,,,4154,,
,,,,,1746881208.7386367,,,,,,,8937,,,,,,,,,0.77192986,,,,,,,,,961.110237184,,,,,,,,,,,,4156,,
,,,,,1746881222.9793906,,,,,,,9162,,,,,,,,,,,,,,,,,,961.11215251,,,,,,,,,,,172.0,4241,,
,,,,,1746881222.9795763,,,,,,,9162,,,,,,,,0.0,,,,,,,,,,961.112219781,,,,,,,,,,,,4247,,
,,,,,1746881222.9813635,,,,,,,9162,0.0,,,,,,,,,,,,,,,,,961.112402025,,,,,,,,,,,,4263,,
,,,,,1746881227.7277684,,,,2.0,,,9237,,,,,,,,,,,,,,,,,,961.112594685,,,,,,,,,,,,4280,,
,,,,,1746881227.7278237,,,,,,,9237,,,,,,,,0.0,,,,,,,,,,961.112617374,,,,,,,,,,,,4282,,
,0.16413878,,,,1746881227.7286115,,,,,,,9237,,,,,,,,,,,,,,,,,,961.112672111,,,,,,,,,,,,4287,,
,,,,,1746881237.2236037,,,,,,,9387,,,,,,,,0.0,,,,,,,,,,961.113407029,,,,,,,,,,,,4352,,
,,,,,1746881237.224543,,,,,,,9387,,,,,,,,,,,0.8381488,,,,,,,961.113527719,,,,,,,,,,,,4362,,
,,,,,1746881237.2254765,,,,,,,9387,,,,,,,,,,,,,,,,,,961.1136159,,,,,,,,0.0,,,,4370,,
,,,,,1746881237.2255638,,,,,,,9387,,,,,,,,,,,,400.0,,,,,,961.113651648,,,,,,,,,,,,4373,,
,,,,,1746881241.9709783,,,,,,,9462,,,,,,,,,,,1.3689108,,,,,,,961.113926909,,,,,,,,,,,,4397,,
,,,,,1746881241.971075,,,,,,,9462,,,,,,,,,,0.9448819,,,,,,,,961.113962531,,,,,,,,,,,,4400,,
,,,,,1746881246.716397,,,,,,0.0,9537,,,,,,,,,,,,,,,,,,961.114363095,,,,,,,,,,,,4418,,
,,,,,1746881246.7174387,,,,,,,9537,,,,,,,,,,,0.7562603,,,,,,,961.114634899,,,,,,,,,,,,4432,,
,,,,,1746881251.5593264,,,,,,,9612,,,,,,,,,,,,,,,,,,961.115784616,,174.9414,,,,,,,,,,4479,,
,,,,,1746881256.3054843,,,,,,,9687,,,,,,,,,,,,,,,,,,961.116132653,,,0.38766518,,,,,,,,,4507,,
,,,,,1746881261.0505314,,,,,,,9762,,,,,,,,,,,,,,,,,,961.116312858,,,,,,,,,,,,4522,0.0,
,,,,,1746881261.0505621,,,,,,0.0,9762,,,,,,,,,,,,,,,,,,961.116323688,,,,,,,,,,,,4523,,
,,,,,1746881265.8004348,,,,,,,9837,,,,,,,,,,,,,,,,,,961.11684499,2025.0,,,,,,,,,,,4569,,
,,,,,1746881265.8005235,,,,,,,9837,,,,,,,,,,,0.8414712,,,,,,,961.116878113,,,,,,,,,,,,4572,,
,,,,,1746881275.2936811,,,,,,,9987,,,,,,,,,,,,,,0.25927734,,,,961.117594536,,,,,,,,,,,,4635,,
,,,,,1746881280.0405154,,,,,,,10062,,,,,,,,,,,,,,,,,,961.117901968,,,,,,,,,,,,4662,0.0,
,,,,,1746881280.0418022,,,,,,,10062,,,,,,,,,,,,,,,,,,961.118044445,2250.0,,,,,,,,,,,4674,,
,,,,,1746881284.786855,,,,,,,10137,,,,,,,,,,,,,,,,,,1081.133813759,,,,,,,,,,,180.0,4696,,
,,,,,1746881284.7868867,,,,,,,10137,,,,,,,,,,,,,,,,,,1081.133826725,,,,,,,,,,,,4697,0.0,
,0.1044285,,,,1746881284.787831,,,,,,,10137,,,,,,,,,,,,,,,,,,1081.133962768,,,,,,,,,,,,4707,,
,,,,,1746881284.788917,,,,,,,10137,,,,,,,,,,,,,,,,,,1081.13409986,,,0.39647576,,,,,,,,,4717,,
,,,,,1746881284.7893124,,,,,,,10137,,,,,,,,,,,,,,,,,,1081.134138036,,,,,,,,0.0,,,,4720,,
,0.09947849,,,,1746881289.535223,,,,,,,10212,,,,,,,,,,,,,,,,,,1081.134410774,,,,,,,,,,,,4742,,
,,,,,1746881289.5361412,,,,,,,10212,,,,,,,,,,,,,,,,,,1081.134695488,,,0.39647576,,,,,,,,,4752,,
,,,,,1746881294.2809458,,,,,,,10287,,,,,,,,,,,,,,,,,,1081.135020321,,,,,,,,,,,180.0,4766,,
,,,,58.25783,1746881294.282384,,,,,,,10287,,,,,,,,,,,,,,,,,,1081.135474064,,,,,,,,,,,,4784,,
,,,,,1746881294.2835634,,,,,,,10287,,,,,,,,,,,,400.0,,,,,,1081.135780993,,,,,,,,,,,,4793,,
,,,,,1746881299.0285954,,,,,,,10362,,,,0.0003,,,,,,,,,,,,,,1081.136265328,,,,,,,,,,,,4808,,
,,,,,1746881299.029405,,,,,,,10362,,,,,,,,,,,,,29.629677,,,,,1081.136389302,,,,,,,,,,,,4818,,
,,,,,1746881299.0300972,,,,,,,10362,,,,,,,,,0.77192986,,,,,,,,,1081.136425958,,,,,,,,,,,,4821,,
,,,,,1746881308.5210807,,,,,,,10512,,,,,,,,,,,,,,,,,,1081.137121427,,,,,,,,,,,,4879,,0.0
,,,,,1746881308.5215502,,,,,,,10512,,,,,,,,,,,,,,,,,,1081.137180831,2700.0,,,,,,,,,,,4884,,
,,,,,1746881313.2665179,,,,,,,10587,,,,,,,,,,,,,,,,,,1081.137495744,,,,5683200.0,,,,,,,,4911,,
,,,,,1746881313.2690942,,,,,,,10587,,0.0078125,,,,,,,,,,,,,,,,1081.137748699,,,,,,,,,,,,4932,,
,,,,,1746881318.013846,,,,,,,10662,,,,,,,,,,,,,,,,,,1081.138131789,,,,,,,,0.0,,,,4965,,
,,,,,1746881327.504386,,,,,,,10812,,,,,,,,,,,,,,,,,,1081.138692575,,,,,,,,,0.0,,,5014,,
,,,,,1746881327.5044599,,,,,,,10812,,,,,,,,,,,,,,,,,,1081.138714906,,,,6144000.0,,,,,,,,5016,,
,,0.35805857,,,1746881327.5069432,,,,,,,10812,,,,,,,,,,,,,,,,,,1081.139342293,,,,,,,,,,,,5041,,
,,,,51.453293,1746881336.9984763,,,,,,,10962,,,,,,,,,,,,,,,,,,1081.140714662,,,,,,,,,,,,5099,,
,,,,,1746881341.744344,,,,,,,11037,,,,,,,,,,,,,26.202778,,,,,1081.141131062,,,,,,,,,,,,5133,,
,,,,,1746881341.7452922,,,,,,,11037,,0.0078125,,,,,,,,,,,,,,,,1081.141244487,,,,,,,,,,,,5142,,
,,,,,1746881341.7453234,,,,,,,11037,,,,,,,,,,,,400.0,,,,,,1081.141260052,,,,,,,,,,,,5143,,
,,,,,1746881346.490446,,,,,,,11112,,,,,,,,,,,,,,0.25830078,,,,1081.141460789,,,,,,,,,,,,5160,,
,,,,,1746881346.4907122,,,,,6758400.0,,11112,,,,,,,,,,,,,,,,,,1081.14149925,,,,,,,,,,,,5163,,
,,,,,1746881346.4914024,,,,,,,11112,,,,,,,,,,,,,,,,,,1081.141609979,,,0.39647576,,,,,,,,,5172,,
,,,,,1746881351.2369218,,,,,,,11187,0.0,,,,,,,,,,,,,,,,,1081.142036452,,,,,,,,,,,,5208,,
,,,,,1746881355.981871,,,,,,,11262,,,,,,,,,,,,,,,,,,1081.142195026,,,,,,,,,,,,5222,0.0,
,,,,,1746881355.9830644,,,,,,,11262,,,,,,,,,,,,,,,,,,1081.142341312,3450.0,,,,,,,,,,,5234,,
,,,,,1746881355.9841247,,,,,,,11262,,,,,,,,,,,,,,,,,,1081.142433688,,,0.39647576,,,,,,,,,5242,,
,,,,,1746881360.7289193,,,,,,,11337,,,,0.0003,,,,,,,,,,,,,,1081.142667565,,,,,,,,,,,,5263,,
,,,,,1746881365.4761379,,,,,,,11412,,,,,,,,,,,,,,,,,0.7404047,1081.143416305,,,,,,,,,,,,5306,,
,,,,,1746881365.4769428,,,,,,,11412,,,,,,,,,0.754386,,,,,,,,,1081.143513505,,,,,,,,,,,,5311,,
,,,,,1746881365.4773178,,,,,,,11412,,0.0078125,,,,,,,,,,,,,,,,1081.143633038,,,,,,,,,,,,5317,,
,,,,,1746881370.220585,,,,,,,11487,,,,,,,,,,,,,,,,,,1081.143941855,,,,7526400.0,,,,,,,,5331,,
,,,,,1746881370.2214355,,,,,,,11487,,,,,,,,,,,,,,0.2553711,,,,1081.144150098,,,,,,,,,,,,5335,,
,,,,,1746881379.7140515,,,,,,,11637,,,,,,,,0.0,,,,,,,,,,1081.145284437,,,,,,,,,,,,5402,,
,0.0054593426,,,,1746881379.7148366,,,,,,,11637,,,,,,,,,,,,,,,,,,1081.145339567,,,,,,,,,,,,5407,,
,,,,,1746881384.4616036,,,,,,,11712,,,,,,,,,,,,,,,,,,1081.145635638,,,,,,,,,,,,5432,0.0,
,,,,,1746881384.463802,,,,,,,11712,0.0,,,,,,,,,,,,,,,,,1081.145876223,,,,,,,,,,,,5453,,
,,,,,1746881509.24332,,,,,,,11793,,,,,,,,,,,,,,,,,,1201.164830123,,,,,,,,,,0.0,,5490,,
,,,,,1746881513.728045,,,,,307200.0,,11868,,,,,,,,,,,,,,,,,,1201.165119352,,,,,,,,,,,,5514,,
,,0.0,,,1746881513.7298095,,,,,,,11868,,,,,,,,,,,,,,,,,,1201.165332439,,,,,,,,,,,,5532,,
,,,,,1746881518.2140257,,,,,,,11943,,,,,,,,,,,,,,,,,,1201.165423806,,,,,,,,,0.0,,,5540,,
,,,,,1746881522.7021108,,,,,,,12018,,,,,,,,,,,,,,,,,,1321.182446766,,,,,,,,,0.0,,,5575,,
,,,,,1746881522.703294,,,,,,,12018,,,,,,,,,,,,,0.36026737,,,,,1321.182864191,,,,,,,,,,,,5589,,
,,,,,1746881527.193517,,,,,768000.0,,12093,,,,,,,,,,,,,,,,,,1321.184164824,,,,,,,,,,,,5619,,
,,,,,1746881527.194462,,,,,,,12093,,,,,,,,,,,,,,,,,,1321.184286213,,,0.39647576,,,,,,,,,5628,,
,,,,,1746881531.687087,,,,,,,12168,,0.0078125,,,,,,,,,,,,,,,,1321.184788055,,,,,,,,,,,,5668,,
,,,,,1746881545.1524208,,,,,,,12393,,,,,,,,,,,,,,,,0.01295145,,1321.185666596,,,,,,,,,,,,5744,,
,,,,,1746881545.1525762,,,,,,0.0,12393,,,,,,,,,,,,,,,,,,1321.185725848,,,,,,,,,,,,5749,,
,,,,,1746881549.6421702,,,,,,,12468,,,,,,,,0.0,,,,,,,,,,1321.186186451,,,,,,,,,,,,5788,,
,,,,,1746881549.6443973,,,,,,,12468,,0.0078125,,,,,,,,,,,,,,,,1321.186421799,,,,,,,,,,,,5808,,
,,,,,1746881554.1316562,,,,,,,12543,,,,,,,,,,,,,,,,,,1321.186672373,825.0,,,,,,,,,,,5830,,
,,,,,1746881563.1104581,,,,,,,12693,,,,0.0003,,,,,,,,,,,,,,1321.188172613,,,,,,,,,,,,5894,,
,,,,,1746881567.6020286,,,,,,,12768,,,,,,,,,0.38596493,,,,,,,,,1321.189000271,,,,,,,,,,,,5942,,
,,0.0,,,1746881572.1803234,,,,,,,12843,,,,,,,,,,,,,,,,,,1321.189529778,,,,,,,,,,,,5987,,
,,,,,1746881581.1617296,,,,,,,12993,,,,,,,,,,1.023622,,,,,,,,1321.190209159,,,,,,,,,,,,6046,,
,,,,,1746881590.145851,,-0.022011228,,,,,13143,,,,,,,,,,,,,,,,,,1321.190748027,,,,,,,,,,,,6093,,
,,,,,1746881594.64039,,,,,,,13218,,,,,,,,,,,2.459834,,,,,,,1321.19183748,,,,,,,,,,,,6148,,
,,,,,1746881603.6243522,,,,,,,13368,,,,,,,,0.0,,,,,,,,,,1321.192983593,,,,,,,,,,,,6208,,
,,,,,1746881603.6253853,,,,,,,13368,,,,,,,,,,,3.6797442,,,,,,,1321.193104544,,,,,,,,,,,,6218,,
,,,,,1746881612.6107335,,,,,,,13518,,,,,,,,0.0,,,,,,,,,,1321.193833824,,,,,,,,,,,,6278,,
,,,,,1746881612.6123428,,,,,,,13518,,,,,,,,,,,,,5.75774,,,,,1321.193957759,,,,,,,,,,,,6289,,
,,,,,1746881617.104139,,,,,,,13593,,,,,,,,,,,,,,,,,,1321.194168596,,,,,,,,,,,180.0,6307,,
,,,,,1746881617.1050186,,,,,,,13593,,,,,,,,,,,,,,,,,,1321.194262344,,,,,,,,,,,,6315,,0.020507812
,,,,,1746881621.5976982,,,,3.0,,,13668,,,,,,,,,,,,,,,,,,1321.194609392,,,,,,,,,,,,6346,,
,,,,,1746881621.5977263,,,,,,,13668,,,,,,,,,,,,,,,,,,1321.194619482,,,,3993600.0,,,,,,,,6347,,
,,,,,1746881621.5977523,,,,,,,13668,,,,,,,,0.0,,,,,,,,,,1321.194631081,,,,,,,,,,,,6348,,
,,,,,1746881621.598453,,,,,,,13668,,,,,,,,,,,,,,,,,,1321.194653339,,,,,,,,,,,,6350,,0.016601562
,,,,,1746881621.598639,,,,,,,13668,,,,,,,,,,,,,,,,,1.0131567,1321.194732358,,,,,,,,,,,,6357,,
,,,,0.06826893,1746881621.5993123,,,,,,,13668,,,,,,,,,,,,,,,,,,1321.194767049,,,,,,,,,,,,6360,,
,,,,,1746881621.5995078,,,,,,,13668,,,,,,,,,,,,,,,,,,1321.19483617,,,,,,,,0.0,,,,6366,,
,,,,,1746881626.0917168,,,,,,,13743,,,,,,,,,,,,,,,,0.40520573,,1321.195146886,,,,,,,,,,,,6374,,
,,,,,1746881630.5862644,,,,,4300800.0,,13818,,,,,,,,,,,,,,,,,,1321.196415109,,,,,,,,,,,,6424,,
,,,,,1746881635.082002,,,,,,,13893,,,,,,,,,,,,,7.66009,,,,,1321.196877151,,,,,,,,,,,,6464,,
,,,,,1746881639.5748165,,,,,4608000.0,,13968,,,,,,,,,,,,,,,,,,1321.197224849,,,,,,,,,,,,6494,,
,,,,,1746881639.5756707,,,,,,,13968,,,,,,,,,0.2631579,,,,,,,,,1321.197316085,,,,,,,,,,,,6502,,
,,,,,1746881644.069425,,,,,,,14043,,,,,,,,,,,,,,,,,1.0062256,1441.216708342,,,,,,,,,,,,6532,,
,,,,,1746881648.561214,,,,,,0.0,14118,,,,,,,,,,,,,,,,,,1441.217338479,,,,,,,,,,,,6554,,
,0.0037681246,,,,1746881648.5619826,,,,,,,14118,,,,,,,,,,,,,,,,,,1441.21751948,,,,,,,,,,,,6563,,
,,,,,1746881648.5625174,,,,,,,14118,,,-0.0006788613,,,,,,,,,,,,,,,1441.217574167,,,,,,,,,,,,6566,,
,,,,,1746881653.0564017,,,,,,,14193,,,,,,,,,,,,,,,,,,1441.218603419,,,,,,,,,,,,6595,,0.0234375
,,,,,1746881653.0582626,,,,,,,14193,,,,,,,,,,,,400.0,,,,,,1441.218839631,,,,,,,,,,,,6614,,
0.0067862496,,,,,1746881657.5501711,,,,,,,14268,,,,,,,,,,,,,,,,,,1441.219065688,,,,,,,,,,,,6632,,
,,,,,1746881662.0430427,,0.1736018,,,,,14343,,,,,,,,,,,,,,,,,,1441.219318393,,,,,,,,,,,,6653,,
,,,,,1746881662.0431836,,,,,,,14343,,,,,,,,,,,,,,,,,,1441.219365036,,,,,,,,,,,180.0,6657,,
,,,,,1746881662.0442464,,,,,,,14343,,,,,,,,,,,,,,,,,,1441.219511509,2625.0,,,,,,,,,,,6670,,
,,,,,1746881666.5378826,,,,,,,14418,,,,,,,,,,,,,,,,,,1441.219810051,,,,,,,,,0.0,,,6695,,
,,,,,1746881666.5395617,,,,,,,14418,,,,,,,,,,0.9133858,,,,,,,,1441.219996814,,,,,,,,,,,,6711,,
,,,,,1746881675.528699,,,,,,,14568,,,,,,,,,,,,,6.2785378,,,,,1441.220788963,,,,,,,,,,,,6779,,
,,,,,1746881680.022678,,,,,,,14643,,,,0.0003,,,,,,,,,,,,,,1441.221384923,,,,,,,,,,,,6804,,
,,,,,1746881684.5173297,,-0.003280362,,,,,14718,,,,,,,,,,,,,,,,,,1441.221945132,,,,,,,,,,,,6828,,
,,,,,1746881684.5174294,,,,,,,14718,,,,,,,,,,,,,,,,3.0899787,,1441.22196954,,,,,,,,,,,,6829,,
,,,,,1746881684.517528,,,,,,,14718,,,,,,,,,,,,,,,,,,1441.222031478,,,,,,,,,,,180.0,6832,,
,0.0065775625,,,,1746881684.5188391,,,,,,,14718,,,,,,,,,,,,,,,,,,1441.222518245,,,,,,,,,,,,6843,,
,,,,,1746881684.520617,,,,,,,14718,,,,,,,0.05859375,,,,,,,,,,,1441.222752592,,,,,,,,,,,,6861,,
,,,,,1746881693.5079424,,,,,,,14868,,,,,,,,,,,,,,,,,,1441.223257976,,,,,,,,,,,,6903,24.0,
,,,,,1746881693.5091925,,,,,,,14868,,,-0.0006807848,,,,,,,,,,,,,,,1441.2234096,,,,,,,,,,,,6916,,
,,,,,1746881693.509978,,,,,,,14868,,,,,,,,,0.0877193,,,,,,,,,1441.223477833,,,,,,,,,,,,6922,,
,,,,,1746881693.5100348,,,,,,,14868,0.09266409,,,,,,,,,,,,,,,,,1441.223500919,,,,,,,,,,,,6924,,
,,,,,1746881702.4991744,,-0.37865263,,,,,15018,,,,,,,,,,,,,,,,,,1441.224016712,,,,,,,,,,,,6968,,
,,,,,1746881702.499323,,,,,,,15018,,,,,,,,,,,,,,,,,,1441.224065731,,,,,,,,,,,180.0,6972,,
,,,,,1746881706.9937654,,,,,,,15093,,,,,,,,,,,,,,,,,,1441.224495988,,,,,,,,,0.0,,,7010,,
,,,,,1746881706.994617,,,,,,,15093,,,,,,,,,,,,,,,,,,1441.224551777,,,,,,,,,,,,7015,,0.020507812
,,,,,1746881706.9955575,,,,,,,15093,,,,,,,,,,0.96062994,,,,,,,,1441.224677296,,,,,,,,,,,,7026,,
,,,,,1746881706.9957068,,,,,,,15093,,,,,,,,,,,,,,,,,,1441.224754534,,,,,,,,0.0,,,,7031,,
,,,,,1746881715.9834619,,,,,,,15243,,,,,,,,,,,,,,0.04345703,,,,1441.226086857,,,,,,,,,,,,7086,,
,0.0042525306,,,,1746881715.9835212,,,,,,,15243,,,,,,,,,,,,,,,,,,1441.226139735,,,,,,,,,,,,7088,,
,,,,,1746881715.9835806,,,,,,,15243,,,,,,,,,,,,,,,,,,1441.226208887,3525.0,,,,,,,,,,,7090,,
,,,,,1746881720.4769857,,,,,,,15318,,,,,32.0,,,,,,,,,,,,,1441.226645335,,,,,,,,,,,,7111,,
,,,,,1746881720.4781632,,,,,,,15318,,,,,,,,,,,,,,,,,0.81050426,1441.226840559,,,,,,,,,,,,7127,,
,,,,,1746881720.4788692,,,,,,,15318,,,,,,,,,,0.5511811,,,,,,,,1441.226889105,,,,,,,,,,,,7131,,
,,,,,1746881724.9708629,,,,,,,15393,,,,,,,,,,,,,,,,,,1441.227132581,,,,7526400.0,,,,,,,,7152,,
,,,,,1746881729.4625502,,,,,,,15468,,,,,,,,,,,,,,,,,,1441.22749021,,,,,,,,,,,,7183,68.0,
,,,,,1746881729.4625797,,,,,,0.0,15468,,,,,,,,,,,,,,,,,,1441.227501388,,,,,,,,,,,,7184,,
,,,,,1746881729.4636524,,,,,,,15468,,,,,,,,,,,,,,,,,,1441.227624739,3750.0,,,,,,,,,,,7195,,
,,,,,1746881729.4646325,,,,,,,15468,,0.0078125,,,,,,,,,,,,,,,,1441.227772394,,,,,,,,,,,,7208,,
,,,,,1746881733.9582572,,,,,,,15543,,,,,,,,,0.19298247,,,,,,,,,1441.228106678,,,,,,,,,,,,7237,,
8.065751e-05,,,,,1746881738.4510314,,,,,,,15618,,,,,,,,,,,,,,,,,,1441.228387489,,,,,,,,,,,,7262,,
,,,,,1746881738.45159,,,,,,,15618,,,,,,,,,,,,,12.3437805,,,,,1441.228466709,,,,,,,,,,,,7269,,
,,,,,1746881865.520532,,0.023733556,,,,,15699,,,,,,,,,,,,,,,,,,1561.248296505,,,,,,,,,,,,7284,,
,,,,,1746881874.4879491,,,,,,,15849,,,,,24.0,,,,,,,,,,,,,1561.249215801,,,,,,,,,,,,7357,,
,0.005523375,,,,1746881874.4888282,,,,,,,15849,,,,,,,,,,,,,,,,,,1561.249348292,,,,,,,,,,,,7369,,
,,,,,1746881878.975753,,,,,,,15924,,,,,,,,,,,,,,,,,,1561.249693066,,,,614400.0,,,,,,,,7398,,
,,,,,1746881883.4615457,,,,,,,15999,,,,,,,,,,0.9448819,,,,,,,,1681.269599685,,,,,,,,,,,,7447,,
,,,,,1746881888.0189278,,,,,,,16074,,,,,,,,,,,,,,,,,,1681.269881326,,,,,,,,,,,,7471,,0.0014648438
,,,,,1746881888.0205283,,,,,,,16074,,,,,,,,,,,,,,,0.0,,,1681.270090687,,,,,,,,,,,,7488,,
,,,,,1746881892.5016649,,,,,,,16149,,,,,,,,,,,,,,,,,,1681.270204713,,,,,,,,,,,152.0,7498,,
,,,,,1746881892.5017865,,,,4.0,,,16149,,,,,,,,,,,,,,,,,,1681.270248803,,,,,,,,,,,,7502,,
0.0036362812,,,,,1746881901.4677794,,,,,,,16299,,,,,,,,,,,,,,,,,,1681.272239107,,,,,,,,,,,,7578,,
,,,,,1746881901.4688673,,,,,,,16299,,,,,,,,,,,,,,,0.0,,,1681.272423848,,,,,,,,,,,,7593,,
,0.013023657,,,,1746881905.949913,,,,,,,16374,,,,,,,,,,,,,,,,,,1681.272670272,,,,,,,,,,,,7614,,
,,,,,1746881905.9513829,,,,,,,16374,,,,,,,,,,,,,,,,,,1681.272868923,,0.0,,,,,,,,,,7631,,
,,,,,1746881910.4345906,,,,,1689600.0,,16449,,,,,,,,,,,,,,,,,,1681.273094979,,,,,,,,,,,,7650,,
,,,,,1746881923.8929725,,,,,,,16674,,,,,,,,,,,,,,,,,,1681.274175208,,,,,,,,,,,72.0,7743,,
,,,,,1746881932.8693252,,,,,,,16824,,,,0.0003,,,,,,,,,,,,,,1681.275577946,,,,,,,,,,,,7820,,
,,,,,1746881937.3589363,,,,,,,16899,,,,,,,,,,0.44094488,,,,,,,,1681.276687508,,,,,,,,,,,,7867,,
,,,,,1746881941.846656,,,,,,,16974,,,,,,,,,,,,,,,,,,1681.276908378,,,,,,,,,0.0,,,7886,,
,,,,,1746881941.8490255,,,,,,,16974,,0.0078125,,,,,,,,,,,,,,,,1681.277177807,,,,,,,,,,,,7909,,
,,,,,1746881946.3365552,,,,4.0,,,17049,,,,,,,,,,,,,,,,,,1681.277328967,,,,,,,,,,,,7922,,
,,,,,1746881946.33846,,,,,,,17049,,,,,,,,,,,,,,,0.0,,,1681.277562001,,,,,,,,,,,,7943,,
,,,,,1746881950.8263326,,,,,,,17124,,,,,,,,,,0.6456693,,,,,,,,1681.277890858,,,,,,,,,,,,7972,,
,,,,,1746881955.3143399,,,,,,,17199,,,,,4.0,,,,,,,,,,,,,1681.278063578,,,,,,,,,,,,7987,,
,,,,,1746881955.3169973,,,,,,,17199,,,,,,,,,,,,,,,0.0,,,1681.278359097,,,,,,,,,,,,8013,,
,,,,,1746881959.8034687,,,,,,,17274,,,,,,,,,,,,,,,,1.306165,,1681.278439776,,,,,,,,,,,,8020,,
,,,,,1746881959.8053837,,,,,,,17274,,,,,,,,,0.0,,,,,,,,,1681.278703378,,,,,,,,,,,,8043,,
,,,,,1746881964.2929778,,,,,,,17349,,,,,,,,,,,,,,,,,,1681.278908352,,,,,,,,,0.0,,,8061,,
,,,,,1746881964.2932377,,,,,3532800.0,,17349,,,,,,,,,,,,,,,,,,1681.279245415,,,,,,,,,,,,8070,,
,,,,,1746881964.294026,,,,,,,17349,,,,,,,,,,0.4094488,,,,,,,,1681.279390579,,,,,,,,,,,,8077,,
,,,,,1746881968.783784,,,,,,,17424,,,,,,,,,,0.53543305,,,,,,,,1681.280371238,,,,,,,,,,,,8112,,
,,,,,1746881973.273347,,,,,,,17499,,,,,,,,,,,,,,,,,1.2300408,1681.280742078,,,,,,,,,,,,8143,,
,,,,,1746881982.2530673,,,,,,,17649,,,,,,,,,,,,,,,,,,1681.281375888,,,,,,,,,,,68.0,8198,,
,,,,,1746881982.2536905,,,,,,,17649,,,,0.0003,,,,,,,,,,,,,,1681.281454184,,,,,,,,,,,,8205,,
,,,,,1746881982.254441,,,,,,,17649,,,,,,,,,,,,,,,,,,1681.281522371,2025.0,,,,,,,,,,,8211,,
,,,,,1746881986.7413275,,,,,,,17724,,,,,,,,,,,,,,,,,,1681.281772154,,,,,,,,,,,56.0,8233,,
,,,,,1746881986.7433405,,,,,,,17724,,,,,,,,,,,,,,,,,,1681.282048536,,,,,,,,0.0,,,,8257,,
,,,,,1746881986.7439072,,,,,,,17724,,,,,,,0.009765625,,,,,,,,,,,1681.282107616,,,,,,,,,,,,8262,,
,,,,,1746881991.2306218,,,,,,,17799,,,,,,,,0.0,,,,,,,,,,1681.282242314,,,,,,,,,,,,8274,,
,,,,,1746881995.7197015,,,,,,,17874,,,,,,,,,,,,,,,,,,1681.282633678,,,,4608000.0,,,,,,,,8308,,
,,,,,1746881995.7209737,,,,,,,17874,,,,,,,,,,,,,5.276698,,,,,1681.282768489,,,,,,,,,,,,8320,,
,,,,,1746882000.2101955,,,,,,,17949,,,,,,,,,,,,,,,,,,1681.283445372,,,,,,,,,,,,8346,,0.027832031
,,,,,1746882004.6996703,,,,,,,18024,,,,,,,,,,,,,,,,,,1801.302544288,,,,,,,,,,,36.0,8373,,
,,,,,1746882009.1893346,,,,,,,18099,,,,,,,,,,,,,,,,,,1801.303043349,,,,5068800.0,,,,,,,,8413,,
,,,,,1746882013.681503,,,,,,,18174,,,,,,,,,,,,,,,0.0,,,1801.304063517,,,,,,,,,,,,8468,,
,,,,,1746882018.169322,,,,,,,18249,,,,,,,,,,,,,,,,,1.2327693,1801.304922782,,,,,,,,,,,,8493,,
,,,,,1746882027.1462996,,,,,,,18399,,,,,,,,,,,,,,,,7.814441,,1801.305564912,,,,,,,,,,,,8545,,
,,,,,1746882027.1463861,,,,,,,18399,,,,,,,,,,,,,,,,,,1801.30559928,,,,,,,,,,,44.0,8548,,
,,,,,1746882031.635954,,-1.1508143,,,,,18474,,,,,,,,,,,,,,,,,,1801.305973917,,,,,,,,,,,,8579,,
,,,,,1746882031.6371722,,,,,,,18474,,,,,,,,,,,1.5956969,,,,,,,1801.306211327,,,,,,,,,,,,8599,,
,,,,,1746882031.6383882,,,,,,,18474,,,,,,,0.087890625,,,,,,,,,,,1801.306363189,,,,,,,,,,,,8612,,
,,,,,1746882036.1276054,,,,,,,18549,0.3243243,,,,,,,,,,,,,,,,,1801.306685625,,,,,,,,,,,,8640,,
,,,,,1746882036.128066,,,,,,,18549,,0.0078125,,,,,,,,,,,,,,,,1801.306732085,,,,,,,,,,,,8644,,
,,,,,1746882040.6147661,,,,,,,18624,,,,,,,,,,,,,,,,7.429674,,1801.306801181,,,,,,,,,,,,8650,,
