Losses/actor_loss,task_1_1__no_cooperation,General/shaped_reward_annealed_agent1,General/shaped_reward_agent0,Losses/reg_loss,_timestamp,returned_episode,Losses/total_loss,returned_episode_returns,returned_episode_lengths,_runtime,Advantage_Targets/targets,Advantage_Targets/advantages,task_0_0__asymm_advantages,Losses/entropy,Evaluation/4__easy_layout,Scaled_returns/evaluation_4__easy_layout_scaled,Scaled_returns/evaluation_3__smallest_kitchen_scaled,reward,General/update_step,Evaluation/0__asymm_advantages,global_step,Scaled_returns/returned_episode_returns_scaled,General/env_index,Scaled_returns/evaluation_2__square_arena_scaled,explore,General/learning_rate,General/explore,General/steps_for_env,task_2_2__square_arena,task_4_4__easy_layout,task_5_5__cramped_room,Evaluation/5__cramped_room,Scaled_returns/evaluation_0__asymm_advantages_scaled,Losses/value_loss,General/env_step,Scaled_returns/evaluation_5__cramped_room_scaled,_step,Evaluation/1__no_cooperation,Evaluation/2__square_arena,General/shaped_reward_agent1,General/shaped_reward_annealed_agent0,Scaled_returns/evaluation_1__no_cooperation_scaled,task_3_3__smallest_kitchen,Evaluation/3__smallest_kitchen
,,,,,1746881294.237138,,,,,1081.189485404,,,,,,,0.0,,,,8337,,,,,,,,,,,,,,,,3878,,,,,,,
,,,,,1746881294.2377412,,,,,1081.189586347,,,,,,,,,,,8337,0.0,,,,,,,,,,,,,,,3886,,,,,,,
,,,,,1746881298.7034595,,,,,1081.189714795,,,,,,,,,,,8412,,,,,,,,,,,,,,1228800.0,,3896,,,,,,,
,,0.0,,,1746881298.7045429,,,,,1081.189795298,,,,,,,,,,,8412,,,,,,,,,,,,,,,,3902,,,,,,,
,,,,,1746881298.705421,,,,,1081.189886347,,,,,,,,,,,8412,,,,,,,,,,,,,0.00038114475,,,3909,,,,,,,
,,,,,1746881303.1725543,,,,,1081.19009792,,,,,,,,,,,8487,,,,,,,,,,,,,,,,3926,,0.0,,,,,
,,,,,1746881303.1725926,,,,,1081.190109481,,,,,,,,,,,8487,,,,,,,,,,,,,,,,3927,,,,,,,0.0
-0.00035699562,,,,,1746881312.1085222,,,,,1081.192202472,,,,,,,,,,,8637,,,,,,,,,,,,,,,,4010,,,,,,,
,,,,,1746881316.5771146,,,,,1081.192526856,,,,,,,,,,,8712,,,,,,,,,,,,,,,,4031,,0.0,,,,,
,,,,,1746881316.5793808,,,,,1081.192768054,,,,,,,,,,,8712,,,,,,,,,,,,,0.00013659327,,,4049,,,,,,,
,,,,,1746881316.5806339,,,0.0,,1081.192899714,,,,,,,,,,,8712,,,,,,,,,,,,,,,,4059,,,,,,,
,,,,,1746881325.5173662,,,,,1081.19361096,,,,,,,,,1050.0,,8862,,,,,,,,,,,,,,,,4114,,,,,,,
,,0.0,,,1746881329.9870203,,,,,1081.194019328,,,,,,,,,,,8937,,,,,,,,,,,,,,,,4147,,,,,,,
,,,,,1746881334.4541147,,,,,1081.19432925,,,,,,,,,,,9012,,,,,,,,,,,,,,,,4170,184.0,,,,,,
,,,0.0,,1746881338.9248729,,,,,1081.194925457,,,,,,,,,,,9087,,,,,,,,,,,,,,,,4214,,,,,,,
,,,,,1746881338.926423,,,,,1081.195415034,,,,,,,0.0,,,,9087,,,,,,,,,,,,,,,,4228,,,,,,,
,,,,,1746881343.391627,,,,,1081.195636241,,,,,,,,,,460.0,9162,,,,,,,,,,,,,,,,4239,,,,,,,
,,,,,1746881343.3916974,,,,,1081.195713124,,,,,,,,,,,9162,,,,,,,,,,,,,,,,4241,,0.0,,,,,
,,,,,1746881347.8588018,,,,,1081.196685302,0.009600865,,,,,,,,,,9237,,,,,,,,,,,,,,,,4273,,,,,,,
,,,,,1746881347.858985,,,,,1081.196748867,,,,,0.0,,,,,,9237,,,,,,,,,,,,,,,,4278,,,,,,,
,,,,,1746881352.326496,,,,,1081.197176765,,,,,,,,,,,9312,,,,,,,,,,,,,,,,4311,,0.0,,,,,
,,,0.0,,1746881352.3276603,,,,,1081.197290589,,,,,,,,,,,9312,,,,,,,,,,,,,,,,4319,,,,,,,
,,,,,1746881352.3299937,,,0.0,,1081.197543874,,,,,,,,,,,9312,,,,,,,,,,,,,,,,4339,,,,,,,
,,,,,1746881356.7951808,,,,,1081.197583727,,-0.0066934517,,,,,,,,,9387,,,,,,,,,,,,,,,,4342,,,,,,,
,,,,,1746881356.7990735,,,,,1081.197997471,,,,,,,,0.0,,,9387,,,,,,,,,,,,,,,,4375,,,,,,,
,,,,,1746881361.263905,,,,,1081.198062171,,,,,,,,,,,9462,,,,,,,,,,,,,,,,4380,180.0,,,,,,
,,,,,1746881361.2640233,,,,,1081.198074154,,,,,,,,,,,9462,,,,,,,,,,,,,,,,4381,,0.0,,,,,
,,,,,1746881365.7316532,,,,,1081.198487714,,,,,,,,,,,9537,,,,,,,,,,,,,,,,4415,180.0,,,,,,
,,,,,1746881374.7784224,,,,,1081.199774297,,,,,0.0,,,,,,9687,,,,,,,,,,,,,,,,4488,,,,,,,
,,,0.0,,1746881374.779186,,,,,1081.199901196,,,,,,,,,,,9687,,,,,,,,,,,,,,,,4494,,,,,,,
,,,,1.0769013,1746881379.2464232,,,,,1081.201080336,,,,,,,,,,,9762,,,,,,,,,,,,,,,,4537,,,,,,,
,,,,,1746881379.2466016,,,,,1081.201119482,,,,,,,,,,,9762,,,,,,,,,,,,1.0132158,,,,4540,,,,,,,
,,,,,1746881379.2473319,,,0.0,,1081.201242756,,,,,,,,,,,9762,,,,,,,,,,,,,,,,4549,,,,,,,
,,,,,1746881379.2474027,,,,,1081.201269794,,,,,,,,,,,9762,0.0,,,,,,,,,,,,,,,4551,,,,,,,
,,,,,1746881383.7132528,,,,,1081.201374941,,,,,,,,,,,9837,,,,,,,,,,,0.0,,,,,4559,,,,,,,
,,,,,1746881383.7162118,,,,,1081.201630065,,,,,,,,,,,9837,,,0.0,,,,,,,,,,,,,4577,,,,,,,
,,,,,1746881383.716331,,,,,1081.201643003,,,,,,,0.0,,,,9837,,,,,,,,,,,,,,,,4578,,,,,,,
,,,,,1746881383.7173066,,,,,1081.201752197,,,,,,,,,,,9837,0.0,,,,,,,,,,,,,,,4586,,,,,,,
-0.0003708466,,,,,1746881388.1827922,,,,,1081.202006214,,,,,,,,,,,9912,,,,,,,,,,,,,,,,4605,,,,,,,
,,,,,1746881388.1832724,,,,,1081.202077333,,,,,,,,,,,9912,,,,,,,,,,,,1.0132158,,,,4610,,,,,,,
,,,,,1746881388.1842613,,,,,1081.202234007,,,,,,,,,,,9912,0.0,,,,,,,,,,,,,,,4621,,,,,,,
,,,,,1746881392.6501732,,,,,1081.202437763,,,,,,,,,,,9987,,,,,,,,,,,,,,,,4636,,,,0.0,,,
-0.0004764352,,,,,1746881392.6509285,,,,,1081.202494558,,,,,,,,,,,9987,,,,,,,,,,,,,,,,4640,,,,,,,
,,,,,1746881392.6514573,,,,,1081.202557247,,,,,,,,,,,9987,,,,,,,,,,,,,0.005572023,,,4644,,,,,,,
,,,,,1746881392.6516974,,,,,1081.20260804,,,,,,,0.0,,,,9987,,,,,,,,,,,,,,,,4648,,,,,,,
,,,,,1746881397.1197846,,,,,1081.202921275,,,,,,,,,,,10062,,,,,,,4608000.0,,,,,,,,,4673,,,,,,,
,,,,,1746881397.1215885,,,0.0,,1081.203140569,,,,,,,,,,,10062,,,,,,,,,,,,,,,,4689,,,,,,,
,,,,,1746881397.1217723,,,,,1081.203167912,,,,,,,,,,,10062,0.0,,,,,,,,,,,,,,,4691,,,,,,,
,,,,,1746881401.5861719,,,,,1081.20334967,,,,,,,,,,,10137,,,,,,,,,,,,,,,,4705,,,0.0,,,,
,,,,,1746881414.9866872,,,,,1201.227118269,,,,,,,,,,,10362,,2.0,,,,,,,,,,,,,,4805,,,,,,,
,,,,,1746881414.9868054,,,,,1201.227188309,,,,,,,,,,,10362,,,,,,,,,,,,,,5222400.0,,4806,,,,,,,
,,,,,1746881419.4552188,,,,,1201.228226944,,,,,,,,,,,10437,,,,,,,5376000.0,,,,,,,,,4848,,,,,,,
,,,,,1746881428.3885348,,,,,1201.228969634,,,,,,,,,,,10587,,,,,,,,,,,,,,,,4907,,,,,,,0.0
,,,,,1746881428.3893056,,,,,1201.229045411,,,,,,,,,,,10587,,,,,0.0003,,,,,,,,,,,4913,,,,,,,
,,,,2.4577172,1746881428.3906434,,,,,1201.229156846,,,,,,,,,,,10587,,,,,,,,,,,,,,,,4922,,,,,,,
,,,,,1746881428.3907123,,,,,1201.229180206,,,,,,,,,,,10587,,,,,,,,,,,,,0.005135176,,,4924,,,,,,,
,,,,,1746881432.8570516,,,,,1201.229490747,,,,,,,,,,,10662,,,,,0.0003,,,,,,,,,,,4948,,,,,,,
,,,,,1746881432.8578098,,,,,1201.229564389,,,,,,,,,2850.0,,10662,,,,,,,,,,,,,,,,4954,,,,,,,
,,,,,1746881432.8596652,,,,,1201.229763305,,,,,,,,0.0,,,10662,,,,,,,,,,,,,,,,4970,,,,,,,
,,,,,1746881437.322927,,,,,1201.229843636,,,,,,,,,,,10737,,,,,,,,,,,,,,,,4977,,,,,,,0.0
,,,,,1746881437.3230536,,,,,1201.229874,,,,,,,,,,,10737,,,,,,,,,,,0.0,,,,,4979,,,,,,,
,,,,,1746881437.3239646,,,,,1201.229943221,,,,,,,,,,,10737,,,,,,,,,,,,,,,,4985,,,0.0014648438,,,,
,,0.0006804375,,,1746881441.7916956,,,,,1201.230402352,,,,,,,,,,,10812,,,,,,,,,,,,,,,,5022,,,,,,,
,,,,,1746881446.258838,,,,,1201.232194938,,,,,,,0.0,,,,10887,,,,,,,,,,,,,,,,5068,,,,,,,
,,,,,1746881446.2596922,,,0.0,,1201.232287979,,,,,,,,,,,10887,,,,,,,,,,,,,,,,5074,,,,,,,
,,,,,1746881450.7232752,,,,,1201.232348475,0.08793831,,,,,,,,,,10962,,,,,,,,,,,,,,,,5078,,,,,,,
,,,,,1746881450.7243092,,,,,1201.232450252,,,,,,,,,,,10962,,2.0,,,,,,,,,,,,,,5085,,,,,,,
,,,,,1746881455.1901755,,,,,1201.232873027,,,,,,,,,,,11037,,,,,,,,,,,,,,,,5116,,0.0,,,,,
,,,,,1746881455.1925476,,,,,1201.233209281,,,,,,,,,,,11037,,,,,,,,,,,,,,,0.0,5140,,,,,,,
,,,,,1746881455.1926167,0.0078125,,,,1201.233240265,,,,,,,,,,,11037,,,,,,,,,,,,,,,,5142,,,,,,,
,,,,,1746881459.6595862,,,,,1201.233531652,,,,,,,,,3300.0,,11112,,,,,,,,,,,,,,,,5164,,,,,,,
-0.00017656886,,,,,1746881459.6596344,,,,,1201.233542751,,,,,,,,,,,11112,,,,,,,,,,,,,,,,5165,,,,,,,
,,,,,1746881473.0605557,,,,,1201.235620876,,,,,,,,0.0,,,11337,,,,,,,,,,,,,,,,5285,,,,,,,
,,,,,1746881477.525965,,,,,1201.236620744,,,,,,,,,,,11412,,,,,,,,,,,,,1.6577952,,,5309,,,,,,,
,,,,,1746881477.5263643,0.0078125,,,,1201.23673697,,,,,,,,,,,11412,,,,,,,,,,,,,,,,5317,,,,,,,
,,,,,1746881481.9906292,,,,,1201.236908382,,,,,,,,,,,11487,,2.0,,,,,,,,,,,,,,5330,,,,,,,
,,,,,1746881481.9913206,,,,,1201.237041326,,,,,,,,,3675.0,,11487,,,,,,,,,,,,,,,,5339,,,,,,,
,,,,,1746881481.9926057,,,,,1201.237151515,,,,,,,,,,,11487,,,0.0,,,,,,,,,,,,,5347,,,,,,,
,,,,,1746881674.2746692,,1.8335677,,,1441.28601744,,,,,,,,,,,11793,,,,,,,,,,,,,,,,5484,,,,,,,
,,,,,1746881674.2750738,,,,,1441.28605672,,,,,,,,,,,11793,,,,,,,,,,,,,,,,5487,,,,,0.7894737,,
,,,,,1746881674.2753062,,,,,1441.286081474,,,,,,,0.0,,,,11793,,,,,,,,,,,,,,,,5489,,,,,,,
,,,,,1746881678.734448,,,0.0,,1441.28661565,,,,,,,,,,,11868,,,,,,,,,,,,,,,,5530,,,,,,,
,,,,,1746881683.189522,,,,,1441.286992309,,,,,,,,,,,11943,,,,,,,,,,,,,,,0.0,5561,,,,,,,
,,,,,1746881683.1901877,0.0078125,,,,1441.287015891,,,,,,,,,,,11943,,,,,,,,,,,,,,,,5563,,,,,,,
,,,,,1746881687.6441817,,,,,1441.287136521,,,,,,,,,,,12018,,,,,,,,,,,,,,,,5573,,,,,,,0.0
,,,,,1746881687.647324,,,,,1441.287801745,,,,,,,,,,,12018,0.0,,,,,,,,,,,,,,,5602,,,,,,,
,,,,,1746881692.106235,,,,,1441.288276889,,,,,,,,,,,12093,,,,,,,768000.0,,,,,,,,,5619,,,,,,,
,,,,,1746881692.1074104,,,,,1441.288513144,,,,,,,,,,,12093,,,,,,,,,,,,1.0132158,,,,5626,,,,,,,
,,,,,1746881696.5637987,,,,,1441.289255922,,,,,,,,,450.0,,12168,,,,,,,,,,,,,,,,5655,,,,,,,
,,,,,1746881696.5643122,,,,,1441.289352074,,,,,,,,,,,12168,,,,,,,,,,,,1.0484581,,,,5661,,,,,,,
,,,,,1746881701.0195403,,,,,1441.289583198,,,,,0.0,,,,,,12243,,,,,,,,,,,,,,,,5679,,,,,,,
,,,,,1746881705.4787095,,,,,1441.290059767,,,,,,,,,,,12318,,,,,,0.0,,,,,,,,,,5718,,,,,,,
,,,,,1746881705.4810867,,,,,1441.290283939,,,,,,,,,,,12318,,,,,,,,,,,,,,,0.0,5736,,,,,,,
-0.0015134745,,,,,1746881709.9413278,,,,,1441.290597657,,,,,,,,,,,12393,,,,,,,,,,,,,,,,5761,,,,,,,
,,,,2.000354,1746881709.9414794,,,,,1441.290621539,,,,,,,,,,,12393,,,,,,,,,,,,,,,,5763,,,,,,,
,,,,,1746881723.3342698,,,,,1441.291864123,,,,,,,,,900.0,,12618,,,,,,,,,,,,,,,,5865,,,,,,,
,,,,,1746881727.7968988,,,,,1441.292140098,,-0.13893571,,,,,,,,,12693,,,,,,,,,,,,,,,,5883,,,,,,,
,,,,,1746881727.7981179,,,,,1441.292595325,,,,,,,,,,,12693,,3.0,,,,,,,,,,,,,,5891,,,,,,,
,,,,,1746881727.798385,,,,,1441.2926561,,,,,,,,,,,12693,,,,,0.0003,,,,,,,,,,,5894,,,,,,,
,,,,,1746881727.8002872,,,,,1441.293215285,,,,,,,0.0,,,,12693,,,,,,,,,,,,,,,,5909,,,,,,,
,,,,,1746881727.9184792,0.0078125,,,,1441.293346862,,,,,,,,,,,12693,,,,,,,,,,,,,,,,5913,,,,,,,
,,,,,1746881732.3819826,,,,,1441.293903635,,,,,,,,,,,12768,,,,,,,,,,,,,,,,5931,,,0.009277344,,,,
,,,,,1746881732.3840792,,,,,1441.294093338,,,,,,,0.0,,,,12768,,,,,,,,,,,,,,,,5944,,,,,,,
,,,,,1746881732.3851175,,,,,1441.294198588,,,,,,,,,,,12768,0.0,,,,,,,,,,,,,,,5952,,,,,,,
,,,,,1746881736.8473904,,,,,1441.294372695,,,,,,,,,,,12843,,,,,,,,,,,,,,,,5966,,,0.0029296875,,,,
,,,0.005859375,,1746881741.3132095,,,,,1441.29482947,,,,,,,,,,,12918,,,,,,,,,,,,,,,,6000,,,,,,,
,,,,,1746881741.3139772,,,,,1441.294886901,,,,,,,,,,,12918,,,,,,,2457600.0,,,,,,,,,6004,,,,,,,
,,,,,1746881750.2499173,,,,,1441.295874818,,,,0.8596407,,,,,,,13068,,,,,,,,,,,,,,,,6077,,,,,,,
,,,,,1746881759.1849883,,,,,1441.297238073,,,,,,,,,1500.0,,13218,,,,,,,,,,,,,,,,6145,,,,,,,
,,,,,1746881772.5837514,,,,,1561.326740901,,,,,,,,,,,13443,,,,,,,,,,,0.0,,,,,6240,,,,,,,
,,,,,1746881772.5842168,,,,,1561.326792407,,,,,,,,,,,13443,,,,,0.0003,,,,,,,,,,,6244,,,,,,,
-0.0009560416,,,,,1746881777.0516384,,,,,1561.327464177,,,,,,,,,,,13518,,,,,,,,,,,,,,,,6286,,,,,,,
,,,,,1746881781.5195217,,,,,1561.328116924,,,,,,,,,,,13593,,,,0.0,,,,,,,,,,,,6332,,,,,,,
,,,,,1746881785.9837291,,,,,1561.328264866,,,,,,,,,,,13668,,,,,,,,,,,,,,,,6343,,,,,,,0.0
,,,,,1746881785.9865987,,,0.009765625,,1561.328598463,,,,,,,,,,,13668,,,,,,,,,,,,,,,,6370,,,,,,,
,,,,,1746881790.4504786,,,,,1561.328736856,,,,,,,,,,,13743,,3.0,,,,,,,,,,,,,,6381,,,,,,,
,,,,,1746881790.4515934,,,,,1561.328843387,,,,,,,,,2025.0,,13743,,,,,,,,,,,,,,,,6390,,,,,,,
,,,,,1746881790.4532378,,,,,1561.329401269,,,,,,,,0.009765625,,,13743,,,,,,,,,,,,,,,,6406,,,,,,,
,,,,,1746881794.9197447,,,,,1561.330778778,,,,,,,,0.009765625,,,13818,,,,,,,,,,,,,,,,6441,,,,,,,
,,,,,1746881799.3867257,,,,,1561.331189541,,,,,,0.0,,,,,13893,,,,,,,,,,,,,,,,6470,,,,,,,
,,,,,1746881803.8508449,,,,,1561.331383559,,,,,,,,,,,13968,,3.0,,,,,,,,,,,,,,6486,,,,,,,
,,,,,1746881808.3153427,,,,,1561.331744273,,,,,,,,,,472.0,14043,,,,,,,,,,,,,,,,6515,,,,,,,
,,,,,1746881812.7838845,,,,,1561.332400077,,,,,,,,,,,14118,,,,,,,4915200.0,,,,,,,,,6564,,,,,,,
,,,,,1746881812.7849057,,,,,1561.332516331,,,,,,,,,,,14118,,,0.0,,,,,,,,,,,,,6573,,,,,,,
,,,,,1746881821.7108848,,,,,1561.333190696,,,,,0.0,,,,,,14268,,,,,,,,,,,,,,,,6624,,,,,,,
,,,,,1746881826.1750178,,,,,1561.33387477,,-0.38782197,,,,,,,,,14343,,,,,,,,,,,,,,,,6653,,,,,,,
,,,,1.8983285,1746881826.1770673,,,,,1561.334334057,,,,,,,,,,,14343,,,,,,,,,,,,,,,,6673,,,,,,,
,,,,,1746881830.6427162,,,,,1561.335211533,,,,,,,,,,,14418,,,,,,0.0,,,,,,,,,,6698,,,,,,,
,,,,,1746881830.6450434,,,,400.0,1561.33550417,,,,,,,,,,,14418,,,,,,,,,,,,,,,,6719,,,,,,,
,,,,,1746881835.1091552,,,29.970703,,1561.335992541,,,,,,,,,,,14493,,,,,,,,,,,,,,,,6755,,,,,,,
,,,,,1746881839.5744512,,,,,1561.33603815,,-0.86509985,,,,,,,,,14568,,,,,,,,,,,,,,,,6758,,,,,,,
,,,,,1746881848.5122342,,,,,1561.337343336,,,,,,,,0.087890625,,,14718,,,,,,,,,,,,,,,,6861,,,,,,,
,,,,,1746881852.9753108,,,,,1561.337458783,,,,,,,,,,,14793,,,,,,,,,,,0.0,,,,,6870,,,,,,,
,,,,,1746881852.9771605,,,,,1561.337616045,,,,1.0426245,,,,,,,14793,,,,,,,,,,,,,,,,6882,,,,,,,
,,,,,1746881852.9790862,,,48.66211,,1561.337780832,,,,,,,,,,,14793,,,,,,,,,,,,,,,,6895,,,,,,,
,,,,,1746881857.4429684,,,,,1561.338410835,,,,,,,,,,,14868,,,,,,,,,,,,,,,,6912,,,,0.0073831873,,,
,,,,,1746881857.4433906,,,,,1561.338586959,,,,,,,,,,,14868,,,,,,,,,,,,,4.8690367,,,6920,,,,,,,
,,,,,1746881861.9067035,,,,,1561.33952146,,,,,,,,,,,14943,,,,,,0.0,,,,,,,,,,6943,,,,,,,
,,,,,1746881861.9094608,,,,,1561.339893039,,,,,,,,0.107421875,,,14943,,,,,,,,,,,,,,,,6966,,,,,,,
,,,,,1746881866.3726242,,,,,1561.340046353,,,,,,,,,,,15018,,3.0,,,,,,,,,,,,,,6976,,,,,,,
,,,,,1746881866.374563,,,,,1561.340222221,,,,,,,,,,,15018,,,,,,,,,,,,,9.203112,,,6990,,,,,,,
,,,,,1746881866.3759084,,,,400.0,1561.340341195,,,,,,,,,,,15018,,,,,,,,,,,,,,,,6999,,,,,,,
,,,,,1746881870.8395786,,,,400.0,1561.340795141,,,,,,,,,,,15093,,,,,,,,,,,,,,,,7034,,,,,,,
,,,,,1746881875.3021486,,,,,1561.34087555,,,,,,,,,,416.0,15168,,,,,,,,,,,,,,,,7040,,,,,,,
,,,,,1746881875.3031244,,,,,1561.340980144,,,,,,,,,,,15168,,,,,,0.0,,,,,,,,,,7048,,,,,,,
,,,,2.0010624,1746881875.304409,,,,,1561.341125812,,,,,,,,,,,15168,,,,,,,,,,,,,,,,7058,,,,,,,
,,,,,1746881879.768194,,,,,1561.341375926,,,,,,,,,,,15243,,,,,,,,,,,,,,,,7076,20.0,,,,,,
,,,,,1746881879.7711194,,,,,1561.341663295,,,,,,,,,,,15243,,,0.0,,,,,,,,,,,,,7098,,,,,,,
,,,,,1746881884.233518,,,,,1561.341881742,,,,,,,,,,,15318,,3.0,,,,,,,,,,,,,,7116,,,,,,,
,,,0.063964844,,1746881888.7010295,,,,,1681.370111919,,,,,,,,,,,15393,,,,,,,,,,,,,,,,7156,,,,,,,
,,,,,1746881893.1633813,,,,,1681.370449854,,,,,,,,,,,15468,,,,,,,,,,,,,,,,7182,20.0,,,,,,
,,,,,1746881893.1642563,,,,,1681.370544466,,,,,,,,,,,15468,,,,,0.0003,,,,,,,,,,,7190,,,,,,,
,,,,,1746881893.16448,,,,,1681.370567458,,,,,,,,,,,15468,,,,,,,,,,,,,,,,7192,,,0.045410156,,,,
,,,,,1746881897.628196,,,,,1681.370829577,,-1.8923681,,,,,,,,,15543,,,,,,,,,,,,,,,,7214,,,,,,,
,,,,,1746881897.632797,,,,,1681.371227339,,,,,,,,0.14648438,,,15543,,,,,,,,,,,,,,,,7247,,,,,,,
,,,,,1746882085.3931518,,,,,1801.393508208,,,,,,,,,,,15699,,,,,,,,,,,,,,,,7288,,0.0,,,,,
,,,,,1746882085.3950067,,,,,1801.393781824,,,,0.9708198,,,,,,,15699,,,,,,,,,,,,,,,,7303,,,,,,,
,,,,3.1224737,1746882089.9658697,,,,,1801.394901135,,,,,,,,,,,15774,,,,,,,,,,,,,,,,7339,,,,,,,
,,,,,1746882089.9659057,,3.127178,,,1801.395067493,,,,,,,,,,,15774,,,,,,,,,,,,,,,,7340,,,,,,,
,,,,,1746882089.9659364,,,,,1801.395091356,,,,,,,,,,,15774,,,,,,,,,,,,,0.030576922,,,7341,,,,,,,
,,,,,1746882094.5377338,,,,,1801.395891895,,,,0.98284173,,,,,,,15849,,,,,,,,,,,,,,,,7373,,,,,,,
,,,,,1746882094.539733,,,,,1801.396136337,,,,,,,,,,,15849,0.0,,,,,,,,,,,,,,,7388,,,,,,,
,,,,,1746882099.1958969,,,,400.0,1801.396607853,,,,,,,,,,,15924,,,,,,,,,,,,,,,,7420,,,,,,,
,,,,,1746882103.7667923,,,,,1801.396705527,,,,,,,,,,,15999,,,,,,,,,,,,,,,,7427,28.0,,,,,,
,,,,,1746882103.7668238,,,,,1801.396718794,,,,,,,,,,,15999,,,,,,,,,,,,,,,,7428,,0.0,,,,,
,,,,,1746882103.767925,,,,,1801.39686561,,,,,,,,,,,15999,,,,,,,,,,,,,,,,7438,,,,0.0057399063,,,
,,,,,1746882108.3423486,,,,,1801.39751265,,,,,,,,,,,16074,,,,,,,,,,,,0.78414094,,,,7482,,,,,,,
,,,,,1746882108.3427253,0.0078125,,,,1801.397609982,,,,,,,,,,,16074,,,,,,,,,,,,,,,,7489,,,,,,,
-0.0007610462,,,,,1746882112.9151611,,,,,1801.397902744,,,,,,,,,,,16149,,,,,,,,,,,,,,,,7512,,,,,,,
,,,,,1746882112.9159095,,,,,1801.397956321,,,,,,,,,,,16149,,,,,,,,,,,,,1.9571211,,,7516,,,,,,,
,,0.013228999,,,1746882117.488942,,,,,1801.398741513,,,,,,,,,,,16224,,,,,,,,,,,,,,,,7544,,,,,,,
,,,,,1746882117.4905236,,,,400.0,1801.399110133,,,,,,,,,,,16224,,,,,,,,,,,,,,,,7560,,,,,,,
,,,0.014160156,,1746882122.0616767,,,,,1801.399649964,,,,,,,,,,,16299,,,,,,,,,,,,,,,,7576,,,,,,,
,,,,,1746882122.0626073,,,,,1801.40007718,,,,,,,,,,,16299,,,,,,,,,,,,,0.9431406,,,7586,,,,,,,
,,,,,1746882122.0628629,,,,,1801.400122682,,,,,,,,,,,16299,,,0.0,,,,,,,,,,,,,7589,,,,,,,
,,,,,1746882126.6399047,,,,,1801.400491102,,,,,,,,,,,16374,,,,,,,1536000.0,,,,,,,,,7615,,,,,,,
,,,,,1746882131.216967,,,,,1921.429379403,,,,,,,,,,,16449,,,,,,,,,,,,,,,,7648,,,,0.014640688,,,
,,,,,1746882131.218851,,,,,1921.429603846,,,,,,,,,,,16449,,,,0.0,,,,,,,,,,,,7663,,,,,,,
,,,,,1746882135.794142,,,,400.0,1921.430107538,,,,,,,,,,,16524,,,,,,,,,,,,,,,,7700,,,,,,,
,,,,,1746882140.3697011,,,,,1921.430363881,,,,,,,,,,,16599,,,,,,,1996800.0,,,,,,,,,7720,,,,,,,
,,,,,1746882140.3706417,,,,,1921.430461088,,,,,,,,,,,16599,,,,,,,,,,,,0.88105726,,,,7727,,,,,,,
,,,,,1746882144.9469154,,,,,1921.43093684,,,,,,,,,,,16674,,,,,,,,,,,,0.7577092,,,,7762,,,,,,,
,,,,,1746882144.9474409,,,,,1921.43101664,,,,,,,,,,,16674,,,,,,,,,,,,,,,0.0,7767,,,,,,,
,,,,,1746882149.5220296,,,,,1921.431866053,,,,,,,,,1125.0,,16749,,,,,,,,,,,,,,,,7791,,,,,,,
,,,,,1746882154.0964448,,,,,1921.433311134,,,,0.9295815,,,,,,,16824,,,,,,,,,,,,,,,,7828,,,,,,,
,,,,,1746882154.0975223,,,,,1921.433439762,,,,,,,,,,,16824,,,,0.0,,,,,,,,,,,,7838,,,,,,,
,,,,,1746882158.6717436,,,,,1921.433735054,,,,,,,,,,,16899,,,,,,,2611200.0,,,,,,,,,7860,,,,,,,
,,,,,1746882167.8261383,,,,,1921.434806046,,,,,,,,,,,17049,,,,,,,,,,,,,,,,7938,,,,,0.01754386,,
,,,,,1746882167.8273497,,,,,1921.434933559,,,,,,,,0.20507812,,,17049,,,,,,,,,,,,,,,,7947,,,,,,,
,,0.041105907,,,1746882176.9814818,,,,,1921.435639685,,,,,,,,,,,17199,,,,,,,,,,,,,,,,7999,,,,,,,
,,,,,1746882181.5589345,,,,,1921.435939175,,,,,,,,,,,17274,,,,,,,,,,,,,,,,8024,,,,,,,96.0
,,,,,1746882190.715779,,,,,1921.438193603,,,,,,,,,,,17424,,,,,,,,,,,,,48.901127,,,8111,,,,,,,
,,,,,1746882195.289706,,,,,1921.438352364,,-4.978237,,,,,,,,,17499,,,,,,,,,,,,,,,,8124,,,,,,,
,,,,,1746882195.2916696,,,,,1921.438550579,,,,,,,,,1875.0,,17499,,,,,,,,,,,,,,,,8141,,,,,,,
,,,,,1746882199.872802,0.0078125,,,,1921.439123276,,,,,,,,,,,17574,,,,,,,,,,,,,,,,8189,,,,,,,
,,,,,1746882199.8733058,,,,,1921.439161323,,,,,,,,0.29296875,,,17574,,,,,,,,,,,,,,,,8192,,,,,,,
,,,,,1746882204.4463677,,,,,1921.439198848,26.48605,,,,,,,,,,17649,,,,,,,,,,,,,,,,8195,,,,,,,
,,,,,1746882204.4469419,,,,,1921.439248626,,,,,,,,,,,17649,,,,,,,,,,,,,,,,8199,,,,,,,88.0
,,,,1.8133869,1746882213.6032712,,,,,1921.440287075,,,,,,,,,,,17799,,,,,,,,,,,,,,,,8284,,,,,,,
,,,,,1746882213.6035638,,,,,1921.440311515,,,,,,,,,,,17799,,,,,,,,,,,,,63.672268,,,8286,,,,,,,
