_step,_runtime,General/env_index,global_step,_timestamp,Scaled_returns/evaluation_4__easy_layout_scaled,reward,Scaled_returns/evaluation_1__square_arena_scaled,General/explore,General/learning_rate,Losses/entropy,Losses/actor_loss,returned_episode_returns,General/env_step,Scaled_returns/evaluation_5__cramped_room_scaled,returned_episode,General/shaped_reward_annealed_agent0,Losses/value_loss,General/shaped_reward_agent1,Evaluation/0__smallest_kitchen,Evaluation/5__cramped_room,Advantage_Targets/targets,General/shaped_reward_agent0,Scaled_returns/returned_episode_returns_scaled,Losses/total_loss,Scaled_returns/evaluation_2__asymm_advantages_scaled,Evaluation/1__square_arena,Evaluation/3__no_cooperation,Losses/reg_loss,Evaluation/2__asymm_advantages,Scaled_returns/evaluation_0__smallest_kitchen_scaled,General/steps_for_env,Evaluation/4__easy_layout,General/update_step,explore,Scaled_returns/evaluation_3__no_cooperation_scaled,General/shaped_reward_annealed_agent1,returned_episode_lengths,Advantage_Targets/advantages
4150,961.114241498,,8937,1746881186.3337564,,,,,,,-0.0028081613,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,961.114430759,,8937,1746881186.3353436,,,,,,,,,,,,,,,,,,,0.008195382,,,,,,,,,,,,,,,
4169,961.114466803,,9012,1746881191.0794427,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,
4187,961.114668976,,9012,1746881191.0806284,,,,,,,,,,,,,,,,,,,,,,,,1.4372599,,,,,,,,,,
4200,961.114817185,,9012,1746881191.0823824,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,961.114986257,,9087,1746881195.827059,,,,,,,,,,,,,,0.025878906,,,,,,,,,,,,,,,,,,,,
4233,961.11519086,,9087,1746881195.828859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,
4240,961.115274498,,9162,1746881200.5731206,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,
4294,961.116240118,,9237,1746881205.322161,,,,,,,,,,,,,0.44583356,,,,,,,,,,,,,,,,,,,,,
4306,961.116606818,,9237,1746881205.3230257,,,,,,,,,,,,,,,,,,,0.010970196,,,,,,,,,,,,,,,
4324,961.117130037,,9312,1746881210.0684862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,
4326,961.117155519,,9312,1746881210.068553,,,,,,1.0821993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,961.117190134,,9312,1746881210.069251,,,,,,,,,,,,,2.59694,,,,,,,,,,,,,,,,,,,,,
4333,961.117242258,,9312,1746881210.0693889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
4356,961.117516249,,9387,1746881214.8148396,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
4372,961.117703275,,9387,1746881214.8161657,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,
4382,961.117821274,,9462,1746881219.562008,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4401,961.11804996,,9462,1746881219.5639627,,,0.5096525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,961.11890569,,9612,1746881229.058622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,
4479,961.118915765,,9612,1746881229.058652,,,,,,,,32.490234,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,961.11902579,,9687,1746881233.9087799,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
4494,961.119082013,,9687,1746881233.908945,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
4508,961.119232372,,9687,1746881233.9105778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
4539,961.119949453,,9762,1746881238.6575646,,,,,,,,,,,,,7.1395235,,,,,,,,,,,,,,,,,,,,,
4592,961.121138953,,9912,1746881248.1505642,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4662,961.121944192,,10062,1746881257.6457782,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4722,961.122623507,,10137,1746881262.3954926,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,
4739,961.122814373,,10212,1746881267.1415818,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
4741,961.122836909,,10212,1746881267.1416395,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
4758,961.123032969,,10212,1746881267.1427934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,
4772,961.123397911,,10287,1746881271.8888032,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,961.123458136,,10287,1746881271.888896,,,,,,,,,,,,,,0.1303711,,,,,,,,,,,,,,,,,,,,
4823,961.124754873,,10362,1746881276.638787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
4830,961.124841955,,10362,1746881276.6395562,,0.13671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,961.125052227,,10437,1746881281.3860414,,,,,,,,,,,,,,,,,,,,,,,,,,,5376000.0,,,,,,,
4857,961.125157819,,10437,1746881281.3868794,,,,,,,,,,,,,,,,,,,,,0.21145374,,,,,,,,,,,,,
4860,961.125190793,,10437,1746881281.3872766,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4893,1081.144399747,,10512,1746881286.1355324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
4910,1081.144821351,2.0,10587,1746881290.8818817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,1081.14496316,,10587,1746881290.8825378,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
4923,1081.145420378,,10587,1746881290.883433,,,,,,,,,,,,,,,,,,,,14.130079,,,,,,,,,,,,,,
4947,1081.145719049,,10662,1746881295.629955,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,1081.145767899,,10662,1746881295.6307635,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
4970,1081.145990484,,10662,1746881295.632263,,0.20507812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,1081.146073223,,10737,1746881300.3787243,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
4994,1081.146274221,,10737,1746881300.38068,,,,,,,,,,,,,27.14436,,,,,,,,,,,,,,,,,,,,,
5024,1081.146630304,,10812,1746881305.1286507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,
5046,1081.146879143,,10887,1746881309.8754013,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,
5073,1081.147182429,,10887,1746881309.8780391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,
5077,1081.147228453,,10962,1746881314.6230001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9522996
5149,1081.149081911,,11112,1746881324.1183093,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,,,,,
5156,1081.149165252,,11112,1746881324.1185308,,,,,,,,,6758400.0,,,,,,,,,,,,,,,,,,,,,,,,,
5181,1081.149468415,,11112,1746881324.1208782,,,,,,,,,,,,,,,,,,,0.2616069,,,,,,,,,,,,,,,
5195,1081.149626133,,11187,1746881328.8680832,,,,,,,,,,,,,,0.17333984,,,,,,,,,,,,,,,,,,,,
5205,1081.149741876,,11187,1746881328.8689978,,,,,,,,,,,,,,,,,,,,,,,,,,0.92913383,,,,,,,,
5208,1081.149775864,,11187,1746881328.869096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
5217,1081.149879118,,11262,1746881333.615061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3021774
5218,1081.149891885,,11262,1746881333.6151085,,,,,,,,,,,,,,,,,20.625511,,,,,,,,,,,,,,,,,
5231,1081.150035892,,11262,1746881333.6161973,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
5258,1081.150343025,,11337,1746881338.3637214,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
5264,1081.150412391,,11337,1746881338.3646467,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5289,1081.150695433,,11412,1746881343.1124532,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,,,,,
5317,1081.151013146,,11412,1746881343.1147041,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,
5324,1081.151093415,,11487,1746881347.860627,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,
5373,1081.1521462,,11562,1746881352.6095412,,,,,,,,,,,,,,,,,,,,,,,,,,,7680000.0,,,,,,,
5397,1081.152776273,,11637,1746881357.357089,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
5405,1081.152872717,,11637,1746881357.3577325,,,,,,,,,,,,,,0.18457031,,,,,,,,,,,,,,,,,,,,
5421,1081.153057462,,11637,1746881357.3590515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
5448,1081.153371484,,11712,1746881362.1070065,,,,,,,,,,,,,,,,,,,,24.024963,,,,,,,,,,,,,,
5487,1201.173356568,,11793,1746881489.8024182,,,0.49420848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,1201.173431787,,11793,1746881489.8025854,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,
5502,1201.173543937,,11868,1746881494.2599573,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,
5520,1201.173750968,,11868,1746881494.2616975,,,,,,,,,,,,,0.016016357,,,,,,,,,,,,,,,,,,,,,
5564,1201.174259364,,11943,1746881498.7213645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,
5565,1201.174270664,,11943,1746881498.72139,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,1201.174893871,,12018,1746881503.1792555,,,,,,,,,,,,,,,,,,,,,,,,,,,614400.0,,,,,,,
5590,1201.175027582,,12018,1746881503.1794121,,,,,,,,,,,,,0.0586367,,,,,,,,,,,,,,,,,,,,,
5684,1201.176673572,,12243,1746881516.5635648,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5697,1201.176834719,,12243,1746881516.5650878,,,0.46332046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5748,1201.177475327,,12393,1746881525.4876428,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
5788,1321.196174651,,12468,1746881529.9537144,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,1321.196416948,,12468,1746881529.9556744,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5826,1321.196655467,,12543,1746881534.4182093,,,,,,,,,,,,,,0.013183594,,,,,,,,,,,,,,,,,,,,
5838,1321.196796175,,12543,1746881534.4191787,,,,,,,,,,,,,,,,,,,,,0.29955947,,,,,,,,,,,,,
5845,1321.197090335,,12543,1746881534.419638,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,1321.197140924,,12543,1746881534.4199302,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
5884,1321.198441272,,12693,1746881543.344117,,,,,,,,,,,,,,,,,0.3104254,,,,,,,,,,,,,,,,,
5886,1321.198466478,,12693,1746881543.344197,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,
5951,1321.199229123,,12768,1746881547.8099928,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5953,1321.199252081,,12843,1746881552.26935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08543463
5960,1321.199336169,,12843,1746881552.269607,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
5990,1321.199684562,,12918,1746881556.8366249,,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,
6048,1321.200374575,,12993,1746881561.2998216,,,,,,,,,,,,,,,,,,,,,0.30837002,,,,,,,,,,,,,
6077,1321.200697351,,13068,1746881565.7607677,,,,,,1.1264477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6092,1321.201059666,,13068,1746881565.7622535,,,,,,,,,,,,,,,,,,,4.283169e-05,,,,,,,,,,,,,,,
6094,1321.20110203,,13143,1746881570.220874,,,,,,,,,,,,,,,,,0.28629175,,,,,,,,,,,,,,,,,
6170,1321.202658123,,13293,1746881579.144657,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
6185,1321.202829634,,13293,1746881579.1463625,,,,,,,,,,,,,0.049614623,,,,,,,,,,,,,,,,,,,,,
6190,1321.202886997,,13293,1746881579.1465313,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220,1321.203230456,,13368,1746881583.6092143,,,,,,,,,,,,,1.6571195,,,,,,,,,,,,,,,,,,,,,
6231,1321.203360143,,13368,1746881583.610246,,0.01953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,1321.203452855,,13443,1746881588.0700343,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
6271,1321.203829542,,13518,1746881592.5324507,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,
6328,1321.204782569,,13593,1746881596.9970386,,,,,,,,,,,,,,,,,,,,,0.29955947,,,,,,,,,,,,,
6329,1321.204801939,,13593,1746881596.997077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01754386,,,
6336,1321.204949728,,13593,1746881596.997882,,0.0390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360,1321.205537834,,13668,1746881601.4593222,,,,,,,,,,,,,2.5693524,,,,,,,,,,,,,,,,,,,,,
6372,1321.205906066,,13668,1746881601.4601028,,,,,,,,,,,,,,,,,,,0.09838439,,,,,,,,,,,,,,,
6383,1321.206034726,,13743,1746881605.92121,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386,1321.206071928,,13743,1746881605.9213006,,,,,,,,,,,,,,0.038085938,,,,,,,,,,,,,,,,,,,,
6418,1321.206446398,,13818,1746881610.3842602,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6422,1321.206492921,,13818,1746881610.3849773,,,,,,,,,,,,0.009939875,,,,,,,,,,,,,,,,,,,,,,
6432,1321.206610403,,13818,1746881610.3857799,,,0.24710424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,1321.206667355,,13818,1746881610.3860538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
6441,1321.206714272,,13818,1746881610.3869205,,0.048828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6520,1321.207608916,,14043,1746881623.7741246,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
6524,1321.207654987,,14043,1746881623.7748048,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6525,1321.207665596,,14043,1746881623.7748387,,,,,,,,,,,,,,,,,,0.033691406,,,,,,,,,,,,,,,,
6529,1321.207709587,,14043,1746881623.7749631,,,,,,,,,,,,,,,,,,,,,,,,,,,4761600.0,,,,,,,
6541,1321.207848264,,14043,1746881623.7762022,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6562,1321.2080873,,14118,1746881628.2391608,,,,,,,,,,,,0.013565249,,,,,,,,,,,,,,,,,,,,,,
6617,1321.209262868,,14193,1746881632.7039561,,,,,,,,,,,,,,,,,,,0.23587412,,,,,,,,,,,,,,,
6633,1321.209781872,,14268,1746881637.1655946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023412561,,
6635,1321.20980855,,14268,1746881637.1656606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550.0,,,,,
6665,1321.210172036,,14343,1746881641.6284451,,,,,,,,,,,,,,,,,,0.041992188,,,,,,,,,,,,,,,,
6671,1321.210242385,,14343,1746881641.6286428,,,,,,,-0.0013367641,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672,1321.210253799,,14343,1746881641.6286716,,,,,,1.0779378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684,1321.21039453,,14343,1746881641.6299329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,
6760,1441.232888972,,14568,1746881655.0168247,,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,,,
6761,1441.232900258,,14568,1746881655.0168695,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,
6779,1441.233118216,,14568,1746881655.0186925,,,,,,,,,,,,,,,,,,,,9.702326,,,,,,,,,,,,,,
6786,1441.23320947,,14568,1746881655.0189354,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6814,1441.23353861,,14643,1746881659.4814866,,,,,,,,,,,,,,,,,,,,11.746371,,,,,,,,,,,,,,
6838,1441.233815808,,14718,1746881663.943587,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6860,1441.234098748,,14718,1746881663.9459324,,,,,,,,73.79883,,,,,,,,,,,,,,,,,,,,,,,,,,
6868,1441.234200099,,14793,1746881668.407221,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,
6884,1441.234401993,,14793,1746881668.4090717,,,,,,,,,,,,,,,,,,,,13.542572,,,,,,,,,,,,,,
6944,1441.235752967,,14943,1746881677.334249,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6949,1441.236050162,,14943,1746881677.3348076,,,,,,,,,,,,,,,,,,,,,,,,,,,6604800.0,,,,,,,
6959,1441.236171656,,14943,1746881677.3357842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2631579,,,
6963,1441.236220288,,14943,1746881677.335913,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,
6966,1441.236256909,,14943,1746881677.336479,,0.18554688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6975,1441.236368612,,15018,1746881681.7967339,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
6978,1441.236403435,,15018,1746881681.7968278,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6995,1441.236604498,,15018,1746881681.7989497,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6996,1441.236616011,,15018,1746881681.7989786,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7002,1441.23668427,,15018,1746881681.7994266,,,,,,,,,,,,,,,,,,,0.41088438,,,,,,,,,,,,,,,
7074,1441.237516424,,15243,1746881695.1855464,,,,,,,,,,,,,,,,,14.634914,,,,,,,,,,,,,,,,,
7096,1441.237770249,,15243,1746881695.1875393,,,,,,,,,,,,,,,,,,,,,,,,,,0.37795275,,,,,,,,
7167,1441.238780632,,15393,1746881704.1154294,,,0.2162162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7238,1441.240280148,,15543,1746881713.042559,,,,,,,,,,,,,,,,,,,,,0.29955947,,,,,,,,,,,,,
7246,1441.240378626,,15543,1746881713.043413,,0.22460938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7324,1561.258648426,,15774,1746881858.1395907,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,
7325,1561.258659379,,15774,1746881858.1396236,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
7333,1561.258748453,,15774,1746881858.1406553,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
7344,1561.258877789,,15774,1746881858.1414933,,,,,,,,,,,,,,,,,,,,,0.29955947,,,,,,,,,,,,,
7355,1561.259003116,,15849,1746881862.7333348,,,,,,,,,,,,,,,,,0.0905087,,,,,,,,,,,,,,,,,
7402,1561.259538373,,15924,1746881867.3280735,,,,,,,,,,,,,,0.0029296875,,,,,,,,,,,,,,,,,,,,
7430,1561.259855788,,15999,1746881871.9205213,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
7466,1561.260470956,,16074,1746881876.5149112,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
7540,1681.28418471,,16224,1746881885.7971053,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7549,1681.284384605,,16224,1746881885.797553,,,,,,,,,,,,,,,,,,,,,,,,4.7994566,,,,,,,,,,
7579,1681.285335007,,16299,1746881890.3910098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010100781,,
7619,1681.285820801,,16374,1746881894.9857292,,,,,,,,,,,,,,,,,,,,,,,,2.163437,,,,,,,,,,
7623,1681.285869015,,16374,1746881894.986446,,,0.16988416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7625,1681.285894017,,16374,1746881894.9865084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4385965,,,
7635,1681.286005772,,16449,1746881899.577721,,,,,,,,,,,,,,,,,0.66361463,,,,,,,,,,,,,,,,,
7688,1681.28662458,,16524,1746881904.1726298,,,,,,1.0718575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703,1681.286795004,,16524,1746881904.1742725,,,,,,,,,,,,,,,,,,,0.028711837,,,,,,,,,,,,,,,
7716,1681.286943271,,16599,1746881908.7662814,,,,,,,,,,,,,,,,,,0.013671875,,,,,,,,,,,,,,,,
7783,1681.287945405,,16749,1746881917.9527335,,,,,,,,,2304000.0,,,,,,,,,,,,,,,,,,,,,,,,,
7796,1681.288232583,,16749,1746881917.9544947,,,,,,,,,,,,,3.2754335,,,,,,,,,,,,,,,,,,,,,
7808,1681.288585917,,16749,1746881917.9554482,,,,,,,,,,,,,,,,,,,0.09194089,,,,,,,,,,,,,,,
7843,1681.289346028,,16824,1746881922.549633,,,,,,,,,,,,,,,,,,,0.120832734,,,,,,,,,,,,,,,
7852,1681.289452835,4.0,16899,1746881927.1403742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7874,1681.289701783,,16899,1746881927.1427193,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,
7886,1681.289837484,,16974,1746881931.7336261,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
7890,1681.2898841,,16974,1746881931.7343965,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7916,1681.290182632,,17049,1746881936.3273265,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,
7918,1681.290204078,,17049,1746881936.3273842,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,
7965,1681.290745345,,17124,1746881940.9222522,,,,,,,,,,,,,,,,,,,,,,,,,,,3072000.0,,,,,,,
7967,1681.290766326,,17124,1746881940.9223087,,,,,,,-0.0019194938,,,,,,,,,,,,,,,,,,,,,,,,,,,
7989,1681.291018616,,17199,1746881945.5155864,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,
8052,1681.292109406,,17274,1746881950.1122222,,0.17578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8081,1681.292873285,,17349,1746881954.7056851,0.4423963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8132,1681.293505588,4.0,17499,1746881963.8939822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8166,1681.293891114,,17574,1746881968.4885232,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
8177,1681.294014402,,17574,1746881968.489535,,,,,,,-0.001266927,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180,1681.294048774,,17574,1746881968.490113,,,,,,,,,,,,,,,,,,,,20.004906,,,,,,,,,,,,,,
8205,1681.294336351,,17649,1746881973.0825164,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8230,1681.294622165,,17724,1746881977.6748314,,,,,,,,,,,,,,,,,21.358501,,,,,,,,,,,,,,,,,
8249,1681.294831376,,17724,1746881977.6762412,,,,,,,,,,,,,,,,,,,,,,,,1.8643379,,,,,,,,,,
8263,1681.294992165,,17724,1746881977.6777318,,,,,,,,,,,,,,,,,,,0.55871075,,,,,,,,,,,,,,,
8266,1681.295028112,,17799,1746881982.2681937,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,
8282,1681.295469793,,17799,1746881982.2693787,,,,,,,-0.0026376669,,,,,,,,,,,,,,,,,,,,,,,,,,,
8301,1681.295881941,,17874,1746881986.8611526,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,
8321,1681.296465176,,17874,1746881986.8628337,,,,,,,,,,,,,42.42614,,,,,,,,,,,,,,,,,,,,,
8327,1681.296539503,,17874,1746881986.86329,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8334,1681.296620177,,17949,1746881991.4544806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2111235
8356,1681.296869882,,17949,1746881991.4564595,,,,,,,,,,,,,65.3431,,,,,,,,,,,,,,,,,,,,,
8387,1681.29721512,,18024,1746881996.0489895,,,,,,,-0.0019963877,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408,1681.297460562,,18099,1746882000.641541,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,
8508,1801.322941604,,18249,1746882009.83284,,,,,,,,,,,,,,,,,,,0.6738281,,,,,,,,,,,,,,,
8514,1801.323011239,,18324,1746882014.4242637,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,
8599,1801.32490833,,18474,1746882023.609895,,,,,,,,,,,,,,,,,,,,,,,,1.9289938,,,,,,,,,,
8608,1801.325031353,,18474,1746882023.6109548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
8631,1801.325328421,,18549,1746882028.2016637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925.0,,,,,
8634,1801.325363767,,18549,1746882028.202267,,,,,,,,,,,,,,,,,,,,,,,,2.53769,,,,,,,,,,
8639,1801.32542493,,18549,1746882028.202425,,,,,,,,,,,,,,,,,,,,,0.3171806,,,,,,,,,,,,,
8640,1801.325436097,,18549,1746882028.2024543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36842105,,,
8656,1801.325619952,,18624,1746882032.7924592,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
8670,1801.325783844,,18624,1746882032.794045,,,,,,,,,,,,,,,,,,,,39.125813,,,,,,,,,,,,,,
8672,1801.325807425,,18624,1746882032.794112,,,,,,,,,,,,,,,,,,,,,,,,,,0.5826772,,,,,,,,
8723,1801.326396359,,18774,1746882041.9766548,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,
8770,1801.326927593,,18849,1746882046.5691953,,,,,,,,,,,,,,,,,,,,,,,,,,,6604800.0,,,,,,,
8774,1801.326973037,,18849,1746882046.5693269,,,,,,,,,,,,,,,,,,,,,,,,2.0629983,,,,,,,,,,
8845,1801.32842099,,18999,1746882055.7540329,,,,,,,,,,,,,,,,,,,,46.335526,,,,,,,,,,,,,,
8850,1801.328572914,,18999,1746882055.754683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4385965,,,
8858,1801.328933961,,18999,1746882055.7553885,,,,,,,,,,,,,,,,,,,0.73728216,,,,,,,,,,,,,,,
8868,1801.329055063,,19074,1746882060.3452976,,,,,,,,,7065600.0,,,,,,,,,,,,,,,,,,,,,,,,,
8886,1801.32926589,,19074,1746882060.3475926,0.7373272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8898,1801.329408985,,19149,1746882064.937182,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,
