task_2_2__no_cooperation,General/shaped_reward_annealed_agent0,Advantage_Targets/targets,task_5_5__asymm_advantages,Scaled_returns/evaluation_5__asymm_advantages_scaled,Evaluation/0__smallest_kitchen,_timestamp,_runtime,General/shaped_reward_annealed_agent1,Evaluation/1__square_arena,Evaluation/4__cramped_room,Scaled_returns/evaluation_1__square_arena_scaled,General/learning_rate,Losses/total_loss,General/env_step,Evaluation/2__no_cooperation,explore,Evaluation/5__asymm_advantages,Scaled_returns/evaluation_4__cramped_room_scaled,Losses/actor_loss,returned_episode,Advantage_Targets/advantages,General/explore,General/shaped_reward_agent0,Losses/value_loss,Scaled_returns/evaluation_2__no_cooperation_scaled,Scaled_returns/evaluation_0__smallest_kitchen_scaled,Losses/reg_loss,returned_episode_returns,returned_episode_lengths,_step,Evaluation/3__easy_layout,Losses/entropy,General/env_index,General/update_step,General/steps_for_env,reward,global_step,task_1_1__square_arena,task_4_4__cramped_room,task_0_0__smallest_kitchen,Scaled_returns/returned_episode_returns_scaled,Scaled_returns/evaluation_3__easy_layout_scaled,General/shaped_reward_agent1,task_3_3__easy_layout
,,,,,,1746881307.005954,1081.140288243,,,,,,,,,,,,,,,,,,,,,,,4985,,,,,,,10737.0,,,,,,0.0,
,,0.0017347552,,,,1746881311.4786603,1081.140560273,,,,,,,,,,,,,,,,,,,,,,,5008,,,,,,,10812.0,,,,,,,
,,,,,,1746881311.4795067,1081.140699825,,,,,,,,,,,,,,,,,,,,,,,5020,,,,,,,10812.0,,,,,,0.0,
,,0.0013426829,,,,1746881315.9526699,1081.140964915,,,,,,,,,,,,,,,,,,,,,,,5043,,,,,,,10887.0,,,,,,,
,,,,,,1746881315.9538925,1081.14118017,,,,,,,,,,,,,,,,,,,,,,,5061,,0.020209536,,,,,10887.0,,,,,,,
,,,,,,1746881320.4270205,1081.141418049,,,,,,,,0.0,,,,,,,,,,,,,,,5081,,,,,,,10962.0,,,,,,,
,,0.0009393554,,,,1746881324.9012196,1081.141790956,,,,,,,,,,,,,,,,,,,,,,,5113,,,,,,,11037.0,,,,,,,
,,,,,,1746881329.3764336,1081.142242891,,,0.0,,,,,,,,,,,,,,,,,,,,5153,,,,,,,11112.0,,,,,,,
,,,,,,1746881329.3784015,1081.142853261,,,,,,,,,,,,,,,,,,,0.8976378,,,,5170,,,,,,,11112.0,,,,,,,
,,,,,,1746881333.8534586,1081.143878178,,,,,,,,,,,0.0,,,,,,,,,,,,5209,,,,,,,11187.0,,,,,,,
,,,,,,1746881338.3278263,1081.144094344,,,,,0.0003,,,,,,,,,,,,,,,,,,5228,,,,,,,11262.0,,,,,,,
,,,,,,1746881342.8024864,1081.144428715,,,,,,,,0.0,,,,,,,,,,,,,,,5256,,,,,,,11337.0,,,,,,,
,,,,,,1746881342.804717,1081.144683553,,,,,,,,,,,0.0,,,,,,,,,,,,5279,,,,,,,11337.0,,,,,,,
,,,,,,1746881356.2290099,1081.145817553,,,,,,1.3563242,,,,,,,,,,,,,,,,,5378,,,,,,,11562.0,,,,,,,
,,,,,,1746881356.229648,1081.145920091,,,,,,,,,,,,,0.0078125,,,,,,,,,,5387,,,,,,,11562.0,,,,,,,
,,,,,,1746881360.7018714,1081.146063192,,,,,,,,,,,,,,,,,,,,,,,5400,,,2.0,,,,11637.0,,,,,,,
,,,,,,1746881360.7026322,1081.146118363,,,,,,,,,,,,,,,,,,,,,,,5405,,,,,,,11637.0,,,,,,0.0,
,,,,,,1746881360.7038703,1081.146623833,,,,,,,,,,,,,0.0078125,,,,,,,,,,5422,,,,,,,11637.0,,,,,,,
,,0.00076440803,,,,1746881365.176271,1081.146746361,,,,,,,,,,,,,,,,,,,,,,,5428,,,,,,,11712.0,,,,,,,
,,,,,,1746881492.6959472,1201.168077875,,,,,,,,,,,0.0,,,,,,,,,,,,5490,,,,,,,11793.0,,,,,,,
,,,,,,1746881497.3271143,1201.168268583,,,,,,,,,,0.0,,,,,,,,,,,,,5505,,,,,,,11868.0,,,,,,,
,,,,,,1746881501.9644535,1201.168769108,0.0,,,,,,,,,,,,,,,,,,,,,,5548,,,,,,,11943.0,,,,,,,
,,,,,,1746881506.6073952,1201.169286806,,,,0.06177606,,,,,,,,,,,,,,,,,,,5592,,,,,,,12018.0,,,,,,,
,,,,,,1746881511.2491803,1201.169658235,,,,,,0.006279954,,,,,,,,,,,,,,,,,5624,,,,,,,12093.0,,,,,,,
,,,,,,1746881515.8906868,1201.169974532,,,,,0.0003,,,,,,,,,,,,,,,,,,5649,,,,,,,12168.0,,,,,,,
,,,,,216.0,1746881520.5311022,1201.170824639,,,,,,,,,,,,,,,,,,,,,,,5675,,,,,,,12243.0,,,,,,,
,,,,,,1746881520.5311878,1201.170989468,,,,,,,,,,,,,,,,,,,,,,,5678,0.0,,,,,,12243.0,,,,,,,
,,,,,,1746881520.5319936,1201.171535307,,,,,,,,,,,,,,,,,,,,,,,5689,,,,,1075200.0,,12243.0,,,,,,,
,,,,,188.0,1746881529.816179,1201.172223286,,,,,,,,,,,,,,,,,,,,,,,5745,,,,,,,12393.0,,,,,,,
,,,,,,1746881534.460704,1321.191417961,,,,,,,,,,,,,,,,,,,,,,,5795,,,,750.0,,,12468.0,,,,,,,
,,,,,,1746881534.461276,1321.191507282,,,,0.046332046,,,,,,,,,,,,,,,,,,,5802,,,,,,,12468.0,,,,,,,
,,,,,,1746881539.1049643,1321.191673102,,20.0,,,,,,,,,,,,,,,,,,,,,5816,,,,,,,12543.0,,,,,,,
,,,,,,1746881543.7502573,1321.192626065,,,,,,,,,,,,,,,,,,,,,,,5861,,,,,,,12618.0,,,,,,0.0,
,,,,,,1746881548.3940318,1321.193743806,,,,,,0.01472546,,,,,,,,,,,,,,,,,5904,,,,,,,12693.0,,,,,,,
,,,,,,1746881557.6786847,1321.194554741,,,,,,0.00553724,,,,,,,,,,,,,,,,,5974,,,,,,,12843.0,,,,,,,
,,,,,,1746881557.6796265,1321.194658579,,,,,,,,,,,,,0.0078125,,,,,,,,,,5983,,,,,,,12843.0,,,,,,,
,,,,,,1746881562.429719,1321.194935167,,,,,,,,,,,,,,,,,,,,,,,6007,,0.7172562,,,,,12918.0,,,,,,,
,,,,,,1746881562.4302082,1321.194981957,,,,,,,,,,,,,,,,,,,0.4566929,,,,6011,,,,,,,12918.0,,,,,,,
,,,,,,1746881567.07345,1321.195415932,,,,,,,,,,,,,,,,,,,,,,,6049,,,,,,,12993.0,,,,,0.0,,
,,,,,,1746881571.7147448,1321.195693614,0.0,,,,,,,,,,,,,,,,,,,,,,6073,,,,,,,13068.0,,,,,,,
,,,,,,1746881571.7165496,1321.196142369,,,,,,,,,,,,,,,,,,,,,,400.0,6089,,,,,,,13068.0,,,,,,,
,,,,,,1746881571.716641,1321.19623236,,,,,,,,,,,,,,,,,,,,,,,6092,,,,,,,13068.0,,,,0.0,,,
,,,,,,1746881576.3586643,1321.196946921,,,,,,0.013801528,,,,,,,,,,,,,,,,,6114,,,,,,,13143.0,,,,,,,
,,,,,,1746881576.3587809,1321.197335164,,,,0.015444015,,,,,,,,,,,,,,,,,,,6117,,,,,,,13143.0,,,,,,,
,,,,,,1746881580.9996743,1321.197534032,,,,,,,,,,,,,,,,,,,,,,,6133,0.0,,,,,,13218.0,,,,,,,
,,,,,,1746881581.0010662,1321.197740512,,,,,,,,,,,,,,,,,1.5262713e-06,,,,,,6150,,,,,,,13218.0,,,,,,,
,,,,0.0,,1746881581.001862,1321.197807991,,,,,,,,,,,,,,,,,,,,,,,6156,,,,,,,13218.0,,,,,,,
,,,,,,1746881585.6448872,1321.198035523,,,,,,,,,,,,,,,,,,,,,,,6176,,,,,,,13293.0,,,,,,0.0,
,0.0,,,,,1746881585.644917,1321.198046887,,,,,,,,,,,,,,,,,,,,,,,6177,,,,,,,13293.0,,,,,,,
,,,,,,1746881585.6459048,1321.198166789,,,,0.0,,,,,,,,,,,,,,,,,,,6187,,,,,,,13293.0,,,,,,,
,,,,,,1746881590.2870152,1321.198422591,,,,,0.0003,,,,,,,,,,,,,,,,,,6209,,,,,,,13368.0,,,,,,,
,,,,,,1746881594.930217,1321.198796357,,,,,,,,,,,,,,,0.0,,,,,,,,6243,,,,,,,13443.0,,,,,,,
,,,,,,1746881594.9318564,1321.198915678,,,,,,0.0040279026,,,,,,,,,,,,,,,,,6254,,,,,,,13443.0,,,,,,,
,,,,,,1746881599.5764008,1321.199420278,,,,,,,,,,,,,,,,,,,,,,400.0,6299,,,,,,,13518.0,,,,,,,
,0.0,,,,,1746881604.2192996,1321.199833699,,,,,,,,,,,,,,,,,,,,,,,6317,,,,,,,13593.0,,,,,,,
,,,,,,1746881613.5068238,1321.201409255,,,,,,,,,,,,,,,,,,,,,,,6399,,,,,,,13743.0,,,,,0.0,,
,,,,,,1746881618.1497371,1321.201747511,,,,,,0.0038979729,,,,,,,,,,,,,,,,,6429,,,,,,,13818.0,,,,,,,
,,,,,,1746881618.1499696,1321.201758781,,,,,,,,,,,,,,,,,4.6909227e-07,,,,,,6430,,,,,,,13818.0,,,,,,,
,,,,,,1746881622.793893,1321.201990242,,,,,,,,,,,,,,,,,,,,,,,6451,,,3.0,,,,13893.0,,,,,,,
,,,,,,1746881627.437817,1321.202444692,,,,,,,,,,,,,,,,,,,,,,,6491,,,,,,,13968.0,,,,,,0.0,
,,,,,,1746881627.4387295,1321.202578753,,,,,,,,,,,,,,,,,,0.0,,,,,6503,,,,,,,13968.0,,,,,,,
,,,,,,1746881632.080193,1321.202688788,,,,,,,,,,,,,,-0.0017712548,,,,,,,,,6513,,,,,,,14043.0,,,,,,,
,,,,,,1746881632.0825338,1321.203014193,,,,,,,,,0.0,,,,,,,,,,,,,,6542,,,,,,,14043.0,,,,,,,
,,,,,,1746881641.360609,1321.204082519,,,,,,,,,,,,,,,,,,,,,,,6588,0.0,,,,,,14193.0,,,,,,,
,,,,,,1746881641.3606756,1321.204138063,,,,,,,,,,0.0,,,,,,,,,,,,,6590,,,,,,,14193.0,,,,,,,
,,,,,,1746881641.3625245,1321.204751118,,,,0.0,,,,,,,,,,,,,,,,,,,6607,,,,,,,14193.0,,,,,,,
,,-0.0034459282,,,,1746881650.645883,1321.205335763,,,,,,,,,,,,,,,,,,,,,,,6654,,,,,,,14343.0,,,,,,,
,,,,,,1746881655.2883255,1441.222752531,,,,,,,,,,,,,,0.0017015489,,,,,,,,,6688,,,,,,,14418.0,,,,,,,
,,,,,,1746881655.2895947,1441.223009293,,,,,,,,,,,,,,,,,,,,,,,6705,,,,2700.0,,,14418.0,,,,,,,
,,,,,,1746881655.290042,1441.223045164,,,,,,,,,,,,,,,,,,,,0.041217044,,,6708,,,,,,,14418.0,,,,,,,
,,,,0.0,,1746881659.9326026,1441.223560361,,,,,,,,,,,,,,,,,,,,,,,6751,,,,,,,14493.0,,,,,,,
,,,,,,1746881664.5735698,1441.223988178,,,,,,,,,,,,,,,,,,,,,,400.0,6789,,,,,,,14568.0,,,,,,,
,,0.0005386998,,,,1746881673.8433871,1441.224449869,,,,,,,,,,,,,,,,,,,,,,,6829,,,,,,,14718.0,,,,,,,
,,,,,,1746881673.8443394,1441.22456568,,,,,0.0003,,,,,,,,,,,,,,,,,,6839,,,,,,,14718.0,,,,,,,
,,,,,,1746881678.48099,1441.225069657,,,,,,,,,,,,,,,,,,,,0.06533447,,,6883,,,,,,,14793.0,,,,,,,
,,,,,,1746881678.4816446,1441.225150055,,,,,,,,,,,0.0,,,,,,,,,,,,6890,,,,,,,14793.0,,,,,,,
,,,,,,1746881683.1199903,1441.225393841,,,,,0.0003,,,,,,,,,,,,,,,,,,6909,,,,,,,14868.0,,,,,,,
,,,,,,1746881687.7604947,1441.226874637,,,,,,,,,,,0.0,,,,,,,,,,,,6960,,,,,,,14943.0,,,,,,,
,,,,,,1746881687.7613113,1441.227202316,,,,,,,,,,,,,,,,,,,,,0.0,,6965,,,,,,,14943.0,,,,,,,
,,,,,,1746881692.3975377,1441.227330083,,,,,,,,,,0.0,,,,,,,,,,,,,6975,,,,,,,15018.0,,,,,,,
,,,,,,1746881692.3976388,1441.227369407,,,,,,,,,,,,,,,0.0,,,,,,,,6978,,,,,,,15018.0,,,,,,,
,,,,,,1746881692.4003382,1441.227648061,,,,,,,,,,,,,,,,,,,,,,,7001,,,,,,0.0,15018.0,,,,,,,
,,,,,,1746881697.0361245,1441.227756998,,,,,,,,,,0.0,,,,,,,,,,,,,7010,,,,,,,15093.0,,,,,,,
,,,,,,1746881697.0391533,1441.22806337,,,,,,,,,,,,,,,,,,,,,,,7037,,,,,,,15093.0,,,,0.0,,,
,,,,,,1746881701.6771455,1441.228151007,,,,,,,,,,0.0,,,,,,,,,,,,,7045,,,,,,,15168.0,,,,,,,
,,-0.0027436963,,,,1746881706.317578,1441.228483834,,,,,,,,,,,,,,,,,,,,,,,7074,,,,,,,15243.0,,,,,,,
,,,,,,1746881706.3186772,1441.228619172,,,,,,,,,,,,,,,,,,,,,,,7086,,,,,,,15243.0,,,,,,0.0,
,,,,,,1746881710.9589455,1441.229195255,,,,,,,,,,,,,0.0078125,,,,,,,,,,7138,,,,,,,15318.0,,,,,,,
,,0.00031858723,,,,1746881715.5946708,1441.229265324,,,,,,,,,,,,,,,,,,,,,,,7144,,,,,,,15393.0,,,,,,,
,,,,,,1746881715.5966911,1441.229518679,,,,0.015444015,,,,,,,,,,,,,,,,,,,7167,,,,,,,15393.0,,,,,,,
,,,,,,1746881715.596762,1441.229540715,,,,,,,,,,,,,,,,,,,,,,,7169,,,,,,,15393.0,,,,,0.0,,
,,,,,,1746881720.2355835,1441.229832343,,,,,,,,,,,,,,,,,,,,,,,7195,,,,3750.0,,,15468.0,,,,,,,
,0.0,,,,,1746881856.9594164,1561.247001449,,,,,,,,,,,,,,,,,,,,,,,7298,,,,,,,15699.0,,,,,,,
,,0.39186448,,,,1746881861.522493,1561.247285573,,,,,,,,,,,,,,,,,,,,,,,7320,,,,,,,15774.0,,,,,,,
,,,,,,1746881866.088056,1561.24798607,,,,,,,,,,,,,,,,,,,,,,,7380,,,,,,,15849.0,,,,,0.0,,
,,,,,,1746881866.088085,1561.247996742,,,,,,,,,,,0.0,,,,,,,,,,,,7381,,,,,,,15849.0,,,,,,,
,,,,,,1746881866.0885909,1561.24806287,,,,,,,,,,,,,,,,,,,,,,,7387,,,,,,0.0,15849.0,,,,,,,
,,,,,,1746881870.6510305,1561.248119854,,0.0,,,,,,,,,,,,,,,,,,,,,7392,,,,,,,15924.0,,,,,,,
,,,,,,1746881870.6522603,1561.248282374,,,,,,,,,,,,,,,,,,,,,,,7406,,,,300.0,,,15924.0,,,,,,,
,,,,,,1746881875.217762,1561.248749447,,,,,,,,,,,,,,,,,,,0.18897638,,,,7447,,,,,,,15999.0,,,,,,,
,,,,,,1746881875.218624,1561.248845086,,,,,,,,,,,,,,,,,,,,,0.0,,7456,,,,,,,15999.0,,,,,,,
,,,,,,1746881879.7827287,1561.249090677,,,,,,,,,,,,,,,,,,,,,,,7475,,,,,921600.0,,16074.0,,,,,,,
,,,,,,1746881879.7833607,1561.249405709,,,,,,,,,,,,,,,,,,,0.15748031,,,,7482,,,,,,,16074.0,,,,,,,
,,,,,,1746881884.4248793,1561.250547955,,,,,,,,,,,0.0,,,,,,,,,,,,7521,,,,,,,16149.0,,,,,,,
,,,,,,1746881888.986703,1561.25076972,,,,,0.0003,,,,,,,,,,,,,,,,,,7540,,,,,,,16224.0,,,,,,,
,,,,,,1746881888.9872105,1561.250846143,,,,,,,,,,,,,,,,,,,,,,,7546,,,,600.0,,,16224.0,,,,,,,
,,,,,,1746881893.550976,1681.270797052,,,,,,,,,,,,,,,,,,,,2.1396904,,,7584,,,,,,,16299.0,,,,,,,
,,,,,,1746881898.1159952,1681.27124652,,,,,,,,,,,,,,,,,,,0.17322835,,,,7622,,,,,,,16374.0,,,,,,,
,,,,,,1746881898.1167305,1681.271300672,,,,,,,,,,,0.0,,,,,,,,,,,,7626,,,,,,,16374.0,,,,,,,
,,,,,,1746881902.6819015,1681.272040127,,,,,,2.8536708,,,,,,,,,,,,,,,,,7655,,,,,,,16449.0,,,,,,,
,,,,,,1746881911.8163528,1681.273459449,,,,,,,,,,,,,,,,,,,,,,,7717,,,,,,,16599.0,,,,,,0.0,
,,,,,,1746881911.8166516,1681.273502513,,,,,,,,,,,,,,,,,,,,,,,7721,,,,975.0,,,16599.0,,,,,,,
,,,,,,1746881916.3835294,1681.273825044,,,,,0.0003,,,,,,,,,,,,,,,,,,7750,,,,,,,16674.0,,,,,,,
,0.0,,,,,1746881916.3836093,1681.273865755,,,,,,,,,,,,,,,,,,,,,,,7753,,,,,,,16674.0,,,,,,,
,,,,,,1746881916.3843884,1681.273924591,,,,,,,,,,,,,,,,,,,,,,,7758,,0.3102765,,,,,16674.0,,,,,,,
,,,,,,1746881916.3850584,1681.273996742,,,,,,,,,,,,,,,,,,0.0,,,,,7764,,,,,,,16674.0,,,,,,,
,0.0,,,,,1746881920.9520707,1681.274273202,,,,,,,,,,,,,,,,,,,,,,,7788,,,,,,,16749.0,,,,,,,
,,,,,,1746881925.5203352,1681.274710514,,,,,,,,,,,,,,,,,,,,,,,7826,,,,1200.0,,,16824.0,,,,,,,
,,,,0.0,,1746881930.0894952,1681.275231199,,,,,,,,,,,,,,,,,,,,,,,7872,,,,,,,16899.0,,,,,,,
,,,,,,1746881930.0898118,1681.275242921,,,,,,,,,0.0,,,,,,,,,,,,,,7873,,,,,,,16899.0,,,,,,,
,0.0,,,,,1746881934.6559956,1681.275471728,,,,,,,,,,,,,,,,,,,,,,,7893,,,,,,,16974.0,,,,,,,
,,,,,,1746881943.791032,1681.277417709,,,,,,,,,,,,,,,,,,0.0,,,,,7974,,,,,,,17124.0,,,,,,,
,,-0.0037657013,,,,1746881948.3565555,1681.277552187,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,,17199.0,,,,,,,
,,,,,,1746881952.9240127,1681.278044581,,,,,,,,,,,,,,,,,,,,,,,8024,0.0,,,,,,17274.0,,,,,,,
,,,,,,1746881952.9241474,1681.278091713,,,,,,,3379200.0,,,,,,,,,,,,,,,,8028,,,,,,,17274.0,,,,,,,
,,,,,,1746881962.0590403,1681.279028358,,,,,,,,,,,,,,,,,,,,1.8475188,,,8109,,,,,,,17424.0,,,,,,,
,,,,,,1746881962.0595334,1681.279061762,,,,,,,,,,,,,,,,,,,0.23622048,,,,8112,,,,,,,17424.0,,,,,,,
,,,,,,1746881962.05985,1681.279107704,,,,,,,,,,,0.0,,,,,,,,,,,,8116,,,,,,,17424.0,,,,,,,
,,,,,,1746881962.060495,1681.279177918,,,,,,,,,,,,,,,,,,,,,,,8122,,,,,,0.0,17424.0,,,,,,,
,,,,,76.0,1746881966.6222644,1681.279222994,,,,,,,,,,,,,,,,,,,,,,,8126,,,,,,,17499.0,,,,,,,
,,,,,,1746881966.6231818,1681.279377218,0.0,,,,,,,,,,,,,,,,,,,,,,8139,,,,,,,17499.0,,,,,,,
,,,,,,1746881966.6234677,1681.279411065,,,,,,,,,,,,-0.0010547735,,,,,,,,,,,8142,,,,,,,17499.0,,,,,,,
,,,,,,1746881971.18594,1681.279642625,,,,,,,,0.0,,,,,,,,,,,,,,,8163,,,,,,,17574.0,,,,,,,
,,-0.0035890108,,,,1746881975.7485645,1681.280234822,,,,,,,,,,,,,,,,,,,,,,,8195,,,,,,,17649.0,,,,,,,
,,,,,,1746881975.7487795,1681.280374725,,,,,,,,,,,,,,,,,,,,,,,8202,,,4.0,,,,17649.0,,,,,,,
,,,,,,1746881975.7496831,1681.280518144,0.0,,,,,,,,,,,,,,,,,,,,,,8209,,,,,,,17649.0,,,,,,,
,,,,,,1746881975.7498372,1681.280647458,,,,,,,,,,,,,,,,,,,,2.41407,,,8214,,,,,,,17649.0,,,,,,,
,,,,,,1746881975.7508876,1681.280817257,,,,,,,,,,,,,,,,,,,,,,,8220,,,,,,,17649.0,,,,,0.0,,
,,,,,,1746881975.7510877,1681.280951381,,,,,,,,,,,,,,,,,,,,,,,8227,,,,,,0.0,17649.0,,,,,,,
,,,,,,1746881980.3141816,1681.281590784,,,,,,,,,,,,,,,,,0.00228187,,,,,,8251,,,,,,,17724.0,,,,,,,
,,,,,,1746881980.3148057,1681.281674474,,,,,,,,,0.0,,,,,,,,,,,,,,8258,,,,,,,17724.0,,,,,,,
,,,,,,1746881984.8792179,1681.282079511,,,,,,,,,0.0,,,,,,,,,,,,,,8293,,,,,,,17799.0,,,,,,,
,,,,,,1746881989.441933,1681.282333675,,,,,,,,,,,,,,,,,,,,,,,8315,,,,,4608000.0,,17874.0,,,,,,,
,,,,,,1746881989.442856,1681.282447593,,,,,,,,,,,,,,,,,,,,,,,8325,,,,,,,17874.0,,,,,0.0,,
,,,,,,1746881989.4436803,1681.282511929,,,,,,,,,,,,,,,,,,,,,0.0,,8331,,,,,,,17874.0,,,,,,,
,,,,,,1746881994.006816,1681.282668537,,,,,0.0003,,,,,,,,,,,,,,,,,,8345,,,,,,,17949.0,,,,,,,
,,,,0.0,,1746881994.0083075,1681.282863474,,,,,,,,,,,,,,,,,,,,,,,8362,,,,,,,17949.0,,,,,,,
,,,,,36.0,1746881998.570113,1681.282963695,,,,,,,,,,,,,,,,,,,,,,,8371,,,,,,,18024.0,,,,,,,
,,,,,,1746881998.570209,1681.282996658,,,,,,,,,,,,,,,,,,,,,,,8374,0.0,,,,,,18024.0,,,,,,,
,,,,,,1746881998.570795,1681.283072389,,,,,,,,,,,,,,,,0.0,,,,,,,8381,,,,,,,18024.0,,,,,,,
,,,,,,1746882003.136691,1681.283451064,,,,,0.0003,,,,,,,,,,,,,,,,,,8415,,,,,,,18099.0,,,,,,,
,,,,,,1746882003.1373703,1681.28350424,0.0,,,,,,,,,,,,,,,,,,,,,,8419,,,,,,,18099.0,,,,,,,
,,,,,,1746882003.1374042,1681.283515257,,,,,,,,,,,,,,,,,,,,,,,8420,,,,,5068800.0,,18099.0,,,,,,,
,,,,,,1746882003.138843,1681.283692171,,,,,,,,,,,,,,,,,,,,,0.0,,8436,,,,,,,18099.0,,,,,,,
,,,,,,1746882007.7021005,1681.283832997,,,,,,,,,,,,,,,0.0,,,,,,,,8449,,,,,,,18174.0,,,,,,,
,,,,,,1746882007.704001,1681.284239684,,,,,,,,,,,0.0,,,,,,,,,,,,8466,,,,,,,18174.0,,,,,,,
,,,,,,1746882007.704698,1681.284378971,,,,,,,,,,,,,,,,,,,,,,,8473,,,,,,,18174.0,,,,0.0,,,
,,,,,,1746882016.8342628,1801.305018748,,,,,,,,,,,0.0,,,,,,,,,,,,8536,,,,,,,18324.0,,,,,,,
,,,,0.0,,1746882021.3986113,1801.306101395,,,,,,,,,,,,,,,,,,,,,,,8572,,,,,,,18399.0,,,,,,,
,,,,,,1746882030.5283105,1801.306764326,,,,,,,,,,,,,,,,,,,,,,,8627,,,,,,,18549.0,,,,,,0.0,
,,,,,,1746882030.5284266,1801.306807641,,,,,,,,,,,,,,,,,,,,,,,8631,,,,2925.0,,,18549.0,,,,,,,
,,,,,,1746882035.0942204,1801.307275365,,,,,,,,,,,,,,,,,,,0.17322835,,,,8672,,,,,,,18624.0,,,,,,,
,,,,0.0,,1746882035.0948768,1801.307333208,,,,,,,,,,,,,,,,,,,,,,,8677,,,,,,,18624.0,,,,,,,
,,,,,,1746882035.0949972,1801.307380387,,,,,,,,,,,,,,,,,,,,,0.0,,8681,,,,,,,18624.0,,,,,,,
,,,,,,1746882039.6599874,1801.307724834,,,,,,,,,,,0.0,,,,,,,,,,,,8711,,,,,,,18699.0,,,,,,,
,,,,,,1746882044.224926,1801.308000358,,,,,,,,,,,,,,,,,,,,,,,8735,,,,,6451200.0,,18774.0,,,,,,,
,,,,,,1746882048.790552,1801.308319894,,,,,,,6604800.0,,,,,,,,,,,,,,,,8763,,,,,,,18849.0,,,,,,,
,,,,,,1746882048.7925222,1801.308568565,,,,,,,,,,,,,,,,,,,,,,400.0,8785,,,,,,,18849.0,,,,,,,
,,,,,,1746882057.926002,1801.309885804,,,0.0,,,,,,,,,,,,,,,,,,,,8830,,,,,,,18999.0,,,,,,,
,,,,,,1746882057.9270246,1801.310261771,,,,,,,,,,,,,,,,,,,,,,,8841,,,,3375.0,,,18999.0,,,,,,,
,,,,,,1746882062.4973056,1801.310533319,,,,,,,,,,,,,,,,,,,,,,,8864,0.0,,,,,,19074.0,,,,,,,
,,,,,,1746882062.4983943,1801.310658754,0.0,,,,,,,,,,,,,,,,,,,,,,8874,,,,,,,19074.0,,,,,,,
,,,,,,1746882067.0676742,1801.310917508,,0.0,,,,,,,,,,,,,,,,,,,,,8897,,,,,,,19149.0,,,,,,,
,,,,,,1746882067.0696464,1801.311156053,,,,,,,,,,,,,,,,,,0.0,,,,,8919,,,,,,,19149.0,,,,,,,
,,,,,,1746882071.640312,1801.311498474,,,,,,,,,,,,,,,,,,,,2.1527917,,,8949,,,,,,,19224.0,,,,,,,
,,,,,,1746882080.782503,1801.312215002,0.0,,,,,,,,,,,,,,,,,,,,,,9014,,,,,,,19374.0,,,,,,,
,,,,,,1746882080.7825646,1801.312236892,,,,,,,,,,,,,,,,,,,,,,,9016,,,,3750.0,,,19374.0,,,,,,,
,,,,,,1746882080.7827358,1801.312263915,,,,,,,,,,,,,,,,,,,,,,,9018,,0.4392362,,,,,19374.0,,,,,,,
,,,,0.0,,1746882080.7836478,1801.312363547,,,,,,,,,,,,,,,,,,,,,,,9027,,,,,,,19374.0,,,,,,,
,,,,,,1746882080.783712,1801.312384624,,,,,,,,,,,,,0.0078125,,,,,,,,,,9029,,,,,,,19374.0,,,,,,,
,,,,,,1746882085.3522468,1801.312436978,,,,,,,,,,,,,,-0.0030306212,,,,,,,,,9034,,,,,,,19449.0,,,,,,,
,,,,,,1746882085.4144645,1801.313112307,,,,,,,,,,,,,,,,,,,,2.2202492,,,9054,,,,,,,19449.0,,,,,,,
,,,,0.0,,1746882085.4152489,1801.313327785,,,,,,,,,,,,,,,,,,,,,,,9062,,,,,,,19449.0,,,,,,,
,,,,,,1746882216.673804,1921.336769186,,,,,,,,,,,,,,,,,,,,,,,9122,,,,75.0,,,19605.0,,,,,,,
,,,,,,1746882221.4161384,1921.337057392,,,0.0,,,,,,,,,,,,,,,,,,,,9146,,,,,,,19680.0,,,,,,,
,,,,,,1746882221.4175122,1921.33720903,,,,,,,,,,,,,,,,,,,,,,,9159,,1.1234487,,,,,19680.0,,,,,,,
,,,,,,1746882226.159668,1921.337604733,,,,,,,,,,,,,,,,,,,,,,,9191,,,,,460800.0,,19755.0,,,,,,,
,,,,,,1746882230.8986077,1921.337933226,,,,,,,,,,,,,,,0.0,,,,,,,,9220,,,,,,,19830.0,,,,,,,
,,,,,,1746882230.9009616,1921.338423871,,,,,,,,,0.0,,,,,,,,,,,,,,9239,,,,,,,19830.0,,,,,,,
,,,,,,1746882230.9013157,1921.338531511,,,,,,,,,,,,,,,,,,,,,,,9244,,,,,,,19830.0,,,,0.04405286,,,
,,,,,28.0,1746882235.638498,1921.338595993,,,,,,,,,,,,,,,,,,,,,,,9247,,,,,,,19905.0,,,,,,,
,,,,,,1746882235.6396065,1921.338950406,0.0,,,,,,,,,,,,,,,,,,,,,,9260,,,,,,,19905.0,,,,,,,
,,,,,,1746882235.6396365,1921.339011911,,,,,,,,,,,,,,,,,,,,,,,9261,,,,,768000.0,,19905.0,,,,,,,
,,,,,,1746882235.6402133,1921.33922232,,,,,,,,,,,,,,,,,,,0.11023622,,,,9268,,,,,,,19905.0,,,,,,,
,,,,,,1746882240.3793395,1921.339724303,,,,,,,,,,,,,,,,,,,,,,,9285,0.0,,,,,,19980.0,,,,,,,
