global_step,_timestamp,task_0_0__square_arena,General/env_index,task_2_2__no_cooperation,Scaled_returns/evaluation_3__easy_layout_scaled,Scaled_returns/evaluation_5__smallest_kitchen_scaled,task_3_3__easy_layout,General/shaped_reward_annealed_agent1,Evaluation/2__no_cooperation,_runtime,task_4_4__asymm_advantages,Scaled_returns/evaluation_2__no_cooperation_scaled,Losses/actor_loss,Evaluation/4__asymm_advantages,_step,General/learning_rate,Losses/entropy,task_5_5__smallest_kitchen,General/steps_for_env,returned_episode,returned_episode_returns,Evaluation/1__cramped_room,Evaluation/5__smallest_kitchen,returned_episode_lengths,General/shaped_reward_agent0,Losses/total_loss,Scaled_returns/evaluation_1__cramped_room_scaled,Scaled_returns/returned_episode_returns_scaled,Losses/value_loss,Evaluation/3__easy_layout,General/shaped_reward_agent1,General/update_step,task_1_1__cramped_room,Advantage_Targets/advantages,reward,General/shaped_reward_annealed_agent0,explore,Evaluation/0__square_arena,Scaled_returns/evaluation_4__asymm_advantages_scaled,Losses/reg_loss,General/explore,Scaled_returns/evaluation_0__square_arena_scaled,Advantage_Targets/targets,General/env_step
8187,1746881129.9242632,,,,,,,,,841.034791993,,,,,3802,,,,,,,,,,,,,,,,,,,,,,,,,1.8889993,,,,
8412,1746881142.9416034,,,,,,,,,841.035942202,,,,,3903,,,,1228800.0,,,,,,,,,,,,,,,,,,,,,,,,,
8412,1746881142.943152,,,,,0.0,,,,841.036076036,,,,,3915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8562,1746881151.6174362,,,,,,,,,841.036963939,,,,,3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03567657,
8637,1746881155.9565623,,,,,,,,,841.038076219,,,,,3999,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
8787,1746881164.6347275,,,,,,,,,841.038809207,,,,,4063,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03180633,
8862,1746881168.974736,,,,,,,,,961.054818104,,,-0.0012848998,,4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8862,1746881168.9747639,,,,,,,,,961.054830069,,,,,4116,,0.84412026,,,,,,,,,,,,,,,,,,,,,,,,,,,
8862,1746881168.9748244,,,,,,,,,961.054857217,,,,,4118,,,,,,,,,,,1.837724,,,,,,,,,,,,,,,,,,
8937,1746881173.311559,,,,,,,,,961.055040329,,,,,4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002681489,
9087,1746881181.9898412,,,,,,,,,961.056068313,,,,,4221,,0.7509856,,,,,,,,,,,,,,,,,,,,,,,,,,,
9162,1746881186.3279212,,,,,,,,,961.056256086,,,,,4237,,,,,,,,,,,,,,,,,,,-0.00041396572,,,,,,,,,,
9162,1746881186.3291285,,,,,,,0.0,,961.056431046,,,,,4252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237,1746881190.6674109,,,,,,,,,961.056689823,,,,,4275,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
9312,1746881195.0090568,,,,,,,,,961.058051688,,,,,4327,,,,,,,,,,,,,,,,,,,,,,,,,1.6214032,,,,
9537,1746881208.0260534,,2.0,,,,,,,961.059420396,,,,,4420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537,1746881208.026652,,,,,,,,,961.059453208,,,,,4423,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537,1746881208.0271506,,,,,,,,,961.059557642,,,,,4432,,,,,,,,,,,,,,,,,,,,,,,,,1.7364371,,,,
9612,1746881212.3656616,,,,,,,,,961.059808359,,,,,4454,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
9612,1746881212.3668144,,,,,,,,,961.059905446,,,,,4463,,,,3686400.0,,,,,,,,,,,,,,,,,,,,,,,,,
9687,1746881216.813183,,,,,,,,,961.060373049,,,,,4504,,,,,,,,,,,,,,0.00019957269,,,,,,,,,,,,,,,
9687,1746881216.8132622,,,,,,,,,961.060395233,,,,,4506,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9687,1746881216.813847,,,,,,,,,961.060449831,,,,,4511,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
9837,1746881225.492057,,,,,,,,,961.061444252,,,,,4571,,0.8391946,,,,,,,,,,,,,,,,,,,,,,,,,,,
9837,1746881225.4920847,,,,,,,,,961.061463866,,,,,4572,,,,,,,,,,,,,,,,,,,,,,,,,1.6023633,,,,
9912,1746881229.8296454,,,,,,,,,961.061928865,,,,,4590,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
9987,1746881234.1690338,,,,,,,,,961.0626684,,,,,4627,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
9987,1746881234.1705768,,,,,,,,,961.062837444,,,,,4642,,,,,,,,,,,,,,,,,,,,,,,,,1.5973197,,,,
9987,1746881234.170693,,,,,,,,,961.062871876,,,,,4645,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98841697,,
10062,1746881238.5096507,,,,,,,,,961.063196911,,,,,4673,,,,4608000.0,,,,,,,,,,,,,,,,,,,,,,,,,
10137,1746881242.848,,,,,,,,,961.063487044,,,,,4699,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
10287,1746881251.528398,,,,,,,,,961.064475956,,,,,4786,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10362,1746881255.8663049,,,,,,,,,961.064749839,,,,,4810,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
10437,1746881260.2052295,,,,,,,,,961.065505349,,,,,4846,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
10512,1746881264.542618,,,,,,,,,961.066270982,,,,,4869,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,
10512,1746881264.543251,,,,,,,,,961.066391509,,,,,4879,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
10512,1746881264.5440292,,,,,,,,,961.066498427,,,,,4888,,,,,,,,,,,2.7769303,,,,,,,,,,,,,,,,,,
10737,1746881277.5634232,,,,,,,,,961.067818107,,,,,4996,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10887,1746881286.241091,,,,,,,,,961.068445555,,,,,5049,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
10887,1746881286.2418227,,,,,,,,,961.068511216,,,,,5055,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
10887,1746881286.2428026,,,,,,,,,961.068609927,,,,,5064,,,,,,,,,,,,,,1.5352856e-05,,,,,,,,,,,,,,,
11037,1746881294.9202235,,,,,,,,,1081.087407664,,,,,5118,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
11037,1746881294.9226494,,,,,,,,,1081.088079537,,,,,5145,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
11112,1746881299.262337,,,,,,,,,1081.088439183,,0.0,,,5173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11187,1746881303.6021135,,,,,,,,,1081.088873193,,,,,5207,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
11337,1746881312.2800033,,,,,,,,,1081.089561575,,,,,5258,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
11337,1746881312.2807946,,,,,,,,,1081.089683446,,,,,5267,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
11337,1746881312.2817392,,,,,,,,,1081.089799275,,,,,5277,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
11337,1746881312.2817695,,,,,,,,,1081.089811331,,0.0,,,5278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11412,1746881316.6218312,,,,,,,,,1081.090104554,,,,,5304,,,,7372800.0,,,,,,,,,,,,,,,,,,,,,,,,,
11487,1746881320.9604895,,,,,,,,,1081.090356937,,,,,5325,,,,,,,,,,,,,,,,,,,,,,,260.0,,,,,,
11562,1746881325.3025954,,,,,,,,,1081.091883334,,,,,5392,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11637,1746881329.6388884,,,,,,,,,1081.092203988,,,,,5396,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
11712,1746881333.9796185,,,,,,,,,1081.092716682,,,,,5439,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11793,1746881464.0307558,,,,,,,,,1201.112581902,,,,,5497,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11943,1746881472.9366496,,,,,,,,,1201.113152492,,,,,5546,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
12018,1746881477.3896792,,,,,,,,,1201.113588742,,,,,5584,,,,614400.0,,,,,,,,,,,,,,,,,,,,,,,,,
12018,1746881477.389741,,,,,,,,,1201.113610995,,,-0.00041899527,,5586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12018,1746881477.3906808,,,,,,,,,1201.113717176,,,,,5595,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
12093,1746881481.843752,,,,,,,,0.0,1201.113858486,,,,,5607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12093,1746881481.8451116,,,,,,,,,1201.113996362,,,,,5619,,,,768000.0,,,,,,,,,,,,,,,,,,,,,,,,,
12093,1746881481.845556,,,,,,,,,1201.114065384,,,,,5625,,,,,,,,,,,,,,0.0006403321,,,,,,,,,,,,,,,
12093,1746881481.8466842,,,,,,,,,1201.11419154,,,,,5636,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
12243,1746881490.74832,,,,,,,,,1201.115929666,,,,0.0,5679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12318,1746881495.2001143,,,,,,,,,1201.116433919,,,,,5721,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
12393,1746881499.6530368,,,,,,,,,1201.117050351,,,,,5775,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
12468,1746881504.1020188,,,,,,,,,1201.117168913,,,,,5785,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
12543,1746881508.5544057,,,,,,,,,1201.117488156,,,,,5813,,,,,,,,,,,,,,,,,,,0.00047103767,,,,,,,,,,
12543,1746881508.5573921,,,,,,,,,1201.117849658,,,,,5845,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
12543,1746881508.5574596,,,,,,,,,1201.117871993,,,,,5847,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
12618,1746881513.011332,,,,,,,,,1201.118102105,,,,,5867,,0.42296347,,,,,,,,,,,,,,,,,,,,,,,,,,,
12618,1746881513.011818,,,,,,,,,1201.11815381,,,,,5871,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98841697,,
12618,1746881513.012969,,,,,,,,,1201.118242603,,,,,5879,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,
12618,1746881513.0130641,,,,,,,,,1201.118277251,,,,,5882,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
12693,1746881517.4672177,,,,,,,,,1201.118388202,,,,,5892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996800.0
12693,1746881517.4693549,,,,,,,,,1201.118569914,,0.0,,,5908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12693,1746881517.4695187,,,,,,,,,1201.118806155,,,,,5913,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
12768,1746881521.9258094,,,,,,,,,1201.119389996,,,,,5941,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9729729,,
12768,1746881521.9265835,,,,,,,,,1201.119630824,,,,,5949,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,
12843,1746881526.3784792,,,,,,,,,1201.11983121,,,,,5956,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
12843,1746881526.3795803,,,,,,,,,1201.120251781,,,,,5965,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
12843,1746881526.3799274,,,,,,,,,1201.120353869,,,,,5973,,,,,,,,,,,,,,,,,,,,,,,,,2.3747175,,,,
12918,1746881530.8335984,,,,,,,,0.0,1321.139589783,,,,,5992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12918,1746881530.8336363,,,,,,,,,1321.139618316,,,,,5993,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
12918,1746881530.8346798,,,,,,,,,1321.139817691,,,,,6002,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
12993,1746881535.3962245,,,,,,,,,1321.140939817,,,,,6033,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
12993,1746881535.3972514,,,,,,,,,1321.141017701,,,,,6039,,,,2611200.0,,,,,,,,,,,,,,,,,,,,,,,,,
12993,1746881535.3984256,,,,,,,,,1321.141187886,,,,,6052,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
13068,1746881539.849622,,,,,,,,,1321.141295283,,,,,6061,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
13068,1746881539.8497233,,,,,,,,,1321.141331329,,,,0.0,6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13368,1746881557.6684673,,,,,,,,,1321.143185345,,,,,6220,,,,,,,,,,,,,,0.00012429681,,,,,,,,,,,,,,,
13443,1746881562.1243143,,,,,,,,,1321.143924892,,,,,6257,,,,,,,,,,,,0.01754386,,,,,,,,,,,,,,,,,
13443,1746881562.1243453,,,,,,,,,1321.143944072,,0.0,,,6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13518,1746881566.5786817,,,,,,,,,1321.144458786,,,,0.0,6274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13518,1746881566.5800083,,,,,,,,,1321.144905746,,,,,6289,,,,,,,,,,,2.5283942,,,,,,,,,,,,,,,,,,
13518,1746881566.5805857,,,,,,,,,1321.144954491,,0.0,,,6293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13518,1746881566.581144,,,,,,,,,1321.145037953,,,,,6300,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
13593,1746881571.0357404,,,,,,,,,1321.145227043,,,,,6316,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
13593,1746881571.0359492,,,,,,,,,1321.145293032,,,,,6322,,0.41825965,,,,,,,,,,,,,,,,,,,,,,,,,,,
13593,1746881571.0369246,,,,,,,,,1321.145419833,,,,,6333,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
13593,1746881571.0376227,,,,,,,,,1321.145457321,,,,,6336,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
13668,1746881575.4923213,,,,,,,,,1321.145609946,,,,,6349,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13668,1746881575.493015,,,,,,,,,1321.145741351,,,,,6360,,,,,,,,,,,,,,0.00015208358,,,,,,,,,,,,,,,
13743,1746881579.947357,,,,,,,,,1321.145928146,,,,,6376,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
13743,1746881579.949585,,,,,,,,,1321.146233905,,,,,6403,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
13743,1746881579.950235,,,,,,,,,1321.146245437,,,,,6404,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,
13818,1746881584.4064813,,,,0.0,,,,,1321.146580168,,,,,6434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13893,1746881588.8615806,,,,,,,,0.0,1321.146723288,,,,,6447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13893,1746881588.8622704,,,,,,,,,1321.146832368,,,,,6457,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
13968,1746881593.319574,,,,,,,,,1321.147386722,,,,0.0,6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14043,1746881597.7795606,,,,,,,,,1321.148875226,,,,,6547,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
14193,1746881606.6942341,,3.0,,,,,,,1321.149372449,,,,,6591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14268,1746881611.1514888,,,,,,,,,1321.149672769,,,,,6618,,,,,,,,,,,,,,,,,,,-0.0005040325,,,,,,,,,,
14268,1746881611.1524458,,,,,,,0.0,,1321.149842069,,,,,6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14268,1746881611.1542313,,,,,,,,,1321.150031017,,,,,6650,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
14343,1746881615.610763,,,,,,,,,1321.150256999,,,,,6670,,,,,,,,,,,,,,,,,2625.0,,,,,,,,,,,,
14343,1746881615.610803,,,,,,,,,1321.150268417,,,-0.00042279693,,6671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14343,1746881615.6124456,,,,,,,,,1321.150418334,,,,,6684,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,
14418,1746881620.069311,,,,,,,,,1321.150711184,,,,,6710,,,,,,,,,,,,,,0.00017805147,,,,,,,,,,,,,,,
14493,1746881624.5249343,,,,,,,,,1321.151166779,,,,,6723,,,,,,,,,,,,,,,,,,,0.0015236721,,,,,,,,,,
14493,1746881624.526713,,,,,,,,,1321.151735507,,0.0,,,6748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493,1746881624.5272143,,,,,,,,,1321.151825129,,,,,6752,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
14493,1746881624.5275311,,,,,,,,,1321.151862541,,,,,6754,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,
14568,1746881628.9831498,,,,,,,,,1321.152067191,,,,0.0,6764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14568,1746881628.984219,,,,,,,,,1321.152431476,,,,,6777,,0.5087633,,,,,,,,,,,,,,,,,,,,,,,,,,,
14568,1746881628.9849503,,,,,,,,,1321.152492748,,,,,6782,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
14643,1746881633.4417875,,,,,,,,,1321.152676431,,,,,6798,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
14718,1746881637.8997347,,,,,,,,,1321.153035169,,,,,6830,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,
14718,1746881637.9004323,,,,,,,,,1321.153137977,,,,,6839,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14718,1746881637.9015434,,,,,,,,,1321.153296082,,0.0,,,6853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14868,1746881646.8177533,,,,,,,,,1321.154020834,,,,,6919,,,,,,,,,,,2.4469876,,,,,,,,,,,,,,,,,,
14868,1746881646.8190725,,,,,,,,,1321.154146337,,,,,6930,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
14943,1746881651.2767842,,,,,,,,,1441.173119599,,,,,6967,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
15018,1746881655.7311046,,,,,,,,,1441.173152278,,,,,6969,,,,,,,,,,,,,,,,,,,-0.00021951631,,,,,,,,,,
15093,1746881660.1885488,,,,,,,,,1441.173788591,,,,,7005,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00014116697,
15093,1746881660.1911948,,,,,,,,,1441.174560914,,,,,7034,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
15318,1746881673.5611696,,,,,,,,,1441.175945757,,,,,7111,,,,,,,,,,,,,,,,,,,,,,,248.0,,,,,,
15318,1746881673.561371,,3.0,,,,,,,1441.176015582,,,,,7117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15318,1746881673.5622616,,,,,,,,,1441.176118451,,,,,7125,,,,7372800.0,,,,,,,,,,,,,,,,,,,,,,,,,
15318,1746881673.5631888,,,,,0.0,,,,1441.17626591,,,,,7137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15318,1746881673.5633178,,,,,,,,,1441.176280924,,,,,7138,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
15393,1746881678.0183902,,,,,,,,,1441.176437039,,,,0.0,7150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15393,1746881678.0197003,,,,,,,,,1441.176617865,,,,,7164,,,,,,,,,,,,,,,,,,,,,,,,,2.269802,,,,
15393,1746881678.0207593,,,,,,,,,1441.176757808,,,,,7176,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
15543,1746881686.9322498,,,,,,,,,1441.177241149,,,,,7217,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
15543,1746881686.93457,,,,0.0,,,,,1441.177505966,,,,,7240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15543,1746881686.9354436,,,,,,,,,1441.17759249,,,,,7248,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
15618,1746881691.391136,,,,,,,,,1441.177713175,,,,,7259,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
15774,1746881825.985799,,,,,,,0.0,,1561.197269241,,,,,7334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15849,1746881830.5516658,,,,,,,,,1561.197650359,,,,,7365,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15849,1746881830.553518,,,,,,,,,1561.197900709,,,,,7386,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
15924,1746881835.1192234,,,,,,,,,1561.198193087,,,,,7411,,,,,,,,,,,,,,0.012165312,,,,,,,,,,,,,,,
15999,1746881839.6844153,,,,,0.0,,,,1561.198656633,,,,,7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16074,1746881844.2476876,,,,,,,,,1561.198761367,,,,,7461,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,,
16074,1746881844.2497728,,,,,0.0,,,,1561.199063426,,,,,7487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16224,1746881853.4803994,,,,,,,,,1561.199679308,,,,,7543,,,,,,,,,,,,,,,,,,,,,0.0012402188,,,,,,,,
16224,1746881853.4809272,,,,,,,,,1561.199743731,,,,,7549,,,,,,,,,,,,,,,,,,,,,,,,,1.2643925,,,,
16299,1746881858.0461657,,,,,,,,,1561.199944877,,,,,7567,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
16299,1746881858.046358,,,,,,,,,1561.200016155,,,,,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382400.0
16374,1746881862.6126142,,,,,,,,0.0,1561.200878949,,,,,7603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16374,1746881862.6143005,,,,,,,,,1561.201695139,,,,,7620,,,,,,,,,,,1.6877058,,,,,,,,,,,,,,,,,,
16449,1746881867.179149,,,,,,,,,1561.201999995,,,,,7645,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16449,1746881867.179862,,,,,,,,,1561.202082937,,,-0.0036784788,,7652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16524,1746881871.7454906,,4.0,,,,,,,1561.202379413,,,,,7677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16599,1746881876.3154066,,,,,,,,,1561.203023808,,,,,7733,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
16674,1746881880.8835018,,,,,,,,,1561.203467636,,,,,7772,,,,,,,,,,,,,,,,,,,,0.078125,,,,,,,,,
16749,1746881885.4506834,,,,,,,,,1561.203844266,,,,,7805,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,
16749,1746881885.4507844,,,,,,,,,1561.203877708,,,,,7808,,,,,,,,,,,,,0.14048304,,,,,,,,,,,,,,,,
16974,1746881899.1501977,,,,,,,,,1681.225106778,,,,,7881,,,,,,,,,,,,,,,,,,,,,,,248.0,,,,,,
16974,1746881899.150229,,,,,,,,,1681.225132697,,,,,7882,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
16974,1746881899.1527321,,,,,,,,,1681.225937592,,,,,7910,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,
17049,1746881903.7188637,,,,,,,,,1681.226559959,,,,,7938,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
17124,1746881908.287383,,,,,,,,,1681.227070916,,,,,7982,,,,,,,,,,,,,,,,,,,,0.32226562,,,,,,,,,
17199,1746881912.853793,,,,,,,,,1681.227361689,,,,,8007,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95752895,,
17274,1746881917.4201338,,,,,,,,,1681.227619142,,,,,8030,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17274,1746881917.4223473,,,,,,,,,1681.227856383,,,,,8051,,,,,,156.24023,,,,,,,,,,,,,,,,,,,,,,,
17349,1746881921.9889019,,,,,,,,,1681.228196977,,,,,8081,,,,,,,,,,,,,,,,,,,,,,,,0.3524229,,,,,
17424,1746881926.5545979,,,,,,,,,1681.228388207,,,,,8098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3686400.0
17424,1746881926.5557706,,,,,,,,,1681.228490482,,,-0.0020554913,,8107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17424,1746881926.5558648,,,,,,,,,1681.228723804,,,,,8110,,,,,,,,,,,51.27264,,,,,,,,,,,,,,,,,,
17424,1746881926.5570962,,,,,,,,,1681.228941302,,,,,8121,,,,,,159.96094,,,,,,,,,,,,,,,,,,,,,,,
17499,1746881931.1243212,,,,,,,,,1681.229560893,,0.0,,,8149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17574,1746881935.692984,,,,,,,,,1681.23038606,,,,,8191,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,
17649,1746881940.2581577,,,,,,,,,1681.230605197,,,,,8210,,,,4147200.0,,,,,,,,,,,,,,,,,,,,,,,,,
17724,1746881944.8257942,,,,,,,,,1681.231171643,,,,,8256,,,,,,,,,,,,,,,,,,,,,,,,0.3524229,,,,,
17799,1746881949.3907385,,4.0,,,,,,,1681.231361143,,,,,8272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17799,1746881949.3907769,,,,,,,,,1681.23137308,,,,,8273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4454400.0
17799,1746881949.3908045,,,,,,,,,1681.231385468,,,,,8274,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
17874,1746881953.958821,,,,,,,,,1681.231950807,,,,,8323,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
17949,1746881958.5251105,,,,,,,,,1681.232292289,,,,,8353,,0.63311344,,,,,,,,,,,,,,,,,,,,,,,,,,,
18024,1746881963.0907059,,,,,,,,,1681.232763611,,,,,8374,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
18024,1746881963.0907438,,,,,,,,,1681.232779198,,,,168.0,8375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18024,1746881963.0933647,,,,,,,,,1681.233439864,,,,,8403,,,,,,,,,,,,,0.36343613,,,,,,,,,,,,,,,,
18099,1746881967.6570656,,,,,,,,,1681.233524966,,,,,8407,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
18174,1746881972.2240012,,,,,,,,,1681.234279803,,,,,8448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5222400.0
18174,1746881972.2266777,,,,,,,,,1681.23456291,,,,,8473,,,,,,,,,,,,,0.36601734,,,,,,,,,,,,,,,,
18249,1746881976.79139,,,,,,,,,1681.234574666,,,,,8474,,,,,,,,,,,,,,,,,,,-6.6041737,,,,,,,,,,
18249,1746881976.7915368,,,,,,,,,1681.23459792,,,,,8476,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,,
18249,1746881976.7935467,,,,,,,,,1681.234853573,,,,,8496,,,,,,,,,,,,,,94.006935,,,,,,,,,,,,,,,
18249,1746881976.7936943,,,,,,,,,1681.234888168,,0.0,,,8499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18324,1746881981.3613362,,,,,,,,,1681.235391612,,,,,8542,,,,,,,,,,,,,,,,,,,,0.38085938,,,,,,,,,
18399,1746881985.9253113,,,,,,,,,1681.235416423,,,,,8544,,,,,,,,,,,,,,,,,,,-6.639677,,,,,,,,,,
